background/signal,pT GeV,mass GeV,width,ptD,#of constituents
0,59.495,9.046,0.143,0.575,7
1,120.657,0.0,0.0,1.0,2
0,21.16,4.859,0.209,0.477,5
0,22.689,4.129,0.163,0.384,14
0,20.8,3.927,0.157,0.5,5
1,80.113,9.687,0.1,0.759,3
0,39.006,7.019,0.16,0.455,9
1,24.18,3.898,0.139,0.671,5
0,24.266,4.241,0.15,0.583,3
1,98.759,14.87,0.119,0.762,3
0,50.252,6.135,0.103,0.692,3
1,99.281,14.454,0.117,0.544,5
0,21.184,0.0,0.0,1.0,1
1,123.302,19.99,0.122,0.612,8
1,181.766,23.922,0.105,0.539,6
0,85.816,13.362,0.134,0.72,4
1,26.255,3.5,0.102,0.81,3
1,49.94,9.734,0.183,0.583,6
0,20.845,0.993,0.036,0.848,2
1,67.494,1.929,0.029,0.708,2
1,115.77,16.886,0.136,0.545,5
0,26.752,2.468,0.083,0.769,2
1,23.625,0.774,0.032,0.727,2
1,25.268,5.658,0.213,0.462,15
0,28.332,2.27,0.076,0.74,2
0,32.596,3.237,0.097,0.72,2
0,20.667,1.915,0.059,0.893,2
1,60.42,5.982,0.058,0.866,3
1,41.726,0.0,0.0,1.0,1
1,226.414,22.462,0.068,0.647,13
1,112.852,0.0,0.0,1.0,1
0,22.781,2.429,0.06,0.868,5
1,178.875,30.05,0.134,0.491,9
0,33.25,6.507,0.187,0.484,6
0,29.223,4.246,0.118,0.54,4
0,54.047,11.01,0.186,0.458,8
0,40.247,5.999,0.137,0.526,4
1,51.596,1.035,0.002,0.997,2
1,55.957,11.295,0.174,0.438,8
0,32.969,5.715,0.158,0.595,4
1,77.277,13.539,0.152,0.529,9
0,21.173,0.0,0.0,1.0,1
1,20.788,1.418,0.054,0.6,4
1,126.964,6.528,0.014,0.982,2
0,35.187,6.731,0.161,0.542,5
0,23.09,2.881,0.102,0.812,2
0,42.189,9.071,0.197,0.441,12
1,180.639,16.795,0.061,0.765,3
1,53.891,0.0,0.0,1.0,1
1,31.087,5.846,0.171,0.508,10
0,26.642,2.681,0.075,0.695,3
1,21.21,0.0,0.0,1.0,1
1,55.056,7.611,0.136,0.423,7
1,22.035,2.098,0.083,0.727,3
1,134.739,6.842,0.027,0.871,4
1,55.863,6.683,0.073,0.596,4
1,67.316,6.478,0.057,0.666,9
1,197.649,14.812,0.05,0.825,4
0,52.553,9.93,0.174,0.528,6
1,46.517,0.0,0.0,1.0,1
1,42.02,6.379,0.12,0.578,6
1,61.298,7.19,0.083,0.786,3
0,22.244,3.561,0.154,0.53,4
1,88.333,14.197,0.123,0.454,7
1,224.898,31.39,0.109,0.569,6
1,126.683,12.989,0.067,0.879,3
1,22.075,3.792,0.115,0.669,5
0,22.801,3.649,0.145,0.579,8
0,20.88,2.878,0.101,0.855,2
0,38.986,0.433,0.011,0.737,2
0,25.142,2.493,0.073,0.853,2
0,29.86,4.639,0.136,0.556,8
0,27.406,3.95,0.116,0.821,2
1,100.128,5.695,0.046,0.718,3
1,32.774,0.588,0.018,0.717,2
0,23.534,2.521,0.106,0.71,2
0,39.774,9.342,0.217,0.416,7
1,40.018,1.596,0.03,0.842,2
0,29.421,2.765,0.064,0.811,3
0,26.109,4.656,0.156,0.502,7
0,21.291,1.561,0.056,0.841,2
1,108.67,13.28,0.102,0.605,3
0,21.809,2.091,0.089,0.74,3
1,39.834,1.754,0.044,0.707,2
0,32.931,6.299,0.151,0.592,3
1,109.121,6.453,0.018,0.977,2
1,111.76,15.267,0.118,0.486,6
0,39.4,6.126,0.128,0.454,8
1,95.37,12.697,0.111,0.693,6
0,30.359,5.025,0.145,0.484,6
1,124.849,24.075,0.173,0.423,8
1,52.201,7.428,0.096,0.526,5
0,20.316,2.885,0.121,0.753,3
1,131.71,16.797,0.088,0.634,8
1,113.69,6.637,0.024,0.754,4
1,23.999,2.822,0.113,0.735,2
1,54.795,7.276,0.111,0.777,3
0,20.87,2.157,0.099,0.633,3
0,21.598,2.772,0.11,0.56,4
0,25.153,0.0,0.0,1.0,1
1,57.399,7.514,0.102,0.643,3
1,97.626,19.896,0.192,0.5,7
1,70.707,7.881,0.07,0.844,3
0,25.975,6.085,0.205,0.443,6
1,31.182,3.266,0.104,0.711,2
1,83.676,11.168,0.103,0.602,4
1,177.285,7.453,0.011,0.982,2
0,24.382,0.278,0.011,0.707,2
1,22.045,5.252,0.216,0.493,6
0,21.051,0.0,0.0,1.0,1
1,134.096,7.798,0.042,0.636,4
1,115.373,14.325,0.072,0.823,3
1,31.45,2.062,0.026,0.959,3
0,27.798,5.032,0.177,0.692,4
1,47.881,9.165,0.148,0.516,11
1,187.686,12.039,0.039,0.832,4
1,76.084,3.719,0.042,0.794,2
1,76.013,5.324,0.029,0.933,3
0,33.568,3.636,0.104,0.579,4
1,86.611,15.854,0.154,0.467,6
1,237.148,30.219,0.086,0.412,12
0,24.318,2.41,0.092,0.59,3
0,33.883,3.386,0.068,0.706,3
1,69.049,7.334,0.062,0.674,5
0,45.312,7.999,0.171,0.723,2
1,109.053,13.437,0.096,0.508,5
0,33.398,4.237,0.105,0.798,3
0,36.193,4.22,0.1,0.683,3
0,21.16,2.138,0.099,0.628,3
0,26.759,3.279,0.109,0.773,2
1,54.892,5.304,0.065,0.619,4
1,20.828,0.0,0.0,1.0,1
1,50.278,3.717,0.067,0.763,4
1,83.823,13.811,0.134,0.461,7
0,20.91,3.525,0.159,0.662,3
0,32.865,4.312,0.102,0.629,3
0,27.543,0.4,0.012,0.825,3
