0.999967,3.32926e-05
1.0,1.89525e-12
1.0,7.75501e-09
1.0,1.24208e-07
1.0,3.78153e-07
1.0,3.94121e-10
1.0,1.02196e-07
1.0,4.14394e-07
1.0,5.80973e-09
1.0,2.12627e-10
1.0,2.42046e-12
0.999988,1.18188e-05
1.0,4.19253e-08
1.0,7.5004e-09
1.0,3.15332e-08
1.0,4.83682e-07
1.0,9.64159e-09
6.53977e-13,1.0
1.0,1.48777e-14
1.0,1.50709e-10
1.0,8.65348e-11
0.999989,1.0848e-05
1.0,1.34109e-07
1.0,9.80334e-09
1.0,5.28985e-10
1.0,1.12447e-07
1.0,4.19676e-10
1.0,1.2363e-11
1.0,5.18112e-08
4.04216e-20,1.0
1.0,6.92668e-11
1.0,2.80499e-14
1.0,1.45526e-07
1.0,3.12934e-10
0.999998,1.68379e-06
1.0,8.4443e-12
1.0,9.45844e-13
1.0,1.754e-10
1.0,1.66497e-12
1.0,2.18491e-11
1.0,3.4676e-08
1.0,2.53899e-09
0.999995,5.35797e-06
1.0,8.68374e-09
1.0,4.78006e-08
1.0,8.22542e-08
6.69822e-26,1.0
1.0,3.58178e-08
1.0,2.82024e-08
1.0,1.29019e-09
1.0,4.1334e-10
1.0,1.69742e-09
1.0,3.50565e-07
1.0,3.08808e-11
1.0,3.9142e-10
1.0,2.30524e-10
1.0,4.30837e-08
1.0,6.29101e-09
1.0,2.4451e-07
1.0,4.54095e-09
1.0,1.90918e-09
1.0,1.13957e-07
0.0,1.0
1.0,2.08249e-10
1.0,2.76362e-09
0.999999,6.0366e-07
1.0,3.83964e-10
1.0,1.20328e-10
1.0,5.77192e-09
0.999921,7.90178e-05
1.0,1.28343e-08
0.000586191,0.999414
1.0,2.52476e-12
1.0,3.80583e-11
1.0,1.53198e-08
1.0,6.49856e-09
0.999998,1.67964e-06
1.0,4.82108e-10
1.0,6.16799e-08
0.999997,2.91873e-06
1.0,5.51734e-08
1.0,7.03518e-09
1.0,5.15666e-09
1.0,8.45209e-09
1.0,5.96644e-09
1.0,1.11105e-07
1.0,6.06634e-10
1.0,1.14469e-11
1.0,2.58049e-07
1.0,9.23795e-08
1.0,8.38548e-10
1.0,3.97201e-10
1.0,1.54661e-09
1.0,1.47311e-13
1.0,1.01077e-11
1.0,2.25329e-08
1.0,4.71851e-10
1.0,7.72192e-09
0.999886,0.000114146
1.0,2.98209e-08
1.0,1.58014e-12
1.0,5.28999e-09
1.0,2.99416e-09
1.0,7.85676e-08
1.0,6.48072e-08
1.0,7.8579e-09
1.0,6.71189e-09
0.999997,2.5746e-06
1.0,1.95647e-11
1.0,1.70994e-07
1.0,7.40032e-13
1.0,1.79685e-07
1.0,2.40524e-12
1.0,1.60998e-12
1.0,2.24628e-09
1.0,8.27608e-15
0.999987,1.28231e-05
1.0,2.68635e-07
1.0,1.55368e-08
1.0,3.85999e-08
1.0,9.67486e-09
1.0,1.53894e-10
1.0,4.99322e-09
0.999968,3.21603e-05
1.0,3.26683e-08
0.999998,1.52183e-06
1.0,6.28917e-11
