background/signal,pT GeV,y,mass GeV,width,ptD,#of constituents
 0,    20.383,    -1.731,     4.293,     0.190,     0.237,   22
 1,    39.779,     4.021,     0.000,     0.000,     1.000,    1
 1,    62.854,     3.876,     2.776,     0.025,     0.916,    2
 0,    32.478,    -0.325,     9.277,     0.259,     0.225,   24
 0,    35.487,    -1.195,     7.681,     0.190,     0.381,   15
 0,    31.924,     0.650,     6.914,     0.188,     0.384,   17
 1,    35.227,    -4.091,     0.000,     0.000,     1.000,    1
 0,    28.551,    -4.211,     0.000,     0.000,     1.000,    1
 0,   460.362,    -1.181,    24.539,     0.013,     0.948,    9
 0,   323.614,    -0.301,    30.077,     0.042,     0.857,   14
 0,    86.842,     2.083,    16.443,     0.163,     0.472,   20
 0,    33.429,     0.760,     8.037,     0.200,     0.277,   22
 0,    26.869,     1.456,     5.386,     0.174,     0.396,   13
 0,    23.816,    -1.391,     5.541,     0.208,     0.262,   19
 0,    44.647,     3.496,     0.000,     0.000,     1.000,    1
 0,    21.059,    -3.747,     3.249,     0.147,     0.579,    3
 0,    22.119,     3.121,     2.312,     0.102,     0.585,    3
 1,   791.509,     0.175,    29.682,     0.007,     0.980,   11
 1,    60.661,     4.148,     0.000,     0.000,     1.000,    1
 1,    41.710,    -3.712,     7.059,     0.165,     0.719,    2
 0,    23.532,     4.185,     3.304,     0.129,     0.655,    3
 0,    20.221,     3.645,     4.052,     0.198,     0.708,    2
 1,   930.430,     0.565,    52.012,     0.014,     0.948,   18
 1,   187.891,     1.831,     9.954,     0.018,     0.938,    6
 1,   107.505,    -1.699,    17.077,     0.112,     0.475,   18
 0,    21.106,     1.454,     3.543,     0.139,     0.478,   11
 1,   142.671,     1.225,    22.190,     0.115,     0.399,   21
 0,    39.094,    -2.172,     6.847,     0.141,     0.428,   14
 0,    27.751,     0.498,     6.703,     0.220,     0.278,   18
 0,    24.710,    -0.800,     6.056,     0.229,     0.334,   12
 0,    26.408,    -1.762,     5.414,     0.174,     0.339,   14
 0,    20.141,     3.077,     3.223,     0.154,     0.710,    3
 1,   476.191,    -0.418,    27.523,     0.018,     0.900,   14
 1,   122.196,     2.109,    13.814,     0.077,     0.518,   16
 0,    33.656,    -2.802,     3.769,     0.098,     0.559,    4
 0,    20.459,     0.148,     4.821,     0.213,     0.297,   18
 0,    20.227,     1.681,     4.042,     0.175,     0.351,   12
 0,    27.010,    -2.894,     4.933,     0.159,     0.717,    3
 0,    22.449,     3.930,     0.000,     0.000,     1.000,    1
 1,   400.342,    -1.048,    35.836,     0.033,     0.883,   16
 0,    43.181,    -2.283,    10.915,     0.239,     0.248,   24
 0,    33.604,     0.983,     5.239,     0.127,     0.381,   15
 0,    24.626,    -0.078,     5.887,     0.210,     0.317,   16
 1,    54.315,    -3.373,     5.965,     0.099,     0.521,    4
 0,    21.757,     0.882,     5.233,     0.217,     0.265,   20
 0,    26.540,     0.100,     6.068,     0.210,     0.340,   16
 1,    37.492,     4.436,     3.394,     0.060,     0.647,    3
 1,   351.352,    -0.856,    24.617,     0.027,     0.917,   11
 1,    59.509,     3.403,     4.246,     0.050,     0.867,    2
 0,    37.241,     1.901,     9.190,     0.231,     0.251,   22
 0,    32.075,    -1.782,     7.413,     0.209,     0.243,   25
 1,    43.003,    -3.984,     0.000,     0.000,     1.000,    1
 0,    21.931,     0.138,     5.885,     0.252,     0.262,   20
 0,    20.107,     0.567,     4.040,     0.176,     0.312,   15
 1,   432.678,     0.545,    10.752,     0.005,     0.987,    6
 0,    50.389,     0.910,    10.401,     0.181,     0.317,   19
 0,    31.679,    -0.521,     4.790,     0.124,     0.403,   17
 0,    21.912,     0.312,     4.845,     0.202,     0.309,   14
 0,    29.178,    -2.956,     5.701,     0.193,     0.663,    3
 1,   266.212,    -1.680,    24.571,     0.037,     0.850,   11
 0,    32.359,    -1.128,     7.523,     0.189,     0.470,   15
 0,    32.207,     1.096,     7.887,     0.225,     0.287,   17
 0,    27.178,    -0.100,     7.484,     0.259,     0.301,   16
 0,    25.207,    -0.642,     5.367,     0.200,     0.360,   14
 0,    43.254,    -4.188,     0.000,     0.000,     1.000,    1
 1,    36.010,    -3.478,     3.513,     0.079,     0.821,    2
 1,    32.427,     4.271,     0.000,     0.000,     1.000,    1
 0,    28.270,     2.832,     4.561,     0.130,     0.600,    3
 0,    22.867,     3.026,     0.000,     0.000,     1.000,    1
 1,   267.271,     1.140,    24.686,     0.041,     0.889,   16
 0,    28.222,     0.546,     6.665,     0.213,     0.316,   16
 0,    20.988,     0.891,     4.548,     0.195,     0.318,   15
 0,    25.157,     2.815,     4.485,     0.162,     0.552,    5
 0,    24.108,    -0.418,     5.816,     0.227,     0.298,   17
 1,    41.453,     4.244,     2.710,     0.065,     0.710,    2
 0,    36.922,    -4.267,     7.523,     0.184,     0.530,    4
 0,    28.823,    -4.183,     0.000,     0.000,     1.000,    1
 0,    23.129,    -4.177,     0.000,     0.000,     1.000,    1
 1,    21.325,    -4.217,     0.000,     0.000,     1.000,    1
 0,    20.111,    -4.279,     0.000,     0.000,     1.000,    1
 1,   566.339,     0.464,    34.638,     0.013,     0.965,   10
 1,   420.772,     0.871,    25.646,     0.022,     0.928,   10
 0,    48.245,    -1.419,    10.311,     0.199,     0.336,   24
 0,    28.799,     2.022,     7.393,     0.237,     0.210,   32
 0,    36.343,     1.040,     7.760,     0.183,     0.426,   18
 0,    52.277,    -3.448,     8.375,     0.138,     0.684,    3
 0,    33.532,     0.066,     7.448,     0.199,     0.268,   23
 0,    32.250,    -0.715,     6.485,     0.183,     0.376,   14
 1,    34.043,     3.521,     5.139,     0.121,     0.819,    2
 1,    55.092,    -4.477,     9.360,     0.158,     0.748,    2
 0,    20.002,     0.311,     4.329,     0.194,     0.340,   17
 0,    20.653,    -0.160,     5.055,     0.222,     0.276,   18
 0,    30.010,    -3.455,     4.781,     0.150,     0.744,    2
 0,    25.947,     3.023,     3.070,     0.089,     0.518,    5
 0,    20.031,    -0.900,     3.458,     0.156,     0.359,   11
 0,    23.236,     2.988,     4.199,     0.177,     0.536,    4
 0,    27.055,     4.217,     0.000,     0.000,     1.000,    1
 0,    23.084,     4.288,     0.000,     0.000,     1.000,    1
 0,    21.214,    -4.227,     0.000,     0.000,     1.000,    1
 0,   343.630,    -2.559,    24.162,     0.028,     0.931,    7
 1,   191.294,     0.728,    22.116,     0.055,     0.873,   11
 0,    38.914,    -0.086,     5.716,     0.123,     0.591,    9
 0,    31.675,    -2.550,     5.614,     0.139,     0.468,   11
 0,    26.284,     1.860,     7.307,     0.262,     0.217,   27
 0,    32.773,     0.009,     7.309,     0.203,     0.290,   18
 0,    27.506,     0.578,     5.289,     0.174,     0.323,   17
 0,    24.989,    -0.172,     5.101,     0.190,     0.433,   10
 1,    28.788,    -4.014,     0.000,     0.000,     1.000,    1
 0,    28.133,     4.397,     5.579,     0.192,     0.583,    3
 0,    25.999,    -3.512,     0.000,     0.000,     1.000,    1
 1,    24.537,     3.515,     0.000,     0.000,     1.000,    1
 1,   529.453,     0.978,    36.441,     0.022,     0.938,   14
 0,    31.625,    -1.804,     6.790,     0.184,     0.351,   19
 0,    31.885,    -0.100,     6.978,     0.198,     0.304,   16
 0,    20.406,    -0.991,     5.137,     0.234,     0.292,   16
 0,    23.169,     0.043,     4.826,     0.195,     0.399,   13
 1,   549.392,    -1.762,    33.624,     0.014,     0.966,    8
 1,   233.521,     0.608,    19.235,     0.024,     0.913,   11
 1,    79.650,     3.019,    14.086,     0.138,     0.487,    7
 0,    42.685,    -0.792,     8.462,     0.176,     0.367,   15
 0,    23.248,    -1.169,     5.055,     0.201,     0.343,   16
 0,    20.176,     1.141,     4.293,     0.188,     0.376,   17
 0,    24.293,    -3.589,     0.000,     0.000,     1.000,    1
 1,   281.403,    -2.707,    13.257,     0.027,     0.879,    4
 0,    38.531,     1.323,     7.473,     0.146,     0.547,   12
 1,    41.029,    -1.159,     5.771,     0.091,     0.767,   12
 0,    27.211,     1.962,     6.844,     0.240,     0.327,   18
 0,    29.611,     0.663,     5.973,     0.174,     0.355,   12
 1,   637.361,    -1.155,    46.166,     0.019,     0.938,   14
 1,   138.851,    -2.618,     6.173,     0.017,     0.846,    5
 1,   110.897,     0.984,    13.046,     0.052,     0.875,    8
 0,    26.330,    -0.690,     7.228,     0.261,     0.246,   24
 0,    29.012,    -3.333,     3.206,     0.078,     0.863,    2
 1,    20.788,     3.311,     0.000,     0.000,     1.000,    1
 1,   456.469,     1.185,    29.088,     0.016,     0.942,   14
 1,   134.055,     2.374,    15.364,     0.076,     0.436,   15
 0,    31.173,     0.472,     8.321,     0.252,     0.269,   25
 0,    23.537,    -0.210,     6.053,     0.233,     0.287,   21
 0,    28.560,    -0.350,     7.363,     0.241,     0.271,   18
 1,    30.828,    -3.236,     4.317,     0.134,     0.675,    3
 0,    31.543,    -3.957,     3.304,     0.092,     0.703,    3
 1,    57.881,     3.517,     7.415,     0.106,     0.542,    4
 0,    20.225,     0.112,     4.058,     0.175,     0.285,   22
 0,    22.923,     0.623,     5.264,     0.200,     0.401,   14
 0,    23.830,    -1.105,     4.132,     0.148,     0.505,   12
 1,   110.894,     3.155,    19.966,     0.152,     0.502,    8
 0,    39.634,     0.841,    10.848,     0.252,     0.267,   21
 0,    43.477,     1.139,    10.042,     0.207,     0.317,   19
 0,    27.165,    -1.113,     6.481,     0.220,     0.290,   18
 0,    29.252,    -0.893,     6.890,     0.215,     0.263,   19
 0,    26.772,    -0.693,     5.476,     0.177,     0.431,   11
 1,    32.082,    -3.674,     6.606,     0.193,     0.510,    4
 0,    24.927,    -4.218,     0.000,     0.000,     1.000,    1
 1,   963.208,    -1.296,    46.016,     0.012,     0.972,   13
 1,   112.917,    -3.569,    24.312,     0.191,     0.535,    4
 1,    68.999,     3.994,     0.000,     0.000,     1.000,    1
 0,    32.776,    -1.262,     7.418,     0.202,     0.315,   16
 0,    33.904,    -0.511,     8.141,     0.218,     0.261,   22
 0,    30.685,    -0.312,     6.941,     0.193,     0.324,   13
 0,    22.633,    -1.174,     5.856,     0.242,     0.326,   18
 0,    22.208,     0.256,     5.589,     0.232,     0.310,   16
 0,    24.799,    -2.959,     3.733,     0.147,     0.723,    2
 1,   430.904,     0.516,    33.114,     0.027,     0.922,   17
 1,   234.330,    -0.072,    20.731,     0.046,     0.871,    9
 1,   105.958,    -3.964,    20.144,     0.174,     0.658,    3
 0,    35.711,    -0.011,     8.040,     0.200,     0.291,   26
 0,    40.499,    -1.043,     6.546,     0.135,     0.556,   13
 0,    24.298,     1.029,     4.616,     0.163,     0.444,   13
 0,    21.214,    -0.677,     4.962,     0.206,     0.284,   18
 0,    26.349,     0.856,     5.325,     0.183,     0.316,   21
 0,    20.219,    -2.029,     5.320,     0.246,     0.237,   24
 0,    23.506,    -3.940,     0.000,     0.000,     1.000,    1
 1,    22.732,     4.286,     0.000,     0.000,     1.000,    1
 1,   728.522,     1.109,    38.646,     0.010,     0.969,    8
 1,   137.125,    -4.010,     0.000,     0.000,     1.000,    1
 0,    40.718,     1.053,     9.199,     0.202,     0.429,   16
 0,   966.016,     0.046,    44.384,     0.011,     0.976,    8
 1,   126.121,     3.044,     5.934,     0.035,     0.667,    3
 1,    68.376,    -4.035,     0.000,     0.000,     1.000,    1
 0,    31.861,     1.429,     6.752,     0.172,     0.328,   17
 0,    35.344,    -1.348,     6.693,     0.155,     0.373,   15
 0,    31.305,     1.206,     6.675,     0.199,     0.321,   16
 0,    25.932,    -1.925,     5.894,     0.206,     0.275,   18
 0,    22.806,    -3.252,     0.000,     0.000,     1.000,    1
 0,    20.365,    -3.512,     3.608,     0.168,     0.587,    3
 0,   130.637,     1.931,    14.554,     0.061,     0.805,   13
 0,    53.847,     1.230,    10.092,     0.167,     0.445,    9
 0,    27.900,     0.922,     7.101,     0.229,     0.289,   23
 0,    27.438,     1.921,     5.341,     0.172,     0.291,   18
 0,    28.148,    -1.113,     5.298,     0.169,     0.460,    9
 0,    24.390,    -1.291,     5.512,     0.208,     0.323,   12
 0,    25.287,    -2.994,     4.550,     0.174,     0.451,    6
 1,   682.864,    -0.595,    39.781,     0.014,     0.965,   10
 1,   287.847,    -0.326,    20.039,     0.025,     0.910,    8
 0,    36.752,     1.903,     7.673,     0.173,     0.321,   20
 0,    35.743,    -1.207,     8.936,     0.233,     0.289,   17
 0,    29.793,     0.625,     4.111,     0.103,     0.464,   10
 0,    24.076,    -0.139,     6.380,     0.246,     0.267,   20
 0,    24.431,     0.965,     5.246,     0.192,     0.277,   17
 0,    20.426,     1.845,     5.222,     0.239,     0.313,   19
 0,    25.657,    -3.165,     5.471,     0.207,     0.555,    5
 0,    22.517,     3.474,     3.669,     0.147,     0.734,    3
 1,    22.169,     4.040,     2.546,     0.086,     0.763,    3
 1,   156.408,     3.060,    23.954,     0.141,     0.516,    5
 0,    46.292,    -1.069,    11.308,     0.223,     0.249,   22
 0,    31.111,     1.185,     7.040,     0.210,     0.336,   17
 0,    23.478,     1.169,     5.148,     0.197,     0.509,   15
 1,    30.139,     1.509,     6.867,     0.201,     0.271,   19
 0,    27.826,    -0.055,     5.698,     0.188,     0.259,   20
 0,    24.891,     3.042,     2.586,     0.093,     0.715,    3
 1,   813.238,    -0.261,    33.951,     0.008,     0.972,   12
 1,   107.140,     2.520,    10.573,     0.076,     0.550,    9
 0,    23.039,    -0.416,     6.174,     0.241,     0.243,   27
 0,    25.029,    -0.972,     6.534,     0.244,     0.288,   22
 0,    27.578,     1.578,     6.540,     0.203,     0.295,   14
 0,    22.259,     0.112,     4.643,     0.190,     0.374,   19
 1,   473.762,    -1.116,    43.254,     0.033,     0.887,   17
 0,    28.300,    -1.363,     6.976,     0.232,     0.311,   17
 0,    21.637,    -1.011,     5.318,     0.233,     0.258,   21
 0,    28.807,     2.441,     7.397,     0.233,     0.307,   19
 0,    21.319,    -0.074,     5.223,     0.229,     0.307,   19
 0,    22.022,     1.431,     4.780,     0.191,     0.411,   15
 0,    21.479,    -2.368,     4.665,     0.206,     0.312,   14
 0,    33.945,     4.150,     0.000,     0.000,     1.000,    1
 0,    22.277,    -3.479,     3.622,     0.156,     0.507,    4
 1,    29.870,    -4.345,     0.000,     0.000,     1.000,    1
 1,   303.692,     1.756,    22.683,     0.024,     0.902,   12
 1,    96.420,     3.063,     5.245,     0.027,     0.874,    5
 1,    67.613,    -2.576,    11.939,     0.128,     0.559,    9
 0,    28.097,    -0.508,     5.669,     0.165,     0.327,   16
 0,    23.343,    -1.941,     6.127,     0.241,     0.254,   21
 0,    46.486,    -3.769,     6.761,     0.140,     0.728,    2
 0,    26.738,    -4.018,     0.000,     0.000,     1.000,    1
 1,    44.046,     2.148,     9.272,     0.190,     0.283,   26
 0,    29.035,    -0.077,     6.604,     0.211,     0.277,   20
 0,    29.966,    -0.916,     6.568,     0.199,     0.276,   22
 0,    25.593,    -0.843,     5.558,     0.195,     0.344,   17
 1,    48.414,     2.909,     7.469,     0.114,     0.558,    5
 0,    27.477,     1.458,     6.989,     0.228,     0.273,   16
 0,    30.049,    -2.830,     6.176,     0.190,     0.508,    4
 1,    37.873,    -3.168,     6.427,     0.160,     0.579,    3
 0,    30.820,     3.015,     2.122,     0.065,     0.726,    3
 0,    25.822,     3.086,     1.384,     0.020,     0.966,    2
 0,   716.868,     0.624,    32.867,     0.010,     0.945,   15
 1,    81.532,    -1.615,    11.444,     0.112,     0.382,   14
 0,    36.951,    -1.407,     9.119,     0.228,     0.402,   16
 0,    45.169,     2.790,     8.165,     0.167,     0.528,    5
 0,    31.725,    -1.314,     5.931,     0.154,     0.268,   18
 1,    49.577,     4.087,     6.793,     0.108,     0.645,    3
 0,    21.682,     1.396,     5.078,     0.204,     0.259,   20
 0,    24.674,     2.973,     4.057,     0.159,     0.661,    3
 0,    23.612,    -3.209,     4.899,     0.194,     0.509,    6
 0,   352.113,    -0.188,    30.342,     0.027,     0.896,   15
 0,   188.442,    -1.954,    21.519,     0.082,     0.494,   19
 0,    86.014,    -0.463,     9.672,     0.056,     0.796,    9
 0,    39.735,     0.815,     7.842,     0.182,     0.341,   17
 0,    28.252,     0.065,     6.321,     0.199,     0.317,   15
 0,    28.789,     1.167,     6.875,     0.226,     0.347,   19
 0,    20.337,    -2.206,     4.478,     0.195,     0.253,   20
 0,    24.125,    -0.867,     6.009,     0.225,     0.258,   21
 0,    21.818,    -1.759,     4.701,     0.197,     0.316,   13
 0,    30.882,     4.248,     0.000,     0.000,     1.000,    1
 0,    30.329,     4.200,     2.559,     0.084,     0.707,    2
 1,    28.424,    -3.832,     4.036,     0.126,     0.774,    2
 1,   351.677,     0.925,    22.130,     0.018,     0.956,    8
 0,    25.833,    -1.047,     5.247,     0.175,     0.417,   12
 0,    22.208,    -1.076,     5.540,     0.224,     0.269,   19
 0,    22.047,    -2.247,     4.540,     0.190,     0.324,   17
 0,    21.024,    -0.457,     4.674,     0.202,     0.284,   16
 0,    21.143,     0.223,     4.307,     0.175,     0.289,   19
 1,   208.022,     0.306,    20.803,     0.046,     0.915,   11
 0,    32.052,    -2.462,     5.916,     0.165,     0.318,   16
 0,    21.643,     0.861,     3.946,     0.154,     0.383,   10
 0,    22.703,     0.997,     3.156,     0.097,     0.697,    8
 1,    33.426,     3.665,     3.124,     0.055,     0.756,    3
 1,    24.737,    -3.031,     1.177,     0.047,     0.675,    3
 1,   559.937,     0.124,    26.681,     0.009,     0.971,   10
 0,    44.526,     0.600,    11.461,     0.237,     0.412,   24
 0,    36.462,     0.476,     8.235,     0.204,     0.293,   19
 1,    57.635,     4.329,    13.579,     0.226,     0.615,    3
 0,    20.669,     0.766,     4.168,     0.172,     0.323,   17
 0,    27.663,    -0.332,     4.315,     0.147,     0.364,   10
 0,    36.635,     3.435,     5.659,     0.151,     0.614,    3
 0,    30.571,    -2.884,     4.921,     0.158,     0.626,    3
 1,   102.384,     1.111,    13.632,     0.076,     0.717,   15
 1,    75.161,     4.249,    16.034,     0.195,     0.607,    3
 0,    32.369,     2.069,     5.417,     0.143,     0.397,   12
 0,    23.775,    -1.373,     5.811,     0.235,     0.290,   16
 0,    24.166,     2.126,     5.701,     0.218,     0.246,   25
 1,    21.610,     3.451,     2.807,     0.101,     0.808,    3
 0,    32.144,    -4.350,     6.967,     0.196,     0.587,    3
 0,    25.244,     4.193,     0.000,     0.000,     1.000,    1
 0,    24.844,    -4.483,     2.669,     0.097,     0.769,    2
 0,    20.952,    -3.030,     2.950,     0.106,     0.843,    2
 0,    89.560,     2.993,    15.368,     0.153,     0.528,    8
 0,    61.039,     1.162,    12.246,     0.175,     0.275,   26
 0,    33.339,     0.337,     7.413,     0.199,     0.288,   19
 0,    29.272,    -0.736,     7.379,     0.236,     0.307,   17
 0,    24.592,    -1.208,     6.523,     0.245,     0.266,   22
 0,    23.308,    -1.119,     5.893,     0.236,     0.285,   19
 1,    39.713,    -2.912,     7.609,     0.190,     0.708,    2
 0,    20.517,    -0.441,     4.582,     0.210,     0.307,   14
 0,    24.901,     2.753,     2.813,     0.098,     0.724,    3
 0,    30.892,     4.310,     4.380,     0.117,     0.692,    3
 0,    28.071,     4.154,     0.000,     0.000,     1.000,    1
 1,    24.938,     3.935,     0.000,     0.000,     1.000,    1
 1,   874.854,    -0.093,    34.026,     0.012,     0.804,    8
 1,   535.223,    -2.222,    35.117,     0.032,     0.762,   15
 1,   313.376,    -0.293,    22.792,     0.036,     0.775,   13
 1,    64.832,     4.131,     0.000,     0.000,     1.000,    1
 0,    26.661,     1.383,     7.083,     0.252,     0.438,   12
 0,    22.406,    -4.493,     2.724,     0.121,     0.707,    2
 1,   573.700,     1.758,    33.740,     0.019,     0.919,   12
 1,   346.795,    -0.030,    22.368,     0.025,     0.888,   16
 1,    69.496,    -3.359,     8.290,     0.104,     0.536,    4
 0,    39.702,    -0.992,     8.203,     0.175,     0.325,   16
 0,    31.326,     1.104,     7.723,     0.226,     0.302,   19
 0,    31.957,     1.165,     7.907,     0.234,     0.262,   19
 0,    21.522,    -1.633,     5.596,     0.244,     0.267,   19
 0,    21.061,     0.381,     4.843,     0.209,     0.268,   22
 0,    29.711,    -0.865,     6.086,     0.190,     0.398,   15
 0,    21.225,    -2.055,     4.738,     0.200,     0.373,   14
 0,    39.324,    -4.147,     0.000,     0.000,     1.000,    1
 0,    35.294,     3.387,     5.189,     0.140,     0.677,    3
 0,    26.091,     4.341,     0.000,     0.000,     1.000,    1
 0,    23.113,    -3.955,     0.000,     0.000,     1.000,    1
 0,    22.493,     3.372,     3.311,     0.146,     0.708,    2
 1,   674.711,    -1.295,    37.912,     0.015,     0.946,   13
 1,   112.119,    -3.016,    13.921,     0.072,     0.823,    3
 0,    36.670,     0.561,     8.462,     0.220,     0.319,   14
 0,    25.341,     0.510,     6.047,     0.205,     0.330,   15
 0,    24.274,    -1.768,     5.524,     0.202,     0.290,   20
 0,    20.068,    -0.291,     3.599,     0.159,     0.390,   13
 0,    35.657,     4.499,     4.301,     0.093,     0.839,    2
 0,    33.139,     2.940,     3.899,     0.112,     0.634,    3
 0,    20.079,    -3.061,     3.200,     0.149,     0.745,    2
 1,   728.808,    -0.169,    51.853,     0.024,     0.936,   11
 1,   491.237,    -0.845,    44.246,     0.028,     0.898,   17
 0,    49.431,    -0.187,    10.030,     0.180,     0.391,   18
 1,    68.386,     3.606,     6.109,     0.068,     0.813,    3
 0,    37.481,     1.125,     6.944,     0.149,     0.363,   17
 0,    20.421,    -0.244,     4.446,     0.193,     0.254,   21
 0,    34.566,    -3.171,     7.851,     0.203,     0.476,    6
 0,    24.897,    -2.091,     5.191,     0.178,     0.248,   26
 0,    29.192,     3.291,     6.464,     0.203,     0.523,    5
 0,    38.438,     4.201,     0.000,     0.000,     1.000,    1
 0,    38.161,    -4.291,     0.000,     0.000,     1.000,    1
 0,    23.219,    -3.888,     4.289,     0.182,     0.586,    3
 1,   828.594,     0.395,    26.843,     0.006,     0.985,    8
 1,   118.066,    -2.204,    13.759,     0.074,     0.528,   13
 0,    24.276,     1.822,     5.666,     0.210,     0.252,   27
 0,    29.649,     1.113,     7.910,     0.249,     0.253,   22
 0,    47.286,    -3.695,     4.760,     0.068,     0.776,    4
 0,    23.234,     0.121,     4.910,     0.195,     0.335,   14
 0,    21.061,    -0.845,     5.005,     0.225,     0.347,   17
 0,    20.728,    -2.383,     4.307,     0.185,     0.377,   14
 0,    27.570,     4.114,     4.682,     0.151,     0.774,    2
 0,    23.507,    -4.453,     4.417,     0.169,     0.642,    3
 0,   290.480,    -1.654,    25.695,     0.042,     0.780,   16
 1,   241.570,     0.967,    37.926,     0.134,     0.387,   25
 0,   186.595,    -1.192,     6.551,     0.013,     0.956,    6
 0,    38.457,     1.318,     5.728,     0.107,     0.702,    8
 0,    24.770,     1.304,     4.272,     0.109,     0.612,    9
 0,    21.055,    -0.303,     5.034,     0.219,     0.296,   19
 0,    20.819,     2.034,     5.348,     0.237,     0.328,   17
 1,   914.691,    -0.458,    37.553,     0.007,     0.979,   10
 0,    22.046,     3.663,     3.875,     0.174,     0.709,    2
 1,   601.795,    -0.187,    35.523,     0.013,     0.958,   13
 1,   458.206,     0.630,    31.127,     0.027,     0.928,   14
 0,   111.488,    -1.378,    18.547,     0.126,     0.568,   18
 0,   104.719,    -1.629,    21.294,     0.164,     0.444,   19
 0,    45.135,     1.409,    10.547,     0.208,     0.444,   19
 0,    21.350,    -2.188,     4.931,     0.209,     0.314,   20
 0,    52.496,    -3.794,     0.000,     0.000,     1.000,    1
 0,    21.179,    -0.271,     4.383,     0.190,     0.299,   18
 0,    21.436,    -2.664,     4.148,     0.174,     0.526,    5
 0,    20.853,     2.804,     4.343,     0.198,     0.656,    3
 0,    34.815,     4.346,     0.000,     0.000,     1.000,    1
 0,    25.390,    -3.340,     4.905,     0.170,     0.599,    4
 1,   422.580,     0.324,    28.679,     0.021,     0.952,   11
 0,    31.653,     0.490,     5.601,     0.149,     0.402,   10
 0,    24.208,     2.144,     6.537,     0.253,     0.277,   18
 0,    23.070,    -1.045,     4.773,     0.187,     0.370,   15
 0,    25.366,    -1.426,     4.531,     0.149,     0.638,   12
 0,    22.525,    -2.013,     4.573,     0.186,     0.382,   13
 1,    27.528,    -4.264,     0.000,     0.000,     1.000,    1
 1,    58.066,    -4.134,     0.000,     0.000,     1.000,    1
 0,    23.965,     0.730,     5.334,     0.196,     0.347,   18
 1,    38.778,     3.314,     4.640,     0.098,     0.627,    4
 0,    24.004,     0.231,     3.589,     0.130,     0.388,   10
 1,   175.136,     3.532,     0.000,     0.000,     1.000,    1
 1,   108.539,    -2.538,     8.530,     0.052,     0.678,    7
 0,    22.553,     1.102,     5.401,     0.216,     0.294,   15
 1,   549.598,     1.229,    34.372,     0.030,     0.923,    8
 1,   189.356,     2.250,    11.928,     0.035,     0.550,    9
 1,   142.832,    -2.727,    10.813,     0.064,     0.734,    3
 0,    46.539,    -1.501,     9.094,     0.166,     0.311,   16
 0,    21.113,     1.522,     4.999,     0.208,     0.304,   16
 0,    20.945,    -0.788,     4.361,     0.173,     0.353,   12
 0,    27.020,    -3.689,     2.411,     0.078,     0.786,    2
 1,   893.425,    -0.788,    41.143,     0.014,     0.952,   15
 1,   349.324,    -1.139,    30.320,     0.027,     0.896,   16
 0,    58.246,    -3.502,    10.439,     0.173,     0.481,    5
 1,    64.130,    -3.963,     0.000,     0.000,     1.000,    1
 0,    23.400,     1.252,     5.555,     0.216,     0.275,   18
 0,    30.055,    -1.817,     7.261,     0.219,     0.263,   25
 0,    21.913,     2.236,     4.169,     0.166,     0.249,   22
 0,    24.815,    -0.537,     5.265,     0.190,     0.347,   13
 0,    49.334,     3.789,    10.349,     0.198,     0.599,    3
 0,    20.305,     0.453,     3.716,     0.169,     0.474,   15
 0,    32.631,    -2.889,     5.663,     0.171,     0.709,    2
 0,    27.499,     4.360,     4.980,     0.168,     0.753,    2
 0,    25.132,     2.860,     0.000,     0.000,     1.000,    1
 1,    93.311,     2.632,     6.491,     0.044,     0.859,    3
 0,    27.539,     0.547,     7.001,     0.238,     0.272,   20
 0,    26.495,    -1.207,     4.581,     0.139,     0.370,   12
 1,    25.067,    -3.941,     0.000,     0.000,     1.000,    1
 1,   712.986,    -1.261,    31.264,     0.010,     0.948,   11
 0,    40.483,    -0.083,     9.340,     0.205,     0.266,   22
 0,    35.730,    -1.199,     7.303,     0.170,     0.479,   13
 0,    20.151,     0.886,     4.666,     0.213,     0.283,   16
 0,    23.808,    -1.737,     3.665,     0.108,     0.475,    8
 0,    21.182,     3.742,     3.290,     0.152,     0.693,    3
 0,   232.530,     0.132,    20.125,     0.040,     0.880,   15
 1,   144.713,    -3.234,    25.314,     0.158,     0.691,    5
 0,    42.245,     1.421,     8.925,     0.194,     0.295,   20
 0,    30.870,    -2.008,     7.410,     0.213,     0.257,   21
 0,    34.361,     1.785,     7.850,     0.209,     0.308,   20
 0,    39.028,    -0.363,     7.543,     0.164,     0.486,   13
 0,    26.137,     0.744,     6.920,     0.250,     0.260,   20
 0,    26.939,     0.640,     6.806,     0.233,     0.304,   25
 0,    28.163,     0.304,     6.440,     0.213,     0.428,   14
 0,    26.643,    -3.544,     4.016,     0.144,     0.516,    4
 0,   383.045,    -1.773,    14.737,     0.010,     0.964,    8
 0,    32.661,     1.744,     7.013,     0.201,     0.275,   20
 0,    41.448,    -1.226,     7.640,     0.142,     0.476,   11
 0,    22.066,     0.760,     5.178,     0.221,     0.283,   15
 0,    33.126,     2.907,     5.978,     0.172,     0.678,    3
 1,    31.267,     3.468,     0.000,     0.000,     1.000,    1
 0,    23.774,     2.801,     0.000,     0.000,     1.000,    1
 0,    25.054,     2.988,     2.777,     0.071,     0.698,    3
 0,    24.952,     4.200,     0.000,     0.000,     1.000,    1
 1,    23.901,    -3.427,     2.827,     0.114,     0.728,    2
