background/signal,pT GeV,y,mass GeV,width,ptD,#of constituents
 0,    21.620,     0.188,     5.623,     0.246,     0.268,   19
 0,    21.040,     1.272,     4.405,     0.172,     0.340,   13
 0,    20.304,    -1.642,     3.463,     0.146,     0.334,   11
 0,    21.050,    -2.663,     2.865,     0.103,     0.801,    6
 1,   289.905,     0.945,    25.747,     0.039,     0.895,   12
 1,    62.221,     3.461,     8.314,     0.110,     0.758,    3
 0,    37.101,     2.567,     8.427,     0.220,     0.416,   11
 0,    23.125,    -1.853,     6.658,     0.267,     0.227,   25
 0,    23.344,     1.937,     5.969,     0.232,     0.231,   24
 0,    23.788,     0.603,     5.016,     0.194,     0.340,   15
 1,   721.058,    -0.125,    33.535,     0.015,     0.959,   10
 0,    34.177,    -0.260,     6.549,     0.174,     0.329,   14
 0,    21.318,    -1.073,     5.710,     0.241,     0.236,   23
 1,    36.266,     3.925,     0.000,     0.000,     1.000,    1
 0,    25.090,    -2.807,     4.666,     0.172,     0.673,    4
 0,    21.315,     2.668,     2.932,     0.136,     0.713,    2
 0,    29.954,    -4.168,     4.316,     0.116,     0.820,    2
 0,    29.232,    -3.835,     5.126,     0.168,     0.728,    2
 0,    23.454,     3.259,     3.108,     0.120,     0.722,    3
 0,    20.314,     3.059,     2.824,     0.116,     0.805,    2
 1,    85.691,    -2.783,    19.496,     0.214,     0.429,    6
 1,    87.983,     4.483,    11.765,     0.084,     0.776,    3
 0,    45.000,     0.835,    11.918,     0.247,     0.304,   20
 0,    37.872,     0.699,     8.938,     0.217,     0.233,   25
 0,    39.735,    -0.579,     8.857,     0.208,     0.294,   22
 0,    24.134,     1.337,     5.822,     0.217,     0.248,   21
 0,    25.399,    -2.178,     4.855,     0.166,     0.296,   18
 0,    48.012,    -3.588,     6.963,     0.135,     0.696,    3
 0,    26.318,    -1.200,     5.800,     0.192,     0.365,   14
 0,    32.179,    -3.936,     6.077,     0.186,     0.608,    3
 0,    33.286,     3.286,     5.015,     0.148,     0.585,    4
 0,    35.588,    -4.183,     1.249,     0.021,     0.903,    2
 0,    23.396,    -2.957,     4.004,     0.166,     0.723,    2
 0,    29.590,    -4.336,     1.605,     0.035,     0.887,    2
 1,    66.295,    -4.048,     0.000,     0.000,     1.000,    1
 0,    26.300,     0.155,     5.834,     0.193,     0.344,   14
 1,    49.016,     3.380,     4.509,     0.055,     0.905,    2
 0,    23.081,     1.047,     4.274,     0.161,     0.332,   11
 0,    25.133,    -3.940,     0.000,     0.000,     1.000,    1
 1,   377.014,    -0.912,    27.734,     0.035,     0.898,   17
 0,    28.359,    -0.044,     5.578,     0.188,     0.399,   12
 0,    25.532,    -2.376,     6.504,     0.242,     0.334,   12
 0,    25.814,    -0.761,     4.309,     0.140,     0.334,   15
 1,    40.354,     4.324,     0.000,     0.000,     1.000,    1
 0,    28.384,     2.463,     4.792,     0.150,     0.522,    5
 1,    22.782,    -3.643,     3.652,     0.129,     0.620,    3
 0,    20.589,     3.441,     2.883,     0.126,     0.615,    3
 0,   405.327,    -1.425,    20.598,     0.019,     0.758,   10
 0,    42.879,     1.226,     9.922,     0.198,     0.354,   22
 0,    31.414,     1.132,     8.234,     0.243,     0.369,   20
 0,    20.908,    -0.820,     5.742,     0.247,     0.245,   25
 0,    29.107,    -0.226,     6.537,     0.203,     0.252,   29
 0,    25.037,     1.749,     6.087,     0.221,     0.224,   25
 0,    41.834,     2.562,     6.216,     0.116,     0.568,    6
 1,    44.036,     4.201,     0.000,     0.000,     1.000,    1
 0,    30.156,    -3.063,     3.202,     0.089,     0.557,    4
 0,    31.294,     3.697,     4.296,     0.137,     0.707,    2
 1,    31.960,    -4.037,     4.985,     0.155,     0.709,    2
 0,    25.110,     3.961,     0.000,     0.000,     1.000,    1
 0,    22.438,    -3.795,     0.000,     0.000,     1.000,    1
 0,    20.838,    -3.666,     3.678,     0.157,     0.623,    3
 0,    23.664,    -4.125,     4.178,     0.172,     0.721,    2
 0,    23.633,     4.218,     0.000,     0.000,     1.000,    1
 1,   244.326,     1.915,    14.820,     0.025,     0.690,    7
 0,    40.841,     0.967,     9.679,     0.209,     0.244,   27
 1,    57.635,    -3.609,     3.754,     0.034,     0.930,    2
 0,    23.270,    -1.911,     4.537,     0.179,     0.292,   19
 0,    23.704,    -1.121,     5.245,     0.201,     0.300,   18
 1,   244.911,    -1.767,    17.553,     0.029,     0.884,    8
 1,    61.356,     1.743,     6.446,     0.041,     0.876,    9
 0,    59.923,    -2.653,     5.864,     0.076,     0.607,    5
 0,    41.158,    -3.127,     3.688,     0.071,     0.777,    3
 0,    24.100,     1.100,     3.790,     0.115,     0.662,    8
 0,    33.610,     3.494,     4.361,     0.128,     0.644,    3
 0,   440.520,    -0.045,    25.008,     0.015,     0.960,   11
 1,   325.544,    -1.314,    23.817,     0.027,     0.928,    9
 0,    33.580,     0.236,     5.688,     0.141,     0.593,   11
 0,    32.428,     2.213,     6.228,     0.171,     0.278,   19
 0,    32.265,     0.070,     6.309,     0.162,     0.338,   14
 1,    51.979,     4.101,     4.488,     0.085,     0.714,    2
 0,    30.878,    -1.938,     6.420,     0.186,     0.318,   17
 0,    27.983,    -0.522,     5.927,     0.201,     0.385,   11
 0,    25.012,    -1.935,     2.145,     0.060,     0.575,    8
 0,    27.445,     4.346,     3.854,     0.132,     0.747,    2
 0,    24.223,    -2.755,     1.007,     0.041,     0.712,    2
 1,   524.433,    -0.232,    29.294,     0.014,     0.951,   13
 1,    73.981,     2.860,     3.841,     0.044,     0.804,    2
 1,   141.302,    -0.990,    15.853,     0.065,     0.806,   18
 0,    59.740,    -3.736,    11.892,     0.175,     0.689,    3
 0,    28.247,     0.459,     5.559,     0.166,     0.534,   13
 0,    27.058,    -0.419,     5.178,     0.158,     0.440,   14
 0,    24.787,    -1.817,     6.324,     0.229,     0.210,   30
 0,    21.669,    -0.006,     5.326,     0.220,     0.272,   19
 1,    44.718,     3.614,     2.137,     0.043,     0.766,    2
 0,    24.115,    -3.582,     1.419,     0.035,     0.905,    2
 1,   496.302,     0.285,    31.967,     0.015,     0.967,    8
 0,    29.811,     0.645,     6.230,     0.193,     0.389,   14
 0,    21.906,     1.181,     3.873,     0.161,     0.414,   10
 0,    24.878,    -1.211,     4.946,     0.172,     0.528,   14
 1,    26.638,     3.015,     2.045,     0.069,     0.769,    2
 0,    24.180,    -4.432,     4.006,     0.156,     0.743,    2
 1,   814.016,    -0.209,    37.270,     0.011,     0.949,   11
 1,    71.802,    -3.947,     0.000,     0.000,     1.000,    1
 1,    47.495,     3.582,     2.304,     0.048,     0.707,    2
 0,    20.857,     0.207,     5.930,     0.258,     0.299,   17
 0,    25.597,    -0.764,     5.364,     0.172,     0.314,   15
 0,    22.406,     1.184,     3.468,     0.125,     0.520,    9
 1,   128.742,    -1.697,     9.907,     0.034,     0.880,    9
 1,   121.731,     2.108,    12.909,     0.043,     0.861,   10
 1,    67.421,    -4.025,     0.000,     0.000,     1.000,    1
 0,    38.064,    -0.123,     7.599,     0.176,     0.405,   18
 0,    27.118,     0.543,     7.314,     0.251,     0.289,   21
 0,    30.410,     1.736,     6.374,     0.190,     0.315,   14
 0,    25.925,    -1.122,     4.319,     0.156,     0.360,   11
 0,    25.456,    -2.948,     3.319,     0.129,     0.710,    2
 1,   671.578,     0.991,    24.585,     0.008,     0.971,   10
 0,    23.612,     0.765,     6.834,     0.272,     0.308,   14
 1,    24.259,    -4.366,     0.000,     0.000,     1.000,    1
 1,   422.623,     1.645,    27.535,     0.021,     0.918,   14
 1,   245.306,    -0.164,    24.300,     0.049,     0.924,    7
 1,    76.490,     2.585,     5.928,     0.031,     0.960,    2
 1,    65.627,    -3.234,    10.856,     0.133,     0.443,    8
 0,    34.481,    -0.226,     9.451,     0.256,     0.278,   25
 0,    28.546,    -1.036,     4.883,     0.151,     0.425,   13
 0,    34.990,    -1.175,     7.780,     0.201,     0.303,   16
 0,    30.230,     1.185,     7.155,     0.220,     0.351,   17
 0,    22.533,     1.101,     4.154,     0.146,     0.430,   11
 0,    21.359,     1.046,     4.907,     0.209,     0.378,    9
 0,    22.350,    -2.028,     3.529,     0.131,     0.477,    9
 1,   924.763,     0.289,    34.981,     0.007,     0.984,   11
 1,    47.102,     3.880,     0.000,     0.000,     1.000,    1
 0,    24.476,    -0.983,     5.118,     0.186,     0.340,   12
 0,    25.610,    -1.028,     3.686,     0.111,     0.499,    8
 1,    30.907,    -3.572,     4.209,     0.133,     0.632,    3
 0,    20.565,    -2.876,     3.606,     0.171,     0.579,    4
 1,   140.483,    -0.220,    13.573,     0.046,     0.844,   12
 1,    50.791,     4.082,     0.000,     0.000,     1.000,    1
 0,    23.183,     1.929,     5.219,     0.204,     0.277,   16
 0,    23.589,     1.493,     4.979,     0.194,     0.345,   13
 1,    31.573,    -3.219,     1.825,     0.052,     0.733,    3
 0,    22.617,    -2.827,     0.000,     0.000,     1.000,    1
 0,    20.530,     3.234,     3.289,     0.157,     0.638,    3
 1,   464.963,    -1.421,    31.418,     0.030,     0.731,   11
 1,   329.069,     0.580,    43.361,     0.088,     0.840,   14
 0,    80.504,     0.131,     9.551,     0.057,     0.793,    8
 0,    26.863,    -1.771,     5.421,     0.178,     0.337,   18
 0,    22.994,    -0.987,     4.951,     0.190,     0.321,   14
 1,    37.280,     4.169,     0.000,     0.000,     1.000,    1
 0,    20.179,     3.707,     0.000,     0.000,     1.000,    1
 1,   642.754,    -1.290,    40.762,     0.016,     0.956,   16
 1,   179.352,     2.565,    12.646,     0.025,     0.947,    6
 0,    21.684,     0.898,     5.318,     0.233,     0.335,   16
 0,    20.014,    -2.470,     3.855,     0.183,     0.347,   12
 1,    72.063,    -1.824,    10.133,     0.078,     0.779,   11
 0,    25.104,     1.917,     6.564,     0.243,     0.233,   23
 0,    22.410,    -1.087,     5.564,     0.229,     0.270,   18
 0,    25.256,    -0.005,     5.736,     0.200,     0.292,   17
 1,   376.072,     1.139,    25.752,     0.020,     0.945,   11
 0,   340.191,    -0.906,    30.817,     0.038,     0.918,   11
 1,   113.222,     2.418,    17.945,     0.117,     0.391,   17
 0,    40.495,    -1.916,     7.649,     0.162,     0.258,   21
 0,    23.047,    -1.955,     4.463,     0.148,     0.378,   12
 0,    22.985,     0.644,     5.280,     0.200,     0.399,   10
 0,    37.390,    -2.993,     2.961,     0.056,     0.791,    3
 0,    21.395,     1.057,     4.006,     0.173,     0.362,   14
 0,    20.322,     1.257,     1.856,     0.054,     0.891,    3
 0,    21.658,     4.413,     0.000,     0.000,     1.000,    1
 1,  1180.440,     0.142,    28.856,     0.005,     0.966,    9
 0,   196.096,    -0.400,    13.167,     0.026,     0.933,   10
 0,    44.033,    -0.347,     9.168,     0.174,     0.544,   10
 1,    58.252,    -4.144,     0.000,     0.000,     1.000,    1
 1,    49.338,     4.224,     0.000,     0.000,     1.000,    1
 0,    25.235,     2.351,     2.848,     0.079,     0.438,   14
 0,    22.166,    -2.120,     4.867,     0.204,     0.235,   20
 0,    23.569,    -2.791,     1.930,     0.082,     0.708,    2
 1,   231.180,    -1.838,    18.748,     0.031,     0.923,   10
 1,   168.744,     3.200,    18.578,     0.089,     0.507,    5
 1,    76.765,    -3.685,     7.698,     0.057,     0.895,    3
 0,    20.692,    -1.733,     3.995,     0.167,     0.279,   17
 0,    20.783,    -1.267,     5.003,     0.226,     0.327,   13
 1,   620.752,     0.216,    10.814,     0.003,     0.992,    4
 1,   189.530,     2.124,    25.325,     0.079,     0.521,   29
 1,    63.382,    -3.794,     7.944,     0.088,     0.868,    2
 0,    29.751,    -0.596,     6.548,     0.190,     0.388,   13
 0,    20.638,     1.083,     3.515,     0.160,     0.301,   17
 0,    20.293,     1.329,     4.239,     0.193,     0.342,   16
 1,   606.067,    -0.266,    21.072,     0.009,     0.981,    7
 1,   117.879,     3.140,    11.017,     0.051,     0.718,    5
 0,    42.791,    -0.237,     9.179,     0.188,     0.348,   19
 0,    56.438,     4.426,    11.716,     0.199,     0.630,    3
 1,    40.343,    -4.392,     0.000,     0.000,     1.000,    1
 0,    23.022,     1.268,     4.842,     0.197,     0.460,   10
 0,    30.940,    -2.826,     0.000,     0.000,     1.000,    1
 0,    20.703,     3.348,     0.000,     0.000,     1.000,    1
 0,    30.749,     3.941,     0.000,     0.000,     1.000,    1
 1,   212.285,     0.786,    14.052,     0.016,     0.943,   10
 1,   207.947,    -2.550,    15.906,     0.045,     0.631,    9
 0,    27.439,     0.565,     5.808,     0.189,     0.322,   17
 0,    20.804,     0.832,     4.831,     0.216,     0.282,   18
 0,    21.589,    -1.549,     4.226,     0.179,     0.306,   17
 1,  1004.176,    -0.403,    44.621,     0.012,     0.968,   12
 1,   161.596,     3.140,    11.131,     0.039,     0.718,    4
 0,    46.052,    -0.557,     7.065,     0.118,     0.646,   12
 0,    26.476,     0.941,     6.289,     0.220,     0.313,   14
 0,    23.001,     1.158,     4.754,     0.187,     0.344,   16
 0,    20.237,    -1.086,     4.870,     0.219,     0.313,   14
 0,    22.903,     1.904,     5.547,     0.225,     0.285,   18
 0,    38.231,     4.238,     6.244,     0.123,     0.641,    3
 0,    26.340,     3.477,     0.000,     0.000,     1.000,    1
 1,   361.166,     0.370,    14.368,     0.009,     0.975,   10
 0,    46.645,    -2.056,    11.329,     0.219,     0.253,   25
 0,    38.875,     0.484,     8.453,     0.199,     0.345,   14
 1,    42.500,    -3.710,     8.642,     0.193,     0.680,    3
 0,    23.713,    -3.082,     2.901,     0.083,     0.664,    4
 0,    25.415,     4.214,     0.000,     0.000,     1.000,    1
 1,    89.429,    -3.147,    11.253,     0.103,     0.544,    5
 0,    54.825,    -1.114,     9.527,     0.130,     0.701,   11
 0,    33.158,    -1.233,     6.957,     0.176,     0.494,   16
 0,    21.845,    -0.892,     5.081,     0.203,     0.310,   16
 1,    25.191,     4.226,     0.000,     0.000,     1.000,    1
 0,    24.799,     3.022,     3.944,     0.156,     0.664,    4
 0,    26.245,     0.242,     6.442,     0.208,     0.305,   21
 0,    31.994,    -1.141,     5.050,     0.112,     0.551,   14
 0,    21.798,     0.354,     4.757,     0.194,     0.293,   20
 0,    27.763,    -2.115,     5.163,     0.162,     0.290,   17
 0,    25.704,     1.409,     5.162,     0.175,     0.323,   13
 0,    21.269,    -1.062,     3.761,     0.152,     0.658,    8
 1,    54.699,    -0.199,     7.280,     0.092,     0.761,   10
 1,    60.032,     3.883,     2.197,     0.036,     0.719,    2
 0,    29.596,     0.721,     6.870,     0.215,     0.316,   16
 1,    23.137,    -2.552,     3.817,     0.134,     0.412,   11
 1,    27.947,    -3.620,     0.000,     0.000,     1.000,    1
 1,    50.935,    -2.491,     6.999,     0.095,     0.504,   11
 0,    24.039,    -1.268,     5.360,     0.204,     0.441,   13
 0,    20.587,    -0.917,     4.677,     0.202,     0.307,   17
 0,    22.905,     0.201,     5.053,     0.193,     0.295,   18
 0,    44.405,     4.171,     0.000,     0.000,     1.000,    1
 0,    20.694,     1.124,     4.574,     0.188,     0.453,   12
 1,    35.774,     3.772,     0.000,     0.000,     1.000,    1
 0,    20.361,    -3.554,     2.775,     0.128,     0.578,    3
 1,   709.496,     1.323,    28.909,     0.010,     0.962,   11
 1,    58.996,    -2.651,     7.986,     0.104,     0.587,    5
 0,    31.023,    -0.542,     7.415,     0.217,     0.334,   19
 0,    23.709,    -1.745,     4.169,     0.146,     0.310,   16
 0,    23.871,     0.000,     4.928,     0.170,     0.393,   14
 0,    40.806,     2.805,     7.938,     0.155,     0.566,    4
 0,    22.108,     0.508,     4.633,     0.184,     0.292,   19
 0,    23.776,    -3.050,     4.803,     0.189,     0.553,    4
 1,   172.742,    -2.211,    12.170,     0.040,     0.624,   11
 1,   123.348,    -1.928,    15.465,     0.072,     0.838,   13
 1,    86.970,     3.287,    13.313,     0.116,     0.650,    6
 0,    24.649,    -0.303,     6.846,     0.260,     0.243,   24
 0,    24.773,    -0.515,     5.740,     0.219,     0.292,   20
 0,    25.896,     0.168,     6.696,     0.235,     0.333,   19
 0,    24.980,    -1.048,     5.782,     0.203,     0.318,   16
 0,    26.396,     2.150,     5.275,     0.181,     0.327,   18
 0,    28.668,    -4.322,     0.000,     0.000,     1.000,    1
 0,    28.884,    -0.751,     6.102,     0.194,     0.268,   20
 0,    22.012,    -1.166,     4.813,     0.196,     0.419,   12
 1,    40.670,     3.751,     0.000,     0.000,     1.000,    1
 1,    34.769,    -2.835,     5.321,     0.141,     0.702,    3
 0,    22.998,     4.221,     3.074,     0.083,     0.686,    3
 0,   317.293,     0.789,    16.657,     0.015,     0.953,    7
 1,   180.543,     2.214,    22.722,     0.077,     0.460,   22
 0,   169.710,    -0.380,    20.185,     0.065,     0.840,   15
 0,    47.222,     1.106,     9.383,     0.175,     0.315,   18
 0,    30.843,    -0.562,     7.026,     0.209,     0.415,   17
 0,    25.494,     1.132,     5.834,     0.210,     0.320,   19
 0,    32.262,    -2.159,     7.120,     0.194,     0.282,   18
 0,    25.758,    -1.110,     6.185,     0.213,     0.295,   16
 0,    25.538,     0.534,     4.690,     0.162,     0.359,   14
 0,    29.417,    -3.763,     6.093,     0.197,     0.622,    3
 0,   462.526,     1.753,    19.122,     0.014,     0.951,    8
 0,   396.089,     0.443,    32.683,     0.039,     0.874,   16
 1,    76.336,    -2.148,    12.735,     0.144,     0.278,   23
 0,    39.983,    -1.752,     7.837,     0.176,     0.267,   19
 1,    26.189,     4.061,     0.000,     0.000,     1.000,    1
 1,  1115.378,     0.422,    31.962,     0.004,     0.993,   10
 1,   174.070,     2.898,     0.000,     0.000,     1.000,    1
 1,    75.727,    -4.484,     9.401,     0.110,     0.777,    2
 0,    29.642,    -1.131,     6.331,     0.191,     0.290,   18
 0,    23.068,     0.339,     5.146,     0.208,     0.313,   16
 0,    22.508,     1.431,     5.134,     0.197,     0.295,   16
 0,    20.696,    -0.102,     5.102,     0.227,     0.299,   15
 0,   608.810,     0.597,    32.448,     0.016,     0.925,   12
 1,   136.766,    -3.398,    10.972,     0.042,     0.894,    3
 0,    87.769,    -0.279,    13.521,     0.121,     0.444,   16
 0,    68.435,    -1.297,    13.189,     0.148,     0.440,   18
 0,    53.472,    -1.573,    10.476,     0.172,     0.312,   14
 0,    39.056,     1.044,     7.656,     0.178,     0.414,   12
 0,    25.160,     1.343,     5.447,     0.183,     0.297,   15
 0,    29.201,     1.771,     5.191,     0.153,     0.389,   13
 0,    22.799,    -2.702,     4.073,     0.166,     0.689,    3
 1,   853.254,    -0.286,    39.561,     0.010,     0.967,   14
 1,   841.444,    -0.005,    51.075,     0.017,     0.959,   14
 1,   288.610,     1.888,    38.036,     0.094,     0.440,   26
 1,   129.547,    -3.740,    25.990,     0.154,     0.706,    3
 0,    41.052,     1.067,     7.737,     0.150,     0.354,   18
 0,    30.208,    -1.850,     6.775,     0.208,     0.274,   19
 0,    34.070,    -3.407,     7.145,     0.173,     0.654,    4
 0,    24.910,     1.360,     5.553,     0.190,     0.258,   19
 0,    43.802,     4.198,     5.538,     0.117,     0.756,    2
 0,    23.902,    -0.380,     5.116,     0.187,     0.327,   16
 0,    25.049,     1.192,     4.976,     0.154,     0.411,   12
 0,    34.235,     4.147,     0.000,     0.000,     1.000,    1
 0,    36.870,     4.440,     5.632,     0.141,     0.755,    2
 0,    28.219,     4.169,     0.000,     0.000,     1.000,    1
 0,   380.165,     1.146,    21.024,     0.017,     0.938,   11
 0,   258.058,    -1.658,    28.928,     0.067,     0.552,   20
 0,    60.909,    -0.392,    12.150,     0.171,     0.328,   22
 1,    73.024,     3.417,     9.434,     0.116,     0.720,    3
 0,    34.894,    -1.846,     7.426,     0.193,     0.265,   24
 0,    23.963,     0.566,     5.263,     0.203,     0.424,   11
 1,   610.159,    -0.815,    61.949,     0.057,     0.561,   22
 0,    35.467,     1.936,     8.233,     0.209,     0.261,   21
 0,    30.245,     1.085,     7.723,     0.241,     0.273,   18
 0,    23.226,    -0.897,     4.898,     0.186,     0.358,   14
 0,    20.196,     0.725,     4.250,     0.194,     0.330,   16
 0,    39.336,     2.832,     3.535,     0.080,     0.586,    3
 0,    25.779,    -3.121,     3.105,     0.111,     0.500,    5
 1,   777.258,     0.482,    19.000,     0.004,     0.992,    5
 1,    78.333,    -4.200,    15.341,     0.160,     0.698,    3
 0,    38.544,    -2.122,     8.543,     0.192,     0.201,   33
 0,    33.870,     0.618,     8.025,     0.216,     0.280,   18
 0,    33.343,     1.136,     6.138,     0.172,     0.436,   15
 0,    22.544,    -0.145,     5.699,     0.236,     0.345,   16
 0,    22.792,    -0.345,     5.167,     0.210,     0.373,   16
 0,    20.490,    -1.041,     4.590,     0.202,     0.288,   15
 0,    22.879,    -1.670,     5.143,     0.203,     0.332,   13
 1,   226.267,    -0.490,    10.382,     0.014,     0.948,    6
 1,    53.736,     4.346,     0.000,     0.000,     1.000,    1
 0,    25.845,    -1.067,     5.261,     0.183,     0.457,   14
 0,    24.760,     1.264,     5.555,     0.197,     0.291,   16
 0,    26.037,    -1.894,     5.323,     0.186,     0.338,   16
 0,    22.809,    -0.785,     3.998,     0.136,     0.528,    9
 1,   199.911,     1.157,    16.431,     0.027,     0.889,   12
 0,    60.539,    -1.188,    11.366,     0.172,     0.261,   21
 0,    31.747,     1.055,     7.130,     0.201,     0.284,   25
 0,    21.503,    -0.491,     5.601,     0.237,     0.252,   22
 0,    32.301,    -3.843,     6.908,     0.193,     0.560,    4
 0,    27.742,     4.247,     0.000,     0.000,     1.000,    1
 0,    21.529,    -4.488,     0.000,     0.000,     1.000,    1
 0,    21.125,     2.928,     0.000,     0.000,     1.000,    1
 0,    20.954,     3.079,     3.600,     0.158,     0.631,    3
 1,   540.532,     0.316,    25.344,     0.010,     0.967,   11
 1,   425.492,    -1.691,    14.043,     0.006,     0.979,    8
 1,    74.234,    -2.749,     3.812,     0.036,     0.753,    3
 0,    23.599,     0.414,     4.904,     0.184,     0.409,   13
 0,    34.158,     3.799,     4.505,     0.128,     0.725,    2
 0,    23.959,    -2.888,     0.000,     0.000,     1.000,    1
 1,   207.285,     0.460,    19.684,     0.041,     0.910,   12
 0,    37.759,    -0.275,     8.243,     0.202,     0.253,   21
 1,    50.693,    -3.103,     0.000,     0.000,     1.000,    1
 0,    23.246,    -1.083,     4.783,     0.189,     0.295,   20
 1,   647.828,     1.119,    33.007,     0.014,     0.938,   15
 1,    67.626,    -4.126,     0.000,     0.000,     1.000,    1
 0,    41.538,    -0.640,     9.540,     0.207,     0.287,   20
 0,    27.981,    -1.274,     6.012,     0.201,     0.369,   12
 0,    28.063,     0.962,     6.057,     0.184,     0.361,   16
 0,    20.867,     1.698,     4.206,     0.166,     0.370,   13
 1,    76.693,    -1.156,    12.739,     0.117,     0.578,   15
 1,    69.675,     2.315,     9.660,     0.099,     0.359,   25
 0,    51.487,     1.909,    14.224,     0.260,     0.237,   26
 0,    20.288,     1.372,     5.427,     0.257,     0.252,   23
 0,    21.013,    -1.799,     5.312,     0.232,     0.253,   24
 0,    27.496,    -0.387,     6.600,     0.222,     0.339,   12
 0,    32.114,     2.982,     3.540,     0.074,     0.880,    2
 0,    21.999,     3.091,     3.392,     0.137,     0.773,    2
 1,    59.509,     3.909,     1.433,     0.014,     0.918,    2
 0,    37.469,     1.440,     7.733,     0.195,     0.334,   11
 0,    26.212,    -1.308,     7.113,     0.246,     0.335,   14
 1,    36.372,     3.305,     0.000,     0.000,     1.000,    1
 0,    27.740,    -3.108,     2.216,     0.060,     0.700,    4
 1,   153.368,     1.719,    16.472,     0.060,     0.854,   14
 0,    25.971,    -0.402,     6.044,     0.211,     0.305,   19
 0,    22.836,     1.249,     3.988,     0.158,     0.339,   15
 0,    26.181,     2.616,     1.377,     0.013,     0.945,    3
 1,    25.839,     3.830,     0.000,     0.000,     1.000,    1
 1,   170.797,    -2.975,    21.081,     0.077,     0.650,    3
 1,    95.372,     1.218,     6.620,     0.030,     0.909,    7
 0,    46.386,     0.256,     9.807,     0.179,     0.258,   28
 0,    36.995,    -0.105,     9.107,     0.218,     0.294,   20
 0,    24.651,     0.401,     4.910,     0.171,     0.377,   14
 0,    23.269,    -1.326,     5.258,     0.206,     0.319,   15
 0,    21.645,     1.199,     4.773,     0.197,     0.315,   12
 0,    20.211,     2.646,     4.183,     0.174,     0.509,    6
 1,   478.763,     0.104,    33.391,     0.020,     0.942,   11
 1,   388.286,     0.725,    27.401,     0.025,     0.919,   17
 1,   115.043,     3.679,    12.840,     0.061,     0.916,    3
 1,    58.750,    -3.339,     0.000,     0.000,     1.000,    1
 0,    37.553,     1.719,     7.954,     0.183,     0.279,   18
 0,    25.353,    -0.236,     5.418,     0.191,     0.295,   18
 0,    22.220,    -1.298,     4.668,     0.173,     0.312,   17
 0,    30.123,    -2.554,     6.653,     0.197,     0.520,    8
 0,    24.903,     2.968,     1.341,     0.047,     0.787,    2
 0,    85.128,    -1.847,    13.800,     0.132,     0.500,   13
 0,    57.531,     0.069,     9.530,     0.104,     0.568,   14
 0,    33.892,     1.114,     9.311,     0.256,     0.275,   21
 0,    56.349,    -4.201,     0.000,     0.000,     1.000,    1
 0,    35.022,    -1.189,     8.047,     0.220,     0.379,   14
 0,    25.691,     1.848,     6.552,     0.228,     0.238,   22
 0,    28.995,    -0.631,     4.677,     0.139,     0.488,   15
 0,    25.197,    -0.552,     5.996,     0.215,     0.278,   19
 1,    20.449,     3.025,     2.773,     0.087,     0.633,    3
 0,    22.862,    -4.225,     0.000,     0.000,     1.000,    1
 0,    22.672,    -4.305,     3.982,     0.170,     0.724,    2
 1,   192.990,     2.972,    12.260,     0.041,     0.630,    4
 0,    23.903,     2.180,     5.328,     0.199,     0.406,   20
 0,    32.138,     0.817,     8.618,     0.247,     0.260,   23
 0,    36.340,     1.111,     6.810,     0.168,     0.377,   13
 1,    54.481,    -4.206,     6.402,     0.088,     0.847,    2
 0,    24.659,     0.144,     5.426,     0.205,     0.318,   12
 0,    22.652,     3.418,     2.556,     0.110,     0.595,    3
 1,   325.377,    -0.577,    10.770,     0.008,     0.978,    6
 1,   137.113,     1.682,    15.185,     0.056,     0.870,   11
 1,    83.267,     4.188,     0.000,     0.000,     1.000,    1
 0,    22.315,     1.254,     5.607,     0.231,     0.287,   22
 0,    23.774,    -0.933,     4.385,     0.148,     0.398,   13
 0,    29.777,    -1.343,     6.374,     0.193,     0.433,   12
 0,    21.215,     0.037,     5.454,     0.240,     0.262,   20
 0,    20.752,    -0.998,     4.480,     0.193,     0.458,   15
 0,    26.698,    -2.407,     4.861,     0.168,     0.438,   10
 1,   315.407,     0.562,    19.958,     0.020,     0.946,   11
 0,    44.710,     1.048,     7.231,     0.102,     0.655,    8
 0,    37.480,     1.961,     3.789,     0.060,     0.710,    9
 0,    26.812,    -0.487,     6.372,     0.220,     0.282,   18
 0,    23.250,    -1.594,     5.216,     0.201,     0.369,   11
 0,    23.280,    -1.859,     4.113,     0.148,     0.334,   15
 0,    26.840,     1.955,     7.065,     0.242,     0.217,   31
 0,    48.949,    -1.186,     9.229,     0.167,     0.391,   17
 0,    44.700,    -0.733,     8.647,     0.176,     0.313,   17
 0,    33.160,     0.162,     9.231,     0.258,     0.251,   21
 0,    34.528,     1.085,     7.329,     0.196,     0.445,   10
 0,    29.218,     1.210,     6.993,     0.217,     0.299,   22
 0,    21.406,     0.821,     4.659,     0.190,     0.429,   20
 0,    50.988,    -4.347,    10.365,     0.196,     0.664,    3
 0,    35.440,     2.949,     7.417,     0.199,     0.561,    4
 0,    22.955,     0.736,     5.463,     0.223,     0.301,   16
 0,    25.802,    -3.164,     5.295,     0.170,     0.453,    6
 1,    23.330,    -3.908,     1.904,     0.061,     0.850,    2
 0,    21.061,     3.421,     3.424,     0.148,     0.601,    4
 0,    24.989,     4.174,     0.000,     0.000,     1.000,    1
 1,   263.797,     2.017,    21.027,     0.030,     0.855,   11
