background/signal,pT GeV,y,mass GeV,width,ptD,#of constituents
 1,    43.725,    -0.591,     8.366,     0.164,     0.320,   15
 0,    25.976,    -0.281,     4.299,     0.146,     0.338,   13
 0,    26.004,     3.943,     0.000,     0.000,     1.000,    1
 0,    23.959,     2.968,     2.608,     0.107,     0.677,    3
 1,   960.977,     0.208,    43.331,     0.010,     0.954,   10
 1,   199.242,    -2.173,    14.092,     0.033,     0.721,   10
 0,    34.365,    -0.129,     7.797,     0.214,     0.326,   12
 0,    29.739,     1.006,     4.550,     0.129,     0.385,   10
 0,    20.508,    -0.954,     4.493,     0.206,     0.383,   11
 0,    24.678,    -0.784,     6.047,     0.232,     0.323,   11
 1,   204.611,    -0.997,    20.989,     0.050,     0.897,   10
 0,    29.400,     1.024,     6.412,     0.190,     0.401,   13
 0,    30.959,    -0.615,     6.952,     0.215,     0.369,   12
 0,    28.987,     0.907,     6.642,     0.216,     0.429,    8
 0,    24.749,     0.885,     5.596,     0.215,     0.348,   11
 0,    21.163,    -1.189,     3.895,     0.146,     0.596,    9
 0,    30.243,     0.566,     4.502,     0.133,     0.471,    8
 1,    36.042,     4.394,     0.000,     0.000,     1.000,    1
 0,    22.116,    -2.502,     4.859,     0.209,     0.558,    8
 0,    30.974,    -3.104,     5.373,     0.157,     0.526,    4
 1,   126.596,    -1.141,     9.099,     0.043,     0.845,    7
 1,    46.043,     2.193,     4.026,     0.062,     0.503,    8
 1,    67.422,     2.723,     0.715,     0.009,     0.801,    2
 1,    50.460,    -3.156,     2.268,     0.035,     0.839,    2
 0,    36.035,    -1.233,     7.912,     0.204,     0.484,   12
 0,    25.047,    -1.107,     4.000,     0.139,     0.439,    9
 0,    20.558,    -0.010,     3.431,     0.151,     0.402,    8
 1,   341.877,    -2.413,    17.802,     0.031,     0.633,   11
 1,    37.354,    -2.026,     7.091,     0.137,     0.549,   16
 0,    21.925,    -2.442,     4.417,     0.176,     0.313,   15
 0,    28.065,     1.597,     7.326,     0.244,     0.308,   12
 1,    67.694,    -1.238,     7.920,     0.065,     0.863,    3
 1,    47.988,    -3.048,     6.988,     0.139,     0.567,    5
 0,    27.914,     1.114,     4.269,     0.122,     0.636,   10
 0,    20.756,     0.548,     4.588,     0.201,     0.355,   11
 1,   546.217,     0.816,    26.224,     0.010,     0.954,   10
 1,   184.306,    -2.328,    26.659,     0.116,     0.460,   22
 1,    47.267,    -2.312,     6.643,     0.100,     0.444,   13
 0,    39.733,     0.815,     8.298,     0.173,     0.437,   10
 0,    21.471,     1.819,     5.015,     0.210,     0.303,   17
 0,    25.650,    -0.301,     4.921,     0.174,     0.464,    7
 1,   739.824,    -0.682,    14.534,     0.002,     0.995,    7
 0,    28.079,     1.301,     5.324,     0.152,     0.573,   15
 0,    32.799,     0.500,     7.119,     0.204,     0.359,   14
 1,    35.326,     3.181,     3.245,     0.082,     0.692,    3
 1,    34.737,    -4.056,     0.000,     0.000,     1.000,    1
 0,    31.969,    -3.190,     6.050,     0.169,     0.559,    4
 0,    25.583,     2.656,     5.318,     0.199,     0.479,    8
 1,   146.530,     0.302,    14.704,     0.045,     0.891,   10
 1,    61.307,    -3.444,    10.098,     0.150,     0.526,    5
 0,    48.176,    -0.138,    11.397,     0.217,     0.388,   11
 0,    32.464,    -1.862,     6.397,     0.167,     0.284,   19
 0,    23.693,     0.488,     4.348,     0.159,     0.430,    9
 0,    21.604,     2.948,     2.288,     0.105,     0.711,    2
 0,    24.510,    -3.758,     3.082,     0.124,     0.716,    2
 1,   389.715,    -1.540,    32.554,     0.044,     0.705,   11
 1,    91.405,     0.864,    10.701,     0.068,     0.831,    7
 0,    43.042,    -0.976,     8.373,     0.181,     0.334,   13
 0,    28.199,    -1.084,     5.334,     0.159,     0.366,   11
 1,    31.642,     4.139,     0.000,     0.000,     1.000,    1
 1,   303.619,    -1.820,    25.640,     0.036,     0.889,   12
 1,   223.631,     1.436,    19.559,     0.032,     0.680,   11
 1,   145.985,     2.245,    13.002,     0.036,     0.715,   13
 0,    42.813,     1.338,     7.889,     0.153,     0.582,    9
 0,    31.323,     0.648,     6.754,     0.190,     0.338,   12
 0,    28.961,    -3.070,     5.809,     0.198,     0.618,    3
 0,    27.323,    -4.001,     0.000,     0.000,     1.000,    1
 0,    23.901,    -4.146,     4.878,     0.201,     0.527,    4
 0,    21.027,    -3.941,     0.000,     0.000,     1.000,    1
 1,   147.449,     0.596,    12.982,     0.046,     0.862,   11
 0,    35.362,     0.760,     8.216,     0.205,     0.349,   12
 0,    26.093,     1.845,     6.445,     0.219,     0.280,   17
 0,    24.194,     0.252,     5.005,     0.194,     0.281,   17
 0,    23.382,     0.258,     4.790,     0.166,     0.341,   13
 0,    21.749,     0.218,     5.369,     0.217,     0.324,   12
 0,    23.606,    -1.058,     4.652,     0.181,     0.440,    9
 0,    21.329,     1.210,     3.884,     0.159,     0.392,    9
 1,    34.943,    -3.965,     0.000,     0.000,     1.000,    1
 1,    74.213,     1.692,     9.859,     0.078,     0.489,   17
 0,    65.873,     0.403,    10.511,     0.115,     0.715,   11
 1,    56.500,    -4.182,    10.913,     0.166,     0.622,    4
 0,    27.851,     1.284,     6.273,     0.201,     0.337,   11
 0,    26.611,    -1.127,     4.513,     0.121,     0.630,    4
 0,   551.186,    -0.137,    36.894,     0.017,     0.958,   11
 1,   202.333,     3.162,    22.561,     0.075,     0.617,    4
 0,    32.935,     1.097,     8.020,     0.214,     0.348,   15
 0,    29.118,    -0.672,     5.806,     0.182,     0.442,   11
 1,    36.875,    -3.775,     5.324,     0.127,     0.780,    2
 0,    27.007,     0.303,     6.191,     0.190,     0.408,   15
 0,    20.806,     2.703,     2.597,     0.103,     0.665,    4
 0,    27.254,     3.652,     6.026,     0.213,     0.634,    3
 0,    26.022,     4.402,     4.463,     0.163,     0.734,    2
 1,   312.469,     1.632,    32.133,     0.051,     0.893,   17
 1,   140.284,    -1.766,    16.926,     0.077,     0.469,   18
 0,    80.093,    -0.911,    19.998,     0.234,     0.260,   20
 0,    20.493,    -2.187,     4.507,     0.201,     0.306,   20
 0,    33.887,    -1.147,     6.423,     0.171,     0.359,   12
 0,    24.443,     0.989,     6.251,     0.227,     0.311,   16
 0,    41.545,     2.926,     5.472,     0.109,     0.576,    4
 0,    34.406,     3.925,     4.183,     0.098,     0.821,    2
 0,    21.419,     3.686,     3.878,     0.168,     0.750,    2
 0,    23.704,    -4.318,     0.000,     0.000,     1.000,    1
 0,    22.822,     4.306,     1.814,     0.062,     0.833,    2
 1,   916.793,    -1.546,    24.974,     0.004,     0.989,    6
 0,    95.053,     0.048,    11.025,     0.082,     0.454,   13
 0,    82.818,     1.831,    16.754,     0.169,     0.336,   21
 1,    67.619,     3.001,     3.783,     0.016,     0.979,    2
 0,    30.221,     0.572,     6.292,     0.184,     0.317,   15
 0,    24.430,    -1.926,     4.726,     0.165,     0.306,   15
 0,    22.309,     1.285,     4.216,     0.160,     0.362,   11
 0,    29.944,    -3.027,     5.316,     0.176,     0.707,    2
 0,    20.635,     3.273,     3.844,     0.185,     0.708,    2
 0,   358.660,    -0.110,    20.079,     0.014,     0.963,    5
 0,    41.270,    -1.182,     6.678,     0.122,     0.714,    8
 0,    30.275,     1.573,     5.413,     0.154,     0.353,   14
 0,    23.306,     0.748,     4.895,     0.193,     0.377,   11
 1,    31.018,    -3.851,     0.000,     0.000,     1.000,    1
 1,    30.763,     4.192,     0.000,     0.000,     1.000,    1
 0,    29.123,     3.676,     6.053,     0.202,     0.600,    3
 0,    21.056,     1.060,     3.069,     0.133,     0.535,    7
 0,    26.675,     4.338,     0.000,     0.000,     1.000,    1
 0,    22.938,     2.907,     2.111,     0.081,     0.784,    2
 0,    20.726,     3.802,     0.000,     0.000,     1.000,    1
 0,   168.548,     1.407,    16.639,     0.052,     0.869,    6
 1,    72.186,     4.166,     8.867,     0.096,     0.831,    2
 0,    29.913,    -1.191,     7.310,     0.215,     0.371,   12
 1,    50.190,    -3.367,     4.841,     0.066,     0.875,    2
 0,    26.730,    -1.917,     5.910,     0.198,     0.288,   17
 0,    32.624,     0.983,     5.820,     0.174,     0.523,    7
 0,    27.677,     1.063,     6.364,     0.214,     0.357,   10
 0,    22.492,    -1.278,     5.755,     0.242,     0.333,   13
 0,    20.167,     0.409,     3.372,     0.163,     0.566,    5
 0,    27.464,     4.144,     0.000,     0.000,     1.000,    1
 0,    20.586,    -3.002,     3.274,     0.153,     0.502,    5
 1,   321.786,    -1.295,    25.181,     0.030,     0.934,   10
 1,    75.317,     3.876,     0.000,     0.000,     1.000,    1
 0,    57.400,    -2.713,    13.955,     0.214,     0.456,    8
 0,    25.720,     1.556,     5.524,     0.190,     0.247,   20
 0,    25.429,    -1.010,     5.313,     0.189,     0.359,   12
 0,    25.802,     1.232,     5.590,     0.203,     0.353,   12
 0,    23.780,    -4.173,     0.000,     0.000,     1.000,    1
 0,    22.433,     3.799,     0.000,     0.000,     1.000,    1
 1,    52.971,     3.078,     6.833,     0.102,     0.724,    3
 0,    32.579,    -0.754,     8.699,     0.246,     0.294,   16
 0,    20.442,    -2.318,     4.902,     0.225,     0.292,   16
 1,    42.927,    -4.347,     6.494,     0.148,     0.666,    3
 0,    21.025,     2.494,     3.862,     0.165,     0.619,   10
 0,    32.956,     4.378,     0.000,     0.000,     1.000,    1
 1,   983.857,    -0.812,    55.736,     0.017,     0.955,   11
 0,    42.300,     2.544,     8.846,     0.195,     0.419,   15
 0,    23.711,     1.943,     5.308,     0.196,     0.291,   23
 1,    32.761,     1.325,     4.644,     0.111,     0.346,   10
 0,    25.692,    -0.988,     6.092,     0.219,     0.421,   10
 0,    28.365,     0.403,     5.331,     0.163,     0.488,    8
 0,    25.503,     0.463,     5.908,     0.215,     0.467,    9
 0,    22.270,     0.389,     5.403,     0.233,     0.384,   11
 0,    20.298,    -1.170,     5.238,     0.245,     0.385,   11
 0,    23.671,     0.027,     4.215,     0.163,     0.347,   12
 1,   874.580,    -0.699,    49.930,     0.011,     0.970,    8
 1,   158.997,    -1.402,    17.482,     0.058,     0.877,   10
 0,    83.370,    -0.044,    15.383,     0.160,     0.379,   13
 1,    74.158,     4.300,     0.000,     0.000,     1.000,    1
 0,    47.025,     0.952,     8.881,     0.157,     0.377,   17
 0,    47.897,     2.228,     4.229,     0.062,     0.545,    7
 0,    40.386,    -1.260,     5.809,     0.111,     0.736,    5
 0,    44.105,    -3.512,     8.856,     0.197,     0.604,    3
 0,    26.745,    -0.270,     4.821,     0.160,     0.372,    9
 0,    23.394,    -3.560,     0.000,     0.000,     1.000,    1
 0,   180.868,     1.629,    13.110,     0.028,     0.929,    9
 1,    67.339,    -3.133,    12.800,     0.177,     0.515,    5
 1,    50.280,     3.909,     0.000,     0.000,     1.000,    1
 0,    22.651,     1.009,     5.136,     0.213,     0.399,   10
 0,    20.755,     0.317,     4.919,     0.197,     0.326,   14
 0,    27.277,    -0.337,     5.265,     0.178,     0.406,    9
 0,    20.353,    -0.314,     4.466,     0.199,     0.407,    7
 0,    28.395,     2.745,     2.402,     0.042,     0.897,    3
 0,    31.682,    -0.091,     5.750,     0.146,     0.475,    8
 0,    30.471,     0.762,     6.773,     0.206,     0.305,   14
 0,    22.795,     1.148,     4.540,     0.180,     0.511,    9
 0,    23.834,     3.419,     0.538,     0.022,     0.712,    2
 1,   693.114,    -1.305,    48.837,     0.021,     0.942,   11
 1,    76.176,     1.518,    11.159,     0.102,     0.420,   22
 0,    39.048,     2.625,     7.380,     0.138,     0.521,    9
 0,    31.287,     0.203,     5.987,     0.165,     0.419,   12
 0,    31.425,     2.925,     3.994,     0.119,     0.550,    4
 0,    26.151,     3.057,     4.154,     0.144,     0.596,    4
 0,    23.144,     3.926,     0.000,     0.000,     1.000,    1
 0,   516.995,     0.590,    21.876,     0.009,     0.969,    9
 0,   461.527,    -0.061,    12.253,     0.005,     0.989,    4
 1,    87.855,    -2.919,     4.976,     0.056,     0.716,    2
 1,    46.845,     3.787,     0.000,     0.000,     1.000,    1
 0,    21.719,     2.129,     4.952,     0.213,     0.355,   19
 0,    20.376,    -1.347,     3.967,     0.166,     0.281,   20
 0,    22.384,     1.374,     3.996,     0.158,     0.548,   10
 1,   507.101,    -0.432,    27.755,     0.019,     0.962,    7
 1,   206.332,    -0.707,    19.916,     0.033,     0.915,    7
 0,    56.860,    -0.449,    11.741,     0.179,     0.337,   18
 0,    38.770,     1.539,     8.422,     0.178,     0.348,   15
 0,    31.338,    -0.601,     7.091,     0.210,     0.323,   11
 0,    22.200,    -1.937,     5.334,     0.224,     0.280,   18
 0,    43.979,    -0.034,     7.721,     0.167,     0.380,   10
 1,    33.842,     4.312,     0.000,     0.000,     1.000,    1
 0,    22.889,    -1.317,     5.142,     0.192,     0.416,    9
 0,    24.766,     0.689,     3.444,     0.131,     0.451,    8
 0,    23.887,    -3.426,     0.000,     0.000,     1.000,    1
 0,    21.166,     0.683,     3.693,     0.154,     0.429,    8
 0,   611.504,     0.133,    31.718,     0.013,     0.944,    8
 0,    34.173,    -0.898,     8.083,     0.217,     0.350,   14
 0,    27.264,    -1.503,     5.207,     0.157,     0.380,   12
 1,    42.684,    -3.808,     0.000,     0.000,     1.000,    1
 0,    26.082,     3.019,     2.090,     0.058,     0.857,    2
 0,    21.682,     3.124,     4.066,     0.182,     0.574,    4
 0,    22.489,     0.423,     4.969,     0.204,     0.371,   11
 0,    32.911,    -1.352,     5.073,     0.114,     0.766,    8
 0,    25.127,     0.802,     5.290,     0.196,     0.381,   12
 1,    27.179,     4.067,     0.000,     0.000,     1.000,    1
 1,    77.113,    -3.811,     0.000,     0.000,     1.000,    1
 0,    29.905,    -1.345,     8.134,     0.257,     0.312,   13
 0,    20.137,     2.830,     2.284,     0.100,     0.781,    2
 1,    36.917,    -3.763,     5.245,     0.118,     0.592,    3
 0,    29.262,    -1.206,     6.299,     0.191,     0.280,   15
 0,    29.688,    -2.028,     5.905,     0.177,     0.287,   19
 0,    24.574,    -0.269,     5.219,     0.187,     0.320,   14
 0,    25.082,    -1.178,     5.463,     0.191,     0.399,   13
 0,    23.580,     1.293,     5.246,     0.206,     0.283,   16
 0,    22.037,     0.051,     4.850,     0.197,     0.335,   11
 0,    27.737,     1.051,     4.988,     0.163,     0.443,    9
 0,    26.855,    -4.101,     5.911,     0.215,     0.595,    3
 0,    41.633,     4.310,     8.139,     0.190,     0.717,    2
 0,    20.447,    -3.256,     3.332,     0.149,     0.598,    4
 0,    29.876,     4.306,     5.505,     0.178,     0.724,    2
 0,    26.709,     3.140,     5.467,     0.193,     0.481,    5
 0,    21.861,     4.182,     3.911,     0.169,     0.739,    2
 1,   133.581,    -1.766,    11.089,     0.040,     0.864,   12
 0,    67.055,     0.163,     6.125,     0.047,     0.865,    6
 1,    39.062,     2.925,     5.508,     0.111,     0.827,    2
 0,    22.855,    -1.118,     4.336,     0.167,     0.334,   13
 0,    27.264,     1.029,     6.303,     0.213,     0.343,   11
 0,    27.219,    -0.634,     4.653,     0.147,     0.393,    9
 0,    24.665,    -0.427,     5.788,     0.227,     0.417,    9
 0,    21.847,    -0.454,     4.885,     0.206,     0.459,    6
 0,   764.435,     0.646,    48.275,     0.021,     0.955,    6
 1,   110.569,    -2.452,    15.707,     0.106,     0.318,   21
 0,    20.424,     1.007,     4.907,     0.206,     0.349,   13
 0,    21.561,    -0.337,     5.243,     0.222,     0.334,   10
 1,   441.939,    -1.305,    20.002,     0.012,     0.949,    9
 1,    41.557,     3.579,     8.068,     0.192,     0.711,    2
 0,    25.378,     0.588,     5.064,     0.186,     0.341,   12
 0,    38.080,    -3.051,     7.392,     0.180,     0.645,    4
 0,    21.626,     2.952,     3.802,     0.154,     0.587,    4
 0,    28.444,     4.289,     0.000,     0.000,     1.000,    1
 0,    27.700,     3.799,     0.000,     0.000,     1.000,    1
 1,   454.921,     1.490,    29.798,     0.020,     0.702,   13
 1,    80.169,    -2.865,     6.798,     0.063,     0.645,    3
 0,    24.266,     0.881,     5.925,     0.234,     0.300,   14
 1,    23.420,     2.398,     4.437,     0.164,     0.343,   11
 0,    26.323,    -2.614,     4.756,     0.158,     0.625,    6
 0,    24.545,    -0.769,     6.264,     0.233,     0.381,   12
 0,    29.912,     3.223,     4.893,     0.160,     0.675,    3
 0,    24.639,    -0.223,     4.061,     0.132,     0.459,    8
 0,    23.715,    -4.459,     0.000,     0.000,     1.000,    1
 1,   126.092,     2.688,     6.043,     0.018,     0.777,    3
 1,    28.491,    -1.435,     4.503,     0.114,     0.587,    8
 1,   423.349,    -1.185,    30.228,     0.021,     0.922,   14
 0,    57.924,     4.440,     9.515,     0.161,     0.716,    2
 1,    52.447,    -2.868,     6.176,     0.104,     0.629,    4
 0,    36.860,     1.220,     4.822,     0.075,     0.793,    7
 0,    36.733,     2.753,     1.326,     0.033,     0.760,    2
 0,    21.261,    -1.762,     3.191,     0.128,     0.466,   16
 0,    24.924,     1.090,     5.100,     0.172,     0.383,   10
 0,    22.076,    -0.499,     5.028,     0.207,     0.332,   10
 0,    23.928,    -3.825,     1.559,     0.038,     0.910,    2
 1,   632.898,     1.139,    35.661,     0.015,     0.964,    6
 1,    83.880,     3.477,     0.000,     0.000,     1.000,    1
 1,    62.397,    -3.737,     3.253,     0.032,     0.900,    2
 0,    28.725,     0.449,     5.047,     0.151,     0.489,    9
 0,    21.543,     1.477,     4.571,     0.180,     0.277,   16
 0,    23.513,    -1.400,     5.668,     0.220,     0.348,   17
 0,    24.686,    -4.064,     2.114,     0.084,     0.722,    2
 0,    20.692,     2.735,     2.968,     0.138,     0.729,    2
 0,    21.376,     3.655,     3.859,     0.169,     0.746,    2
 0,    20.458,    -3.282,     3.961,     0.186,     0.589,    4
 1,    54.510,    -4.405,     0.000,     0.000,     1.000,    1
 1,    24.699,     2.400,     4.971,     0.173,     0.357,   17
 0,    22.648,    -1.427,     4.725,     0.184,     0.302,   16
 1,  1216.393,     0.859,    48.609,     0.008,     0.967,   10
 1,   129.485,    -2.009,    15.412,     0.095,     0.470,   17
 1,    43.221,     2.561,     4.890,     0.076,     0.602,    9
 0,    32.612,    -0.753,     6.774,     0.189,     0.309,   12
 0,    28.717,     0.660,     6.471,     0.206,     0.378,   12
 0,    43.397,     4.266,     0.000,     0.000,     1.000,    1
 0,    20.492,    -1.108,     3.018,     0.093,     0.775,    9
 0,    31.505,     4.331,     3.865,     0.107,     0.788,    2
 0,    23.857,    -3.094,     2.778,     0.086,     0.642,    4
 0,    22.948,    -4.088,     0.000,     0.000,     1.000,    1
 1,   121.694,    -0.792,     9.906,     0.034,     0.917,    6
 1,    64.343,     2.599,     7.650,     0.074,     0.631,    7
 1,    53.697,    -3.965,     0.000,     0.000,     1.000,    1
 0,    22.793,     0.941,     6.253,     0.260,     0.334,   14
 0,    20.500,     0.107,     4.051,     0.182,     0.354,   13
 0,    21.266,    -1.123,     3.978,     0.149,     0.582,   11
 1,    96.365,     2.306,    12.319,     0.082,     0.807,    9
 1,    76.084,     3.022,     3.719,     0.042,     0.794,    2
 0,    33.599,    -3.016,     4.782,     0.127,     0.512,    4
 1,    41.545,    -4.302,     3.578,     0.084,     0.720,    2
 0,    29.355,     1.155,     5.966,     0.160,     0.450,    9
 0,    20.226,     0.643,     4.947,     0.218,     0.307,   14
 0,    25.737,     0.112,     5.084,     0.169,     0.387,    9
 0,    21.204,    -0.471,     4.019,     0.177,     0.423,    8
 0,    27.052,     3.171,     3.057,     0.101,     0.677,    4
 1,   146.223,    -0.135,    20.234,     0.067,     0.826,   13
 0,    43.123,    -1.612,     9.774,     0.214,     0.439,   16
 0,    28.845,    -3.590,     5.337,     0.152,     0.609,    4
 0,    28.999,     1.337,     5.221,     0.136,     0.395,   13
 0,    20.998,    -2.116,     4.694,     0.205,     0.446,    9
 1,    32.456,    -4.257,     0.000,     0.000,     1.000,    1
 0,    27.338,    -3.901,     0.000,     0.000,     1.000,    1
 1,    25.275,     4.221,     0.000,     0.000,     1.000,    1
 0,    20.698,     4.499,     3.283,     0.154,     0.725,    2
 1,   745.586,     0.962,    44.311,     0.025,     0.834,   14
 1,   100.128,    -2.815,     5.695,     0.046,     0.718,    3
 0,    23.763,     1.188,     4.444,     0.151,     0.339,   15
 0,    37.129,    -0.072,     7.342,     0.161,     0.423,   14
 0,    22.252,     2.019,     4.384,     0.157,     0.348,   20
 0,    20.867,     1.185,     2.743,     0.093,     0.682,    8
 0,    30.560,     2.851,     5.287,     0.160,     0.593,    3
 0,    29.964,    -4.116,     0.000,     0.000,     1.000,    1
 0,    29.861,     2.997,     0.000,     0.000,     1.000,    1
 0,    25.318,     4.194,     0.000,     0.000,     1.000,    1
 0,    24.596,     3.793,     0.000,     0.000,     1.000,    1
 0,    23.620,     3.668,     0.000,     0.000,     1.000,    1
 1,   402.496,    -2.313,    20.307,     0.017,     0.924,   13
 0,    35.342,     1.955,     6.277,     0.147,     0.301,   22
 1,    20.985,    -2.022,     4.485,     0.178,     0.360,   14
 1,    44.692,     4.265,     5.044,     0.086,     0.840,    2
 0,    35.035,     4.041,     5.643,     0.155,     0.726,    2
 0,    20.711,     2.837,     2.910,     0.117,     0.557,    5
 0,    20.940,    -0.542,     4.138,     0.184,     0.471,    8
 0,    26.086,    -3.556,     0.000,     0.000,     1.000,    1
 1,   292.794,     1.641,    17.156,     0.016,     0.941,    9
 1,    29.750,    -2.734,     3.603,     0.095,     0.762,    3
 0,    32.606,    -0.839,     6.333,     0.173,     0.492,    6
 0,    29.397,     0.247,     3.842,     0.098,     0.719,    5
 0,    28.082,     0.826,     6.044,     0.202,     0.430,    9
 0,    26.237,     1.037,     5.140,     0.168,     0.429,   11
 0,    22.933,    -0.681,     4.552,     0.168,     0.405,    8
 0,    22.740,     0.860,     3.227,     0.122,     0.504,    8
 0,    22.829,    -0.020,     5.817,     0.239,     0.443,    6
 1,   138.229,     3.496,    19.816,     0.095,     0.597,    7
 1,    98.326,    -1.983,    12.254,     0.070,     0.823,   14
 0,    28.662,     1.208,     4.313,     0.126,     0.318,   15
 1,    43.265,    -3.495,     4.052,     0.088,     0.747,    2
 0,    27.140,    -1.201,     4.900,     0.151,     0.452,    9
 0,    22.224,    -0.206,     3.163,     0.120,     0.661,    6
 0,    26.220,    -1.074,     6.257,     0.223,     0.391,    8
 0,    24.008,     2.931,     3.022,     0.125,     0.708,    2
 0,    21.656,     3.549,     2.742,     0.126,     0.707,    2
 1,   494.893,     0.509,    14.428,     0.006,     0.987,    4
 1,    90.822,     2.675,    10.203,     0.060,     0.622,    6
 0,    27.292,    -0.356,     5.617,     0.159,     0.397,   11
 0,    21.079,     0.946,     4.118,     0.184,     0.508,   10
 0,    23.408,    -4.183,     0.000,     0.000,     1.000,    1
 0,    21.690,    -3.817,     0.000,     0.000,     1.000,    1
 1,   721.359,    -0.118,    34.038,     0.010,     0.975,    9
 0,    21.049,    -0.507,     3.636,     0.160,     0.390,    9
 1,    30.894,    -3.838,    -0.000,     0.000,     1.000,    2
 0,    20.167,    -1.233,     4.240,     0.181,     0.435,   11
 0,    20.725,     3.795,     0.000,     0.000,     1.000,    1
 0,   116.162,    -0.169,    13.477,     0.074,     0.831,    6
 0,    55.204,     0.567,     5.936,     0.076,     0.801,    6
 0,    41.506,    -0.028,     9.342,     0.202,     0.364,   14
 1,    60.610,    -4.192,     0.000,     0.000,     1.000,    1
 0,    37.080,    -1.030,     4.806,     0.078,     0.651,    8
 0,    28.217,    -0.856,     5.758,     0.181,     0.380,   10
 0,    24.720,    -0.169,     5.838,     0.223,     0.393,   10
 0,    25.306,    -0.813,     5.759,     0.201,     0.341,   12
 0,    28.967,     4.307,     3.784,     0.129,     0.710,    2
 1,   296.833,    -0.030,    27.047,     0.037,     0.848,    7
 1,    73.098,    -2.274,     6.546,     0.062,     0.490,    9
 0,    30.677,     0.084,     6.300,     0.179,     0.413,   10
 0,    28.873,    -2.292,     6.642,     0.196,     0.272,   19
 0,    20.769,     3.297,     2.247,     0.071,     0.663,    3
 1,    26.705,     3.853,     3.408,     0.120,     0.746,    2
 0,    24.425,    -4.495,     4.306,     0.164,     0.749,    2
 0,    21.764,    -2.918,     3.708,     0.148,     0.786,    2
 1,   322.173,    -0.867,    30.084,     0.043,     0.925,    8
 1,    84.110,     3.219,     5.293,     0.041,     0.818,    3
 0,    29.203,     1.839,     5.864,     0.164,     0.407,   15
 1,    42.310,    -3.748,     6.960,     0.145,     0.634,    4
 0,    23.590,     1.161,     4.759,     0.172,     0.439,    9
 1,   164.842,     2.044,    15.161,     0.040,     0.881,   13
 1,    89.972,     4.087,     0.000,     0.000,     1.000,    1
 0,    43.698,    -1.010,     7.027,     0.141,     0.360,   11
 0,    32.801,     1.008,     7.432,     0.206,     0.362,   12
 0,    23.559,    -1.608,     5.800,     0.217,     0.272,   19
 0,    30.715,    -0.924,     7.068,     0.210,     0.381,   13
 0,    28.028,    -0.238,     6.132,     0.198,     0.413,   10
 0,    20.202,    -0.791,     3.692,     0.158,     0.445,    7
 0,    29.347,     3.689,     4.792,     0.162,     0.708,    2
 0,    25.862,    -3.622,     0.000,     0.000,     1.000,    1
 0,    22.938,     4.119,     0.000,     0.000,     1.000,    1
 0,    22.073,    -4.090,     0.000,     0.000,     1.000,    1
 1,  1018.066,     0.573,    50.745,     0.013,     0.971,    8
 1,   392.296,     0.099,    25.758,     0.023,     0.958,    5
 1,   181.237,     2.404,    20.816,     0.095,     0.488,   17
 1,    38.648,    -2.822,     1.292,     0.033,     0.716,    2
 0,    39.789,    -3.628,     6.926,     0.158,     0.619,    3
 0,    24.761,     0.670,     4.715,     0.179,     0.400,   11
 0,    25.672,     1.331,     1.679,     0.047,     0.725,    4
 0,    21.543,    -0.267,     5.315,     0.228,     0.397,    8
 0,    29.816,    -3.784,     5.775,     0.186,     0.550,    4
 0,    24.848,     0.214,     4.826,     0.171,     0.506,    9
 0,    22.025,     0.318,     2.878,     0.104,     0.630,    6
 0,   330.262,    -0.044,    10.016,     0.007,     0.980,    6
 1,    92.850,     3.018,     5.439,     0.042,     0.864,    2
 0,    34.810,    -0.409,     6.611,     0.170,     0.411,    8
 0,    22.623,     1.949,     3.373,     0.128,     0.402,   11
 1,    20.373,     2.441,     2.938,     0.120,     0.380,   10
 1,    32.745,    -3.008,     2.939,     0.085,     0.691,    3
 0,    20.464,     0.164,     3.770,     0.161,     0.364,    9
 1,   650.649,     0.852,    50.894,     0.029,     0.943,   10
 1,   319.285,    -0.161,    22.254,     0.025,     0.938,    9
 1,   115.854,    -3.453,    13.467,     0.101,     0.720,    3
 0,    24.261,     1.306,     5.839,     0.229,     0.405,   14
 0,    22.988,     2.718,     4.146,     0.145,     0.496,    7
 0,    20.446,    -1.239,     3.740,     0.161,     0.368,   11
 0,    34.353,     2.889,     3.761,     0.101,     0.613,    3
 0,    21.219,     0.272,     5.059,     0.219,     0.352,   13
 0,    31.204,    -3.674,     5.805,     0.177,     0.577,    4
 0,    29.144,     2.896,     5.242,     0.177,     0.710,    2
 0,    25.451,     4.304,     3.925,     0.122,     0.829,    2
 0,    21.469,    -2.953,     2.769,     0.128,     0.585,    3
 1,   526.066,     0.850,    22.943,     0.011,     0.952,    7
 1,   169.304,    -1.269,    10.718,     0.018,     0.942,    6
 0,    36.851,    -0.979,     7.651,     0.186,     0.353,   15
 0,    27.466,     1.369,     4.242,     0.112,     0.586,    9
 0,    30.954,     0.547,     8.132,     0.251,     0.321,   13
 0,    22.137,     0.076,     4.561,     0.181,     0.363,   10
 0,    20.428,    -0.010,     4.254,     0.182,     0.412,    8
 1,    21.676,     2.858,     0.000,     0.000,     1.000,    1
 0,   264.708,    -0.657,    20.289,     0.023,     0.910,   11
 0,    41.852,     1.015,     8.525,     0.195,     0.367,   11
 1,    41.205,    -3.323,     5.691,     0.125,     0.716,    3
