background/signal,pT GeV,y,mass GeV,width,ptD,#of constituents
 1,   255.036,    -0.710,    21.041,     0.024,     0.927,    8
 1,    74.607,     2.246,     7.571,     0.049,     0.912,    7
 0,    36.089,     0.237,     9.730,     0.252,     0.306,   16
 0,    21.925,     1.200,     3.998,     0.164,     0.586,    7
 0,    30.624,     1.101,     3.340,     0.072,     0.566,    6
 1,    29.575,    -2.895,     1.797,     0.055,     0.764,    2
 1,    60.442,    -3.697,     9.951,     0.134,     0.613,    4
 0,    27.275,     2.521,     5.256,     0.183,     0.386,   13
 1,    28.300,     2.747,     2.599,     0.052,     0.897,    3
 0,    20.444,     0.518,     3.854,     0.159,     0.449,    9
 0,    29.371,     1.205,     4.514,     0.112,     0.490,    8
 0,    20.905,    -0.858,     4.350,     0.194,     0.440,   14
 1,   311.145,    -2.182,    19.067,     0.024,     0.937,    8
 1,    80.480,    -4.082,     0.000,     0.000,     1.000,    1
 1,    67.381,     4.200,     0.000,     0.000,     1.000,    1
 0,    27.416,     0.662,     4.386,     0.133,     0.374,   11
 0,    21.127,    -3.059,     3.430,     0.133,     0.658,    3
 1,   144.332,    -1.828,    21.701,     0.113,     0.387,   25
 1,   116.408,     3.093,    12.768,     0.077,     0.839,    3
 0,    24.950,     0.971,     6.154,     0.234,     0.331,   14
 0,    22.168,     2.554,     3.031,     0.110,     0.748,    7
 0,    24.825,    -0.396,     4.900,     0.180,     0.443,    7
 0,    25.192,     2.764,     0.000,     0.000,     1.000,    1
 1,  1088.324,     0.667,    47.792,     0.013,     0.967,   10
 1,    65.482,     2.927,     5.406,     0.039,     0.927,    4
 1,    31.629,    -3.453,     1.145,     0.032,     0.780,    2
 0,    29.321,     0.522,     6.022,     0.184,     0.376,   12
 0,    20.132,     1.353,     4.596,     0.213,     0.508,    8
 1,   666.290,     0.527,    43.051,     0.021,     0.951,   11
 1,   498.532,    -0.838,    27.765,     0.014,     0.938,   10
 0,    25.137,    -1.054,     5.998,     0.203,     0.358,   16
 0,    46.325,     3.987,     3.633,     0.042,     0.927,    2
 1,    38.262,     2.966,     4.738,     0.117,     0.529,    4
 0,    24.009,     0.140,     5.378,     0.187,     0.430,    9
 0,    24.925,     0.768,     4.545,     0.157,     0.486,    7
 0,    29.268,    -3.495,     4.521,     0.137,     0.604,    3
 0,    25.882,     4.203,     0.000,     0.000,     1.000,    1
 1,   968.021,    -0.713,    21.263,     0.002,     0.994,    5
 1,   154.313,     2.804,    11.948,     0.027,     0.950,    3
 0,    24.272,    -0.394,     6.231,     0.235,     0.320,   19
 0,    21.414,    -0.396,     4.928,     0.195,     0.342,   12
 0,    31.519,     0.559,     7.607,     0.220,     0.313,   15
 0,    20.068,     0.642,     5.180,     0.232,     0.328,   17
 0,    28.021,     4.112,     5.043,     0.175,     0.718,    2
 0,    34.612,     2.858,     4.747,     0.133,     0.578,    3
 0,    43.917,    -4.253,     0.000,     0.000,     1.000,    1
 0,    26.584,     3.457,     4.442,     0.147,     0.742,    3
 0,    21.862,     2.858,     3.387,     0.152,     0.578,    3
 0,    25.951,     4.234,     0.000,     0.000,     1.000,    1
 0,    27.543,    -4.226,     4.240,     0.126,     0.811,    2
 0,    26.794,     4.273,     4.183,     0.155,     0.709,    2
 0,    23.678,    -4.305,     0.000,     0.000,     1.000,    1
 0,    20.025,     4.443,     0.000,     0.000,     1.000,    1
 0,    39.762,     1.202,     7.924,     0.166,     0.348,   15
 1,    39.399,     3.657,     0.000,     0.000,     1.000,    1
 0,    28.854,    -0.413,     4.523,     0.117,     0.438,   10
 1,   102.964,     1.171,    18.367,     0.159,     0.413,   13
 1,    97.179,    -3.697,     0.000,     0.000,     1.000,    1
 0,    52.607,     0.647,    10.814,     0.189,     0.392,   12
 0,    25.115,     1.199,     3.917,     0.107,     0.640,   13
 0,    34.193,     3.324,     4.403,     0.128,     0.708,    2
 0,    21.967,     0.615,     4.023,     0.163,     0.434,    9
 0,    27.534,     0.083,     4.901,     0.157,     0.423,   11
 0,    22.635,     2.684,     4.432,     0.157,     0.588,    5
 0,    23.067,    -3.920,     0.000,     0.000,     1.000,    1
 0,    22.973,     3.438,     2.671,     0.115,     0.710,    2
 0,    22.011,    -4.141,     0.000,     0.000,     1.000,    1
 0,    20.460,     0.087,     3.492,     0.159,     0.393,    9
 1,   513.318,     0.688,    29.690,     0.021,     0.948,    8
 0,    60.916,     1.228,     7.880,     0.104,     0.380,   15
 0,    29.816,    -1.263,     5.211,     0.152,     0.373,   10
 1,    26.460,    -2.458,     2.936,     0.084,     0.600,    8
 0,    21.435,     0.493,     4.340,     0.185,     0.416,    9
 0,   151.512,     0.676,     6.514,     0.010,     0.978,    5
 1,    66.695,    -2.080,     8.855,     0.106,     0.385,   14
 1,    65.978,     2.660,     9.381,     0.098,     0.773,    6
 0,    39.506,    -1.046,     7.328,     0.160,     0.431,   10
 0,    36.018,     1.376,     7.835,     0.202,     0.340,   12
 0,    27.485,    -0.868,     2.890,     0.090,     0.572,    7
 0,    35.454,    -0.793,     6.095,     0.150,     0.401,    7
 1,   223.942,     2.049,    16.190,     0.027,     0.936,   10
 1,   139.045,    -1.553,    12.237,     0.040,     0.823,   10
 0,    28.363,     0.982,     6.830,     0.216,     0.371,   14
 0,    27.409,     0.330,     6.438,     0.209,     0.308,   17
 1,    46.534,     3.469,     0.000,     0.000,     1.000,    1
 0,    22.355,    -0.271,     5.481,     0.215,     0.344,   11
 0,    39.838,    -3.063,     9.437,     0.219,     0.403,    8
 0,    22.552,     1.206,     4.018,     0.161,     0.378,   11
 0,    29.385,    -3.838,     0.000,     0.000,     1.000,    1
 1,   372.418,    -0.054,    26.225,     0.018,     0.951,    9
 0,    25.604,     1.157,     2.953,     0.105,     0.593,    5
 0,    29.637,     3.010,     2.906,     0.096,     0.611,    3
 1,   134.465,     1.156,    10.774,     0.070,     0.611,    5
 1,   116.621,    -1.938,    10.280,     0.058,     0.542,   13
 0,    21.854,     0.356,     5.635,     0.242,     0.449,    7
 1,   719.295,     1.088,    34.236,     0.012,     0.956,   13
 0,    41.130,     0.261,    10.021,     0.219,     0.323,   15
 0,    21.005,    -1.003,     5.281,     0.241,     0.340,   12
 0,    22.377,     0.936,     5.198,     0.217,     0.315,   13
 1,   126.683,     2.939,    12.989,     0.067,     0.879,    3
 1,    77.425,    -3.773,     0.000,     0.000,     1.000,    1
 0,    23.082,    -1.040,     4.995,     0.197,     0.332,   11
 0,    34.386,    -3.039,     0.000,     0.000,     1.000,    1
 0,    21.339,     1.078,     4.315,     0.182,     0.425,   11
 0,    23.286,    -4.214,     3.505,     0.143,     0.738,    2
 0,    22.501,     0.084,     3.493,     0.125,     0.438,    8
 0,    21.165,     0.741,     4.953,     0.215,     0.397,   11
 0,   231.606,    -0.958,    20.577,     0.033,     0.912,    8
 0,   145.086,     0.051,    12.384,     0.036,     0.931,    8
 1,   106.218,     3.903,     0.000,     0.000,     1.000,    1
 0,    30.839,     1.161,     5.587,     0.156,     0.477,    9
 0,    26.681,     1.658,     5.179,     0.148,     0.347,   10
 0,    25.065,    -1.895,     5.027,     0.184,     0.247,   20
 0,    23.437,     0.519,     4.937,     0.191,     0.370,   10
 0,    24.028,    -0.968,     4.658,     0.166,     0.361,   10
 1,    26.235,    -4.341,     0.000,     0.000,     1.000,    1
 0,    22.890,    -0.381,     4.020,     0.143,     0.540,    7
 0,   526.893,     0.039,    22.632,     0.013,     0.969,    4
 1,   135.850,     3.303,    27.672,     0.174,     0.602,    6
 0,    34.200,    -0.841,     8.355,     0.229,     0.328,   14
 0,    25.448,    -1.576,     4.611,     0.160,     0.321,   16
 0,    45.338,    -3.531,     7.950,     0.155,     0.483,    5
 0,    20.037,    -1.481,     4.731,     0.218,     0.296,   13
 0,    32.571,    -0.249,     6.557,     0.179,     0.324,   15
 0,    27.855,     1.334,     5.140,     0.163,     0.331,   12
 0,    27.604,     1.134,     3.316,     0.076,     0.861,    3
 0,    29.613,    -3.391,     5.704,     0.182,     0.506,    5
 0,    30.004,     2.918,     4.926,     0.160,     0.644,    3
 1,    24.265,    -3.527,     3.137,     0.083,     0.767,    4
 0,    31.624,    -3.802,     4.297,     0.133,     0.716,    2
 1,    69.733,     3.854,     0.000,     0.000,     1.000,    1
 0,    39.903,     0.217,     8.217,     0.167,     0.408,   10
 0,    35.924,     1.353,     6.481,     0.130,     0.482,   13
 0,    26.999,     0.764,     5.581,     0.180,     0.438,   13
 1,    41.562,    -4.196,     6.945,     0.142,     0.798,    2
 0,    30.544,    -0.898,     5.614,     0.173,     0.355,   11
 0,    37.687,     3.306,     7.080,     0.173,     0.626,    4
 0,    21.976,     1.547,     3.283,     0.129,     0.395,   14
 0,    25.581,    -0.247,     5.997,     0.215,     0.471,    6
 0,   514.402,    -1.490,    43.326,     0.042,     0.578,   17
 0,   495.127,    -0.356,    16.913,     0.004,     0.981,    6
 1,   153.725,     2.274,    13.219,     0.044,     0.698,   13
 0,    34.995,     0.718,     6.971,     0.181,     0.410,   12
 0,    22.678,     1.202,     3.933,     0.157,     0.367,   13
 0,    29.063,     4.130,     0.000,     0.000,     1.000,    1
 1,   483.836,    -1.125,    31.058,     0.018,     0.968,   10
 1,   252.919,     1.164,    11.041,     0.011,     0.964,    5
 1,    52.013,     3.279,     3.691,     0.035,     0.937,    2
 0,    39.865,    -1.047,     7.783,     0.179,     0.397,   13
 1,    43.562,    -3.717,     0.000,     0.000,     1.000,    1
 0,    26.817,    -0.775,     6.673,     0.226,     0.374,   11
 0,    22.451,     0.338,     4.567,     0.193,     0.411,    9
 1,   215.681,     1.701,    21.542,     0.044,     0.886,   12
 1,    75.605,    -3.175,     9.834,     0.124,     0.651,    3
 0,    34.748,     0.243,     5.377,     0.117,     0.393,   11
 0,    20.875,     0.857,     4.255,     0.175,     0.442,    8
 1,   886.232,     1.779,    44.985,     0.017,     0.960,   14
 1,   122.130,    -2.384,    18.412,     0.110,     0.391,   16
 1,    55.801,     4.372,     7.245,     0.129,     0.707,    2
 0,    20.786,    -0.855,     5.337,     0.242,     0.355,   12
 0,    27.299,     0.360,     6.089,     0.211,     0.392,    9
 0,    21.460,    -0.257,     4.514,     0.168,     0.389,    8
 1,   696.271,    -0.337,    38.438,     0.016,     0.960,   12
 0,    29.967,     0.256,     5.984,     0.184,     0.326,   12
 0,    21.897,     1.646,     4.180,     0.152,     0.366,   13
 1,    42.361,     2.775,     5.616,     0.114,     0.607,    4
 0,    34.016,     0.561,     6.897,     0.181,     0.364,   12
 1,   235.741,    -1.238,    16.681,     0.027,     0.892,    8
 0,   120.343,     0.140,    10.557,     0.030,     0.936,    4
 0,    30.892,     0.290,     7.040,     0.216,     0.379,   11
 0,    23.793,    -0.539,     5.357,     0.212,     0.321,   12
 0,    23.053,    -1.159,     3.523,     0.129,     0.363,   10
 1,    28.851,     2.798,     0.000,     0.000,     1.000,    1
 0,    31.027,    -4.238,     4.230,     0.128,     0.743,    2
 0,   495.523,     0.214,    11.580,     0.004,     0.993,    4
 1,   128.806,    -2.950,    10.638,     0.058,     0.866,    2
 0,    27.741,    -0.171,     5.695,     0.177,     0.433,    7
 0,    26.560,    -0.438,     5.886,     0.189,     0.364,   10
 0,    23.174,     0.444,     5.073,     0.178,     0.558,    7
 1,  1062.500,     0.970,    45.394,     0.009,     0.970,   13
 1,   154.571,    -3.257,    21.154,     0.091,     0.743,    6
 1,    92.676,     4.112,    16.610,     0.165,     0.754,    2
 0,    26.652,    -1.556,     6.415,     0.225,     0.303,   16
 0,   598.535,    -0.760,    44.858,     0.022,     0.956,    7
 0,   274.973,     0.034,    16.568,     0.021,     0.948,    7
 1,   112.495,     2.646,    15.277,     0.105,     0.521,   13
 1,    68.525,    -3.469,    11.273,     0.112,     0.705,    5
 0,    25.361,     2.040,     6.148,     0.225,     0.214,   27
 0,    23.720,    -1.843,     5.610,     0.217,     0.319,   18
 0,    21.148,     0.766,     3.878,     0.167,     0.380,   11
 0,    23.016,    -3.082,     2.611,     0.092,     0.818,    2
 1,   514.435,     0.857,    28.152,     0.017,     0.964,    8
 1,   189.530,    -2.832,    20.099,     0.068,     0.754,    4
 1,    31.008,     4.268,     0.000,     0.000,     1.000,    1
 1,  1071.477,    -0.439,    24.840,     0.003,     0.981,    7
 1,   136.189,     3.035,     9.144,     0.044,     0.674,    7
 0,    41.030,     0.338,     9.891,     0.223,     0.337,   14
 0,    40.242,     1.079,     9.114,     0.206,     0.281,   17
 0,  1010.097,    -0.834,    44.936,     0.019,     0.873,   10
 1,   122.560,     2.430,    15.256,     0.101,     0.354,   12
 0,    68.595,    -0.282,    12.672,     0.155,     0.321,   14
 0,    37.725,     1.508,     8.726,     0.213,     0.279,   19
 0,    22.807,     0.205,     4.638,     0.189,     0.564,    7
 0,    20.220,    -0.285,     4.360,     0.195,     0.341,   11
 0,    28.299,    -2.810,     3.372,     0.115,     0.605,    3
 0,   566.282,    -0.030,    24.719,     0.010,     0.984,    4
 1,    63.794,     2.332,     8.230,     0.077,     0.623,    7
 0,    36.714,     1.692,     5.163,     0.113,     0.439,   12
 1,    38.766,    -3.749,     0.000,     0.000,     1.000,    1
 0,    29.667,    -0.719,     6.436,     0.205,     0.335,   11
 0,    21.433,     0.894,     4.857,     0.207,     0.435,    7
 0,    27.958,    -0.267,     5.686,     0.193,     0.492,    7
 0,    21.214,    -0.803,     4.893,     0.218,     0.375,    9
 0,    24.316,     0.017,     4.424,     0.171,     0.421,    8
 0,    20.889,    -0.272,     3.566,     0.138,     0.404,    8
 1,    72.901,     1.479,     9.239,     0.090,     0.623,   11
 0,    52.632,     2.846,    12.787,     0.232,     0.459,    6
 0,    33.332,    -1.948,     8.738,     0.238,     0.233,   29
 0,    34.477,     0.163,     5.794,     0.125,     0.521,   10
 0,    25.508,     1.094,     7.217,     0.264,     0.265,   20
 1,    55.698,    -3.910,     8.145,     0.110,     0.845,    2
 0,    28.146,     0.013,     7.050,     0.231,     0.306,   14
 0,    41.725,    -3.931,     0.000,     0.000,     1.000,    1
 0,    30.256,    -2.742,     1.506,     0.047,     0.749,    2
 0,    25.092,     3.373,     4.694,     0.164,     0.650,    3
 0,    28.150,     3.629,     3.107,     0.094,     0.798,    2
 1,    61.700,     4.363,     0.000,     0.000,     1.000,    1
 0,    20.212,     2.173,     4.383,     0.196,     0.225,   23
 0,    50.526,     3.966,     0.000,     0.000,     1.000,    1
 0,    23.391,     1.944,     4.943,     0.199,     0.284,   18
 0,    21.921,    -0.936,     5.104,     0.202,     0.343,   13
 0,    26.143,    -0.331,     5.288,     0.189,     0.413,    9
 0,    27.474,    -3.403,     3.805,     0.129,     0.563,    4
 0,    33.442,     4.225,     0.000,     0.000,     1.000,    1
 0,    23.700,     0.489,     4.813,     0.188,     0.440,    8
 0,    21.487,     0.619,     4.961,     0.211,     0.422,    8
 0,    28.076,     0.203,     5.675,     0.184,     0.398,    9
 1,   150.324,     2.280,    11.513,     0.039,     0.496,   10
 0,    25.600,    -1.507,     5.931,     0.211,     0.322,   17
 0,    36.762,    -0.052,     4.662,     0.086,     0.819,    3
 1,    28.735,    -3.755,     0.000,     0.000,     1.000,    1
 0,    27.165,     4.258,     0.000,     0.000,     1.000,    1
 0,    25.665,    -3.804,     3.749,     0.145,     0.709,    2
 0,    23.917,    -0.251,     4.456,     0.164,     0.402,    9
 0,    22.887,     0.410,     3.551,     0.128,     0.519,    6
 0,    20.844,     0.467,     2.680,     0.117,     0.514,    7
 1,   266.108,     1.207,    21.067,     0.038,     0.884,    6
 1,    85.988,    -3.861,     0.000,     0.000,     1.000,    1
 1,    62.079,     3.108,     3.238,     0.029,     0.791,    4
 0,    29.462,     0.388,     5.900,     0.187,     0.387,   10
 0,    21.523,     1.906,     4.525,     0.188,     0.305,   16
 0,    24.625,    -0.245,     5.520,     0.207,     0.457,    7
 0,    20.278,     0.455,     3.455,     0.148,     0.378,   10
 0,   866.361,     0.963,    33.270,     0.008,     0.962,    8
 0,    52.937,    -0.620,    10.512,     0.169,     0.452,   13
 1,    67.277,    -4.253,     0.000,     0.000,     1.000,    1
 0,    45.340,    -1.128,     8.918,     0.182,     0.357,   12
 1,    62.707,     2.944,     0.615,     0.008,     0.814,    2
 0,    53.548,    -2.804,     8.015,     0.118,     0.740,    5
 0,    26.630,    -1.796,     3.345,     0.074,     0.687,    9
 0,    20.743,    -0.961,     4.815,     0.212,     0.309,   12
 0,    25.498,     0.061,     5.983,     0.211,     0.307,   14
 0,    30.164,    -3.718,     3.116,     0.079,     0.839,    2
 0,    22.125,     3.967,     0.000,     0.000,     1.000,    1
 1,   212.041,    -0.534,     8.060,     0.010,     0.980,    3
 1,    70.707,    -2.368,    11.146,     0.133,     0.428,   16
 0,    34.654,    -1.113,     6.190,     0.164,     0.441,   11
 0,    34.420,    -0.714,     6.198,     0.160,     0.361,   11
 0,    27.402,     2.990,     0.000,     0.000,     1.000,    1
 0,    23.456,     0.147,     4.640,     0.186,     0.483,    5
 1,   346.028,    -1.672,    32.043,     0.042,     0.881,   14
 1,    85.049,    -2.847,    16.899,     0.145,     0.471,    8
 0,    36.247,    -2.020,     9.039,     0.226,     0.265,   25
 1,    69.803,     4.224,     0.000,     0.000,     1.000,    1
 0,    42.695,    -1.176,     9.219,     0.196,     0.388,   16
 0,    48.445,     2.843,     9.393,     0.173,     0.489,    6
 0,    34.535,    -0.368,     4.813,     0.105,     0.607,    8
 0,    32.626,     3.205,     6.339,     0.178,     0.492,    5
 0,    25.900,    -2.917,     2.084,     0.071,     0.568,    4
 1,    39.237,    -3.626,     4.887,     0.085,     0.875,    2
 0,    25.889,    -4.017,     0.000,     0.000,     1.000,    1
 0,    29.137,    -4.293,     0.000,     0.000,     1.000,    1
 0,    20.435,    -3.064,     3.224,     0.148,     0.524,    4
 0,    25.362,    -4.347,     0.000,     0.000,     1.000,    1
 0,    22.864,     4.164,     0.000,     0.000,     1.000,    1
 0,    20.527,     3.518,     2.165,     0.091,     0.792,    3
 1,   706.052,     0.080,    25.805,     0.007,     0.983,    8
 1,   133.773,    -2.780,    13.082,     0.045,     0.639,    5
 0,    34.568,    -1.794,     7.037,     0.186,     0.262,   19
 0,    24.669,     1.425,     4.691,     0.150,     0.430,   10
 0,    23.711,    -0.690,     4.522,     0.174,     0.468,    9
 0,    25.105,     0.224,     5.354,     0.193,     0.365,    9
 0,    21.459,    -1.095,     3.953,     0.156,     0.498,    8
 0,    24.045,     0.674,     5.430,     0.214,     0.375,    9
 0,    20.177,    -3.529,     0.000,     0.000,     1.000,    1
 1,   610.493,    -0.879,    36.550,     0.016,     0.959,   11
 1,    82.165,    -3.216,    10.974,     0.106,     0.781,    4
 0,    26.877,    -1.303,     5.656,     0.166,     0.447,   13
 0,    35.175,    -3.816,     0.000,     0.000,     1.000,    1
 0,    23.984,     2.980,     2.090,     0.068,     0.834,    2
 0,   141.720,     0.661,    14.549,     0.051,     0.899,    7
 1,    95.266,     4.111,     0.000,     0.000,     1.000,    1
 0,    86.346,     0.189,     6.452,     0.027,     0.892,    5
 1,    63.325,    -3.746,     5.696,     0.047,     0.712,    3
 0,    28.939,     3.780,     0.000,     0.000,     1.000,    1
 0,    27.368,    -0.084,     6.178,     0.216,     0.392,   11
 0,    21.672,     1.115,     4.839,     0.216,     0.438,    6
 1,    76.617,    -2.047,    16.921,     0.201,     0.312,   23
 1,    99.061,     2.909,     0.000,     0.000,     1.000,    1
 0,    45.277,    -1.218,    10.117,     0.213,     0.562,    8
 0,    38.066,     0.318,     6.081,     0.130,     0.573,   10
 0,    20.967,     1.371,     4.556,     0.192,     0.365,   13
 0,    24.167,     0.523,     4.620,     0.159,     0.378,    9
 0,    22.091,    -1.335,     3.939,     0.150,     0.342,   11
 0,    21.237,    -4.162,     0.000,     0.000,     1.000,    1
 1,   189.805,     1.161,    14.897,     0.032,     0.882,    7
 0,    31.025,    -1.966,     3.903,     0.080,     0.616,   12
 0,    32.414,     0.096,     7.593,     0.219,     0.486,   10
 0,    46.883,    -4.487,     7.244,     0.130,     0.802,    2
 1,    44.751,    -3.563,     8.518,     0.165,     0.471,    5
 0,    28.055,    -2.564,     5.064,     0.149,     0.627,    6
 1,    41.429,     3.167,     5.648,     0.126,     0.525,    5
 0,    21.458,    -3.561,     0.000,     0.000,     1.000,    1
 1,    79.597,    -2.799,     0.000,     0.000,     1.000,    1
 1,    52.438,    -2.077,     9.293,     0.141,     0.541,   13
 0,    27.662,     0.382,     4.718,     0.140,     0.535,    8
 1,   260.206,     1.240,     9.529,     0.006,     0.986,    3
 0,    24.740,     0.495,     6.105,     0.232,     0.312,   16
 0,    26.191,    -0.677,     5.625,     0.195,     0.425,    7
 0,    23.065,    -0.786,     5.181,     0.201,     0.431,   10
 0,    20.960,    -3.766,     0.000,     0.000,     1.000,    1
 1,   740.866,    -0.514,    38.458,     0.015,     0.948,   12
 1,    55.661,     2.954,     2.625,     0.014,     0.966,    3
 0,    29.462,     1.074,     5.059,     0.153,     0.612,    7
 0,    20.370,     1.118,     4.458,     0.209,     0.406,   10
 0,   269.576,     1.642,    19.799,     0.026,     0.918,    8
 1,   110.609,     2.779,     2.855,     0.020,     0.838,    2
 1,    59.256,    -1.871,    12.270,     0.183,     0.299,   20
 0,    75.382,     4.469,    17.605,     0.224,     0.561,    4
 0,    26.867,     2.326,     6.900,     0.238,     0.236,   31
 0,    28.079,     0.641,     7.845,     0.260,     0.301,   16
 0,    64.835,     4.390,    12.356,     0.185,     0.724,    2
 0,    21.900,     0.691,     5.212,     0.228,     0.326,   15
 0,    20.938,     0.562,     4.859,     0.205,     0.356,   14
 0,    31.749,     0.542,     4.579,     0.127,     0.408,   10
 0,    34.698,     0.060,     7.215,     0.181,     0.422,   14
 0,    30.552,    -2.821,     4.251,     0.120,     0.515,    4
 0,    27.780,    -0.657,     6.534,     0.216,     0.358,   12
 0,    41.215,     4.348,     8.114,     0.191,     0.722,    2
 0,    40.783,     4.236,     5.921,     0.144,     0.707,    2
 0,    28.416,     3.221,     5.024,     0.171,     0.592,    4
 0,    30.974,     2.776,     5.012,     0.156,     0.727,    2
 0,    28.364,    -2.901,     3.915,     0.114,     0.811,    2
 0,    21.615,    -0.099,     4.133,     0.180,     0.434,   11
 0,    30.008,    -3.864,     4.715,     0.153,     0.723,    2
 0,    27.888,    -4.226,     0.000,     0.000,     1.000,    1
 0,    24.776,    -3.680,     3.045,     0.114,     0.753,    2
 1,   375.761,     1.796,    36.472,     0.037,     0.863,   20
 1,    90.401,    -4.470,     0.000,     0.000,     1.000,    1
 0,    84.658,    -0.264,     6.696,     0.030,     0.797,    5
 0,    37.076,     2.365,     8.511,     0.197,     0.263,   25
 0,    23.763,    -1.837,     5.840,     0.221,     0.267,   23
 0,    25.234,    -0.807,     5.242,     0.197,     0.365,   14
 0,    26.432,     1.214,     5.216,     0.169,     0.353,   15
 0,    47.914,     3.963,     0.000,     0.000,     1.000,    1
 0,    27.588,     1.096,     4.850,     0.116,     0.488,   10
 0,    20.296,     1.073,     5.104,     0.215,     0.357,   13
 0,    39.455,     0.506,     4.811,     0.095,     0.547,    9
 0,    28.815,     0.413,     5.735,     0.159,     0.358,   10
 0,    21.452,     2.891,     3.611,     0.166,     0.627,    3
 0,    31.083,    -4.291,     0.000,     0.000,     1.000,    1
 0,    25.842,    -0.088,     6.615,     0.243,     0.427,   11
 0,    28.608,    -3.615,     0.000,     0.000,     1.000,    1
 0,    22.314,     4.017,     0.000,     0.000,     1.000,    1
 0,    21.020,    -0.289,     4.300,     0.182,     0.426,    8
 0,    20.193,     3.493,     2.508,     0.123,     0.710,    2
 0,    20.162,     2.994,     3.758,     0.180,     0.549,    4
 0,   500.232,    -0.070,    21.671,     0.012,     0.966,    8
 0,   309.127,     0.715,    19.068,     0.021,     0.955,    7
 1,   138.350,     2.741,    15.202,     0.047,     0.583,    8
 0,    49.061,    -1.149,     6.427,     0.077,     0.723,    8
 0,    24.242,     1.135,     3.991,     0.126,     0.554,    9
 0,    21.668,     1.255,     4.106,     0.152,     0.652,    5
 0,    21.005,    -0.100,     3.569,     0.151,     0.492,    6
 1,   150.242,     3.029,    12.148,     0.047,     0.696,    4
 1,    67.416,     3.806,     0.000,     0.000,     1.000,    1
 0,    24.283,     2.265,     6.049,     0.235,     0.270,   21
 0,    22.318,    -1.223,     4.545,     0.182,     0.352,   12
 0,    23.228,     0.648,     5.217,     0.212,     0.371,   10
 0,    28.335,     0.140,     2.480,     0.064,     0.623,    4
 0,    28.916,     4.161,     3.265,     0.067,     0.908,    2
 0,    26.885,     0.015,     5.558,     0.185,     0.417,   12
 1,    21.771,    -3.129,     3.857,     0.160,     0.561,    4
 0,    21.605,     3.702,     0.000,     0.000,     1.000,    1
 1,   807.181,     0.185,    39.966,     0.010,     0.970,   11
 1,   122.047,    -3.000,    22.143,     0.163,     0.441,    8
 1,    89.334,     2.128,    13.291,     0.107,     0.423,   17
 0,    22.909,     0.741,     5.327,     0.206,     0.308,   14
 1,    37.346,     3.311,     0.000,     0.000,     1.000,    1
 0,    29.720,    -0.607,     5.942,     0.179,     0.437,    9
 0,    21.444,    -0.394,     4.505,     0.189,     0.419,   10
 0,    22.388,    -2.693,     2.575,     0.098,     0.794,    2
 0,    36.000,    -1.267,     5.936,     0.155,     0.457,    6
 1,    34.068,     4.228,     1.696,     0.032,     0.892,    2
 0,    21.635,    -1.225,     4.383,     0.191,     0.471,    7
 1,    24.532,    -4.051,     0.000,     0.000,     1.000,    1
 0,    23.319,     3.705,     2.024,     0.080,     0.755,    2
 0,    22.969,     4.244,     0.000,     0.000,     1.000,    1
 0,    22.011,    -0.833,     4.238,     0.174,     0.466,    7
 1,    53.930,     4.142,     0.000,     0.000,     1.000,    1
 1,    25.737,    -3.628,     6.319,     0.230,     0.556,    4
 0,    22.346,    -2.786,     2.977,     0.111,     0.806,    2
 1,   606.475,     0.676,    33.443,     0.019,     0.954,   10
 1,   224.898,    -3.116,    31.390,     0.109,     0.569,    6
 1,   112.776,     3.241,    15.593,     0.089,     0.604,    6
 0,    26.535,     0.987,     4.321,     0.148,     0.491,   10
 0,    25.497,     2.999,     4.214,     0.154,     0.671,    3
 0,    21.461,     4.381,     0.000,     0.000,     1.000,    1
 1,   604.915,     0.211,    34.886,     0.015,     0.948,   11
 1,   346.604,    -0.710,     8.130,     0.005,     0.986,    6
 1,   105.553,     3.091,    11.959,     0.071,     0.636,    8
 0,    51.531,     1.622,    11.235,     0.191,     0.265,   22
 0,    37.433,     1.143,     6.293,     0.156,     0.546,    9
 0,    25.149,    -0.503,     5.764,     0.219,     0.388,    9
 0,    33.484,     2.841,     5.362,     0.152,     0.738,    2
 0,    28.051,     0.749,     5.999,     0.183,     0.478,   10
 0,    55.074,    -4.102,     0.000,     0.000,     1.000,    1
 0,    44.772,    -3.607,     8.512,     0.188,     0.708,    2
 0,    22.250,    -0.427,     4.189,     0.167,     0.455,    8
 0,    22.725,    -3.521,     4.377,     0.185,     0.730,    2
 1,   494.268,     1.095,    31.064,     0.014,     0.959,   10
 1,   114.397,     4.039,    13.603,     0.071,     0.903,    3
 1,    97.904,    -1.207,    10.817,     0.090,     0.428,   12
 0,    57.766,    -0.742,     8.640,     0.108,     0.537,   10
 0,    34.319,     1.032,     8.290,     0.230,     0.443,   13
 0,    33.015,    -2.257,     7.077,     0.194,     0.275,   20
 0,    25.177,    -0.512,     5.093,     0.186,     0.412,    9
 1,    73.915,     3.964,     0.000,     0.000,     1.000,    1
 1,    62.085,    -4.323,     6.834,     0.095,     0.792,    2
 0,    20.211,     1.160,     5.567,     0.255,     0.353,   12
 0,    24.187,    -0.209,     4.716,     0.169,     0.468,    8
 0,    31.718,    -2.943,     3.446,     0.093,     0.633,    3
 0,    23.410,     3.651,     3.525,     0.135,     0.629,    4
 0,   565.937,     1.525,    19.610,     0.006,     0.910,    6
