background/signal,pT GeV,mass GeV,width,ptD,#of constituents
0,31.31,5.546,0.132,0.518,5
1,40.682,7.571,0.161,0.347,9
0,32.226,2.071,0.055,0.581,4
1,63.726,6.077,0.049,0.684,5
1,164.406,11.554,0.045,0.594,7
1,87.993,13.643,0.134,0.521,9
0,20.953,2.804,0.123,0.547,4
0,36.447,6.875,0.172,0.349,9
1,92.598,4.942,0.042,0.539,4
1,109.778,4.017,0.016,0.945,3
0,23.582,4.924,0.194,0.47,5
1,521.504,7.335,0.004,0.979,2
0,27.26,5.127,0.157,0.398,7
1,452.008,17.301,0.009,0.964,4
1,58.631,4.338,0.054,0.594,6
0,21.322,4.141,0.188,0.564,4
0,29.436,5.903,0.185,0.416,6
0,33.784,6.074,0.157,0.469,7
0,22.836,5.378,0.212,0.386,7
0,24.355,5.787,0.207,0.429,6
1,70.387,5.497,0.072,0.502,7
0,177.853,9.454,0.033,0.615,7
0,20.049,1.944,0.089,0.581,3
0,21.995,4.925,0.214,0.438,6
1,91.916,2.148,0.015,0.709,4
1,120.558,17.761,0.11,0.518,10
1,57.123,8.259,0.106,0.352,11
1,299.076,6.975,0.004,0.994,2
1,49.005,4.589,0.086,0.404,8
1,117.641,6.869,0.025,0.935,3
1,29.749,5.169,0.165,0.491,5
0,39.544,8.411,0.194,0.322,11
0,178.887,9.627,0.017,0.971,3
1,24.183,5.744,0.212,0.388,7
1,54.524,5.048,0.049,0.587,7
0,23.234,3.717,0.147,0.424,6
1,106.869,9.679,0.065,0.558,6
0,21.451,1.205,0.05,0.505,4
1,43.605,6.12,0.109,0.481,7
1,26.301,3.56,0.095,0.632,3
1,328.632,14.886,0.015,0.93,5
1,29.551,4.771,0.14,0.467,6
0,22.048,2.087,0.088,0.466,5
0,20.318,4.682,0.204,0.459,5
1,22.49,4.422,0.193,0.465,5
0,21.962,4.023,0.16,0.489,5
1,317.623,12.504,0.008,0.954,5
1,226.947,12.242,0.023,0.903,6
1,304.159,32.181,0.072,0.436,18
0,22.014,3.863,0.149,0.382,7
1,267.331,37.175,0.127,0.442,11
0,21.084,1.366,0.061,0.443,6
1,158.661,17.137,0.076,0.606,8
1,177.122,10.381,0.027,0.624,7
0,25.052,2.814,0.099,0.574,4
0,23.252,3.75,0.147,0.471,5
0,21.779,2.745,0.113,0.561,4
0,20.613,3.653,0.15,0.535,4
1,84.74,3.319,0.026,0.686,5
1,132.465,14.113,0.053,0.789,9
1,101.047,11.249,0.065,0.659,7
1,84.842,6.308,0.043,0.818,6
0,31.96,3.758,0.083,0.745,3
1,25.499,5.454,0.201,0.481,5
0,22.761,5.216,0.206,0.348,9
0,27.644,5.641,0.187,0.383,8
1,91.899,13.239,0.128,0.33,12
0,21.312,4.366,0.19,0.485,5
0,37.836,7.387,0.174,0.38,8
1,115.174,12.047,0.072,0.628,7
1,47.098,7.222,0.119,0.722,4
0,23.694,1.863,0.066,0.555,4
1,135.998,16.975,0.067,0.836,7
0,20.935,4.008,0.163,0.47,5
0,21.324,3.406,0.143,0.457,5
1,45.168,2.589,0.048,0.532,4
1,175.194,11.62,0.026,0.936,3
0,25.376,5.131,0.182,0.465,6
1,238.018,19.566,0.051,0.666,9
1,165.132,23.704,0.115,0.373,12
1,159.882,8.28,0.032,0.616,8
1,29.629,4.01,0.113,0.778,3
1,311.707,24.063,0.052,0.468,11
1,119.75,16.977,0.106,0.768,8
1,649.32,48.59,0.028,0.931,10
1,82.793,14.068,0.144,0.34,13
0,39.446,8.453,0.199,0.357,9
1,451.525,15.068,0.009,0.945,4
1,52.329,5.17,0.075,0.502,5
1,140.303,17.945,0.099,0.513,10
0,51.363,3.611,0.066,0.414,6
1,29.713,5.114,0.155,0.385,7
0,27.719,5.965,0.201,0.368,8
0,35.742,5.613,0.123,0.387,7
0,203.034,15.576,0.062,0.546,7
1,292.454,7.844,0.008,0.955,4
0,34.114,0.695,0.02,0.71,2
0,21.15,4.356,0.194,0.465,5
0,22.625,4.221,0.18,0.454,5
1,131.583,9.973,0.052,0.556,8
0,22.016,3.175,0.139,0.459,5
0,21.839,2.813,0.12,0.515,4
0,20.208,3.602,0.153,0.466,5
0,26.998,4.325,0.137,0.465,5
0,20.02,3.178,0.133,0.575,5
0,25.602,4.942,0.157,0.522,5
0,20.81,1.742,0.069,0.591,4
0,26.32,4.534,0.158,0.4,7
0,22.245,4.187,0.166,0.43,6
1,175.532,17.437,0.074,0.715,8
0,29.833,6.198,0.198,0.442,7
0,29.949,5.496,0.152,0.366,9
1,477.277,3.046,0.002,0.971,2
1,62.773,7.694,0.076,0.716,7
1,281.652,15.349,0.019,0.92,6
0,21.848,2.804,0.107,0.455,5
0,30.537,6.295,0.191,0.438,6
0,37.504,8.038,0.197,0.365,9
1,333.95,15.42,0.028,0.787,6
1,74.838,9.448,0.097,0.401,12
0,23.692,3.819,0.145,0.414,6
0,24.825,5.446,0.205,0.385,7
1,188.473,21.312,0.081,0.471,13
1,34.636,5.829,0.151,0.555,4
0,22.707,2.828,0.117,0.427,6
1,459.423,36.864,0.031,0.786,10
1,173.272,16.582,0.085,0.615,6
0,33.676,3.566,0.077,0.548,4
0,21.578,4.93,0.217,0.433,6
1,599.68,20.957,0.01,0.969,5
0,21.151,4.948,0.202,0.413,6
1,404.842,20.197,0.012,0.97,4
1,604.547,18.51,0.008,0.973,3
1,66.677,9.345,0.112,0.44,6
0,22.872,4.443,0.182,0.508,4
1,174.734,6.54,0.011,0.957,3
1,87.253,0.0,0.0,1.0,1
0,30.242,5.13,0.145,0.454,6
1,21.407,3.328,0.148,0.479,5
0,24.15,4.612,0.187,0.425,6
1,556.784,11.232,0.004,0.992,2
1,214.443,7.274,0.01,0.974,3
0,20.028,4.297,0.189,0.366,8
0,20.612,4.847,0.224,0.438,6
0,30.99,7.452,0.223,0.367,9
0,21.945,3.459,0.138,0.458,5
1,193.39,23.998,0.087,0.811,7
0,24.664,2.554,0.061,0.85,3
1,229.604,14.412,0.047,0.517,6
0,43.168,9.766,0.203,0.277,15
1,131.291,10.888,0.04,0.936,3
0,22.114,3.992,0.158,0.416,7
0,29.399,6.211,0.196,0.427,6
1,85.768,11.016,0.098,0.484,8
1,139.109,16.247,0.066,0.634,6
1,70.747,14.466,0.153,0.446,11
0,29.293,2.897,0.091,0.514,4
0,23.02,4.462,0.176,0.425,6
1,127.212,11.898,0.045,0.924,6
1,398.506,20.344,0.016,0.96,5
0,31.786,4.824,0.123,0.706,3
1,97.71,9.251,0.05,0.548,6
0,21.217,4.213,0.179,0.597,4
0,20.734,4.506,0.196,0.511,4
0,25.773,5.971,0.217,0.428,6
0,27.167,5.194,0.179,0.416,6
1,120.285,10.667,0.08,0.492,6
0,31.374,6.029,0.167,0.352,9
0,21.812,3.412,0.145,0.532,4
0,28.464,5.465,0.174,0.428,6
1,264.768,7.937,0.005,0.993,2
1,186.038,10.02,0.021,0.941,4
0,20.629,3.736,0.152,0.383,7
1,62.049,7.519,0.105,0.584,6
1,74.699,8.724,0.098,0.365,10
1,158.751,8.726,0.026,0.69,4
1,130.019,10.086,0.034,0.939,4
0,30.203,5.359,0.157,0.346,9
1,267.124,33.467,0.089,0.469,11
1,30.601,3.659,0.068,0.843,3
1,29.934,7.471,0.23,0.332,10
0,22.744,4.753,0.192,0.421,6
0,31.307,6.566,0.204,0.458,5
0,48.027,11.064,0.212,0.284,13
1,67.375,1.91,0.014,0.939,2
1,57.968,6.788,0.086,0.646,5
1,66.151,7.753,0.088,0.549,6
0,24.642,3.609,0.128,0.388,7
0,28.903,5.016,0.147,0.6,4
1,482.32,36.904,0.024,0.932,10
0,26.707,5.649,0.192,0.416,7
0,26.992,5.57,0.186,0.342,9
0,28.8,2.827,0.079,0.499,5
0,25.965,2.424,0.074,0.825,2
0,22.597,5.01,0.198,0.436,6
0,26.089,6.105,0.216,0.396,7
1,812.868,17.308,0.005,0.97,4
0,35.154,7.625,0.2,0.467,6
1,153.69,16.942,0.068,0.836,5
0,31.373,6.26,0.186,0.381,7
0,26.358,2.818,0.098,0.456,5
0,31.053,4.334,0.123,0.54,5
0,27.807,6.131,0.203,0.387,7
0,34.246,7.477,0.208,0.514,4
0,29.64,4.647,0.12,0.494,5
0,24.358,4.83,0.191,0.439,6
0,29.371,4.623,0.14,0.653,3
0,23.565,4.425,0.169,0.467,5
1,179.671,6.696,0.025,0.714,4
1,715.526,24.744,0.009,0.975,4
0,22.546,3.967,0.162,0.509,5
1,45.583,7.125,0.12,0.611,6
1,191.281,17.478,0.045,0.939,2
0,25.038,3.177,0.1,0.475,5
1,322.404,22.87,0.027,0.951,4
1,145.893,23.268,0.123,0.406,11
0,27.448,6.185,0.191,0.36,9
1,121.925,15.292,0.082,0.589,8
0,20.597,4.405,0.204,0.447,6
0,22.134,4.897,0.198,0.511,4
1,206.385,1.624,0.002,0.977,2
0,21.839,3.682,0.156,0.461,5
1,157.647,10.877,0.046,0.741,7
1,73.549,9.666,0.104,0.511,6
1,169.136,26.815,0.134,0.669,6
1,140.905,5.13,0.016,0.927,3
1,98.211,15.2,0.127,0.772,6
1,24.345,4.445,0.169,0.373,8
1,35.262,5.538,0.115,0.533,6
1,67.095,10.316,0.112,0.47,7
1,214.748,8.798,0.01,0.959,3
1,80.052,9.057,0.086,0.464,7
0,32.947,8.523,0.24,0.329,10
1,140.092,14.959,0.079,0.421,8
0,29.186,7.25,0.227,0.442,6
1,351.012,35.963,0.086,0.391,20
1,129.869,1.377,0.003,0.974,2
1,20.609,1.705,0.065,0.83,2
0,33.973,7.083,0.198,0.318,11
1,732.864,40.566,0.023,0.848,8
1,480.377,0.0,0.0,1.0,1
0,22.881,4.763,0.198,0.509,5
0,25.517,3.384,0.095,0.809,3
1,35.721,5.642,0.133,0.379,10
1,58.262,3.758,0.032,0.922,3
0,25.638,5.444,0.173,0.454,6
1,83.577,0.0,0.0,1.0,1
1,165.664,14.908,0.052,0.638,11
1,802.961,26.006,0.008,0.96,7
0,20.625,3.749,0.163,0.566,4
1,713.516,26.4,0.008,0.969,7
1,524.644,19.984,0.024,0.678,4
1,69.317,11.787,0.127,0.362,11
0,32.912,6.263,0.178,0.394,7
1,361.458,67.594,0.168,0.349,24
0,34.687,5.262,0.135,0.363,8
1,23.459,1.225,0.051,0.728,2
0,133.437,25.268,0.155,0.491,11
1,75.894,4.024,0.027,0.892,3
1,152.791,18.086,0.107,0.418,11
0,35.115,5.782,0.146,0.353,9
0,21.318,4.327,0.184,0.419,6
0,31.947,7.385,0.214,0.364,8
0,31.081,6.198,0.174,0.427,7
1,26.682,2.658,0.066,0.881,2
0,24.849,5.481,0.205,0.387,7
0,24.626,4.496,0.165,0.416,7
0,22.607,5.577,0.23,0.432,6
0,25.259,4.598,0.177,0.424,6
0,40.28,8.145,0.175,0.403,8
1,199.369,17.792,0.038,0.891,5
0,37.015,7.746,0.198,0.424,6
0,22.813,6.054,0.25,0.392,7
1,406.646,13.343,0.007,0.959,5
1,527.396,27.185,0.015,0.953,6
1,44.723,6.767,0.13,0.417,7
1,801.905,0.0,0.0,1.0,1
1,134.25,21.484,0.144,0.695,7
1,442.183,45.385,0.077,0.486,17
0,22.988,5.164,0.209,0.464,5
0,23.108,4.575,0.166,0.373,8
1,208.482,30.108,0.116,0.397,13
0,26.368,3.739,0.119,0.427,6
1,189.489,8.165,0.012,0.963,4
1,31.614,3.95,0.1,0.771,3
0,22.344,4.97,0.202,0.452,5
0,24.915,4.775,0.159,0.435,6
0,29.157,6.559,0.212,0.359,9
1,280.728,12.219,0.012,0.93,5
1,326.255,17.605,0.014,0.972,4
1,343.814,23.92,0.042,0.79,8
1,903.344,41.033,0.014,0.966,10
1,449.447,12.453,0.009,0.953,3
1,242.882,11.786,0.014,0.945,4
1,406.043,19.907,0.017,0.933,7
0,22.042,5.121,0.225,0.436,6
0,24.708,3.943,0.143,0.445,6
1,490.238,24.404,0.013,0.959,7
1,85.987,11.231,0.102,0.404,11
0,22.419,1.876,0.071,0.533,4
0,25.394,3.15,0.081,0.531,4
0,21.891,3.405,0.14,0.445,6
0,23.394,4.78,0.188,0.323,10
0,65.03,7.143,0.072,0.518,5
0,25.306,5.384,0.2,0.45,5
0,34.447,7.55,0.197,0.368,10
0,29.61,3.278,0.087,0.434,6
1,32.85,5.384,0.14,0.481,5
0,21.663,3.977,0.165,0.426,6
0,20.963,4.145,0.178,0.535,4
1,252.765,34.083,0.104,0.405,12
0,21.239,4.036,0.175,0.411,6
1,127.635,11.581,0.043,0.68,6
0,23.775,5.175,0.196,0.513,4
1,96.97,2.821,0.013,0.949,2
0,25.491,5.387,0.191,0.458,8
0,38.207,7.735,0.179,0.329,10
1,38.528,3.958,0.086,0.485,6
1,76.034,6.772,0.044,0.826,5
0,24.892,4.773,0.18,0.451,6
1,328.979,18.078,0.023,0.887,5
0,34.223,6.127,0.163,0.447,6
0,31.23,5.243,0.155,0.449,6
0,20.904,4.57,0.21,0.457,5
0,22.609,4.146,0.164,0.519,5
1,107.772,14.083,0.095,0.47,13
1,477.978,12.0,0.01,0.851,4
0,32.164,4.641,0.11,0.514,5
1,33.809,3.593,0.081,0.606,6
0,29.31,6.184,0.19,0.493,8
1,26.253,4.893,0.17,0.518,5
1,80.972,8.614,0.098,0.444,6
0,29.053,2.114,0.06,0.538,4
0,30.646,5.102,0.133,0.407,7
1,141.233,1.96,0.005,0.973,2
0,20.627,3.085,0.127,0.621,3
1,202.963,4.247,0.005,0.987,2
1,38.517,7.886,0.192,0.425,6
0,35.37,8.03,0.214,0.434,6
0,21.957,5.048,0.215,0.427,6
1,166.786,2.113,0.004,0.969,2
1,131.958,11.502,0.066,0.538,6
1,112.514,11.028,0.068,0.561,8
0,24.856,5.142,0.196,0.49,5
1,101.525,14.202,0.115,0.572,9
1,58.408,5.474,0.067,0.805,3
0,25.507,6.328,0.228,0.365,8
1,70.316,7.495,0.078,0.544,7
0,20.343,2.519,0.117,0.501,4
1,197.847,13.27,0.021,0.96,3
0,21.466,4.969,0.205,0.398,7
0,22.005,3.858,0.161,0.471,5
0,48.639,8.336,0.153,0.4,7
0,20.108,3.468,0.151,0.488,5
1,338.562,19.495,0.018,0.952,8
0,23.049,5.869,0.232,0.361,8
1,207.934,17.225,0.047,0.565,8
1,31.146,4.474,0.112,0.512,5
0,25.385,4.328,0.163,0.43,6
0,20.778,2.654,0.094,0.616,4
1,57.277,5.939,0.094,0.42,7
0,40.25,3.814,0.082,0.453,6
1,58.959,5.951,0.082,0.417,7
1,550.808,62.479,0.081,0.537,13
0,26.75,3.321,0.107,0.481,6
0,24.508,4.13,0.139,0.539,4
1,198.563,8.575,0.01,0.987,2
0,36.17,5.872,0.137,0.519,5
0,101.927,9.464,0.055,0.679,6
0,21.877,4.813,0.214,0.545,4
0,34.335,7.332,0.192,0.302,12
0,26.26,6.486,0.237,0.366,9
1,616.516,29.77,0.012,0.984,3
0,21.317,4.314,0.184,0.46,5
0,20.999,3.102,0.131,0.546,4
1,65.775,6.303,0.051,0.559,6
0,26.911,5.505,0.194,0.529,4
1,143.966,0.918,0.002,0.982,2
1,41.703,4.061,0.08,0.53,5
0,23.489,5.031,0.199,0.53,4
1,238.652,28.321,0.081,0.492,16
0,21.592,3.121,0.137,0.535,4
1,121.442,14.463,0.083,0.467,11
0,21.045,5.391,0.242,0.48,5
1,22.503,3.114,0.123,0.504,5
0,23.509,5.624,0.223,0.459,5
1,49.459,7.682,0.124,0.436,9
0,20.495,3.148,0.141,0.447,6
0,32.583,6.46,0.189,0.664,3
1,208.49,18.931,0.071,0.446,10
1,499.111,24.189,0.036,0.752,4
1,203.199,10.788,0.01,0.966,5
1,251.486,12.099,0.019,0.941,5
1,832.675,34.07,0.01,0.964,5
1,84.25,6.502,0.038,0.894,3
1,38.814,6.951,0.161,0.372,9
1,248.555,9.641,0.011,0.958,4
1,295.154,11.329,0.008,0.978,4
0,24.064,5.569,0.211,0.481,6
1,129.722,3.924,0.014,0.869,4
0,21.666,4.389,0.149,0.46,6
1,99.127,20.434,0.172,0.41,11
0,46.513,7.424,0.131,0.409,7
1,219.041,26.202,0.099,0.473,15
1,27.998,5.127,0.152,0.491,5
1,54.456,10.701,0.175,0.361,9
0,23.544,4.543,0.175,0.513,4
1,385.699,16.624,0.009,0.968,4
0,24.422,4.3,0.173,0.454,5
0,37.584,5.334,0.119,0.384,9
1,136.45,1.839,0.005,0.963,2
0,25.378,2.204,0.079,0.586,3
1,369.495,25.741,0.03,0.798,9
0,20.144,3.797,0.166,0.432,6
1,300.563,31.651,0.089,0.496,13
0,55.46,3.443,0.048,0.562,6
0,29.042,6.75,0.221,0.422,6
0,24.001,4.319,0.177,0.522,4
1,268.147,25.288,0.043,0.921,5
0,28.706,5.603,0.15,0.387,8
1,105.888,10.227,0.06,0.673,7
0,24.872,5.074,0.19,0.466,5
1,304.016,24.031,0.052,0.701,9
0,24.181,4.138,0.162,0.424,6
0,34.435,4.265,0.104,0.524,7
0,20.016,3.895,0.187,0.519,4
0,26.03,4.39,0.137,0.456,6
0,20.179,4.598,0.203,0.465,5
0,27.23,5.688,0.19,0.394,7
1,119.01,19.886,0.113,0.475,12
0,21.717,0.684,0.024,0.746,3
0,26.363,5.326,0.193,0.455,5
0,20.836,3.406,0.155,0.583,3
1,78.899,5.497,0.032,0.942,3
0,32.207,6.2,0.173,0.361,8
1,140.076,16.101,0.078,0.446,10
0,33.444,6.756,0.186,0.395,9
0,47.288,0.0,0.0,1.0,1
0,21.961,4.561,0.196,0.484,5
1,267.659,13.606,0.014,0.956,4
1,599.442,30.444,0.016,0.963,5
1,20.651,2.185,0.089,0.638,3
1,126.059,8.155,0.057,0.444,9
1,172.91,15.517,0.048,0.775,4
0,23.023,4.677,0.189,0.414,6
0,23.146,4.203,0.174,0.454,5
0,27.626,4.953,0.175,0.413,7
0,27.418,2.777,0.095,0.674,3
0,22.223,3.136,0.133,0.451,5
0,32.454,7.1,0.194,0.391,8
0,23.119,4.891,0.19,0.369,8
0,33.932,6.971,0.186,0.352,9
1,80.375,4.231,0.032,0.831,3
0,22.553,3.184,0.127,0.414,6
0,29.347,6.446,0.194,0.316,11
0,20.394,4.083,0.196,0.451,5
1,178.074,13.71,0.023,0.952,4
1,123.642,12.547,0.09,0.543,10
0,30.84,6.927,0.209,0.404,8
0,22.255,3.758,0.156,0.364,8
0,21.913,5.38,0.22,0.509,4
1,111.157,10.106,0.053,0.856,5
1,84.024,8.432,0.06,0.503,8
0,21.07,1.743,0.073,0.508,4
1,327.668,24.124,0.042,0.622,11
1,23.983,5.827,0.221,0.394,7
1,105.565,12.326,0.093,0.688,7
0,157.047,21.519,0.121,0.332,15
0,21.064,2.874,0.122,0.552,4
1,342.034,34.547,0.068,0.516,11
1,64.908,10.51,0.152,0.51,5
1,21.159,2.08,0.083,0.524,4
0,21.565,2.091,0.086,0.46,5
1,79.775,12.412,0.1,0.624,9
1,308.858,12.112,0.01,0.979,3
0,20.255,1.634,0.074,0.512,4
0,26.753,1.804,0.059,0.614,3
1,175.048,6.955,0.012,0.978,2
1,92.909,10.998,0.11,0.544,5
1,72.173,8.091,0.072,0.549,10
0,25.724,4.865,0.167,0.399,7
0,44.331,6.386,0.112,0.576,5
0,34.199,8.203,0.224,0.318,11
1,150.987,7.819,0.026,0.919,3
0,20.821,4.529,0.194,0.422,6
0,35.7,7.817,0.199,0.339,10
1,217.038,9.063,0.017,0.935,5
0,20.537,1.836,0.074,0.595,3
0,22.041,3.291,0.13,0.405,7
1,502.891,27.137,0.017,0.946,7
1,225.401,14.297,0.058,0.449,8
0,23.71,2.292,0.093,0.519,5
0,24.307,4.246,0.144,0.416,6
1,23.423,3.837,0.152,0.602,3
0,21.672,4.222,0.181,0.371,8
0,25.956,5.718,0.201,0.475,5
0,21.522,2.747,0.104,0.625,3
0,23.834,4.085,0.149,0.415,6
0,20.824,4.693,0.214,0.516,4
0,34.172,4.905,0.111,0.566,6
1,333.196,7.326,0.006,0.959,4
0,25.428,6.264,0.235,0.389,7
1,100.581,10.293,0.088,0.471,9
0,54.761,4.987,0.067,0.625,5
0,29.125,6.908,0.212,0.426,6
1,297.319,17.199,0.03,0.85,6
1,40.804,2.747,0.055,0.528,4
1,56.594,8.101,0.101,0.586,4
0,21.986,2.573,0.113,0.502,4
1,276.199,13.417,0.011,0.956,4
0,22.576,3.31,0.143,0.517,5
0,23.096,4.832,0.189,0.298,12
1,233.086,8.441,0.008,0.987,2
1,211.084,22.045,0.055,0.85,8
0,24.353,3.141,0.119,0.464,5
1,176.618,11.414,0.035,0.504,8
0,24.262,5.628,0.215,0.36,9
1,69.94,4.757,0.055,0.494,6
1,274.68,10.677,0.017,0.899,3
1,25.049,4.262,0.133,0.641,4
1,55.127,8.57,0.143,0.508,7
0,25.507,3.547,0.116,0.465,5
0,28.18,5.761,0.187,0.411,6
1,41.263,0.599,0.015,0.708,2
1,122.814,22.046,0.158,0.55,7
1,59.021,9.988,0.14,0.464,7
1,543.25,19.43,0.007,0.99,2
0,20.084,4.358,0.196,0.398,7
1,26.866,4.43,0.148,0.452,6
1,455.109,9.967,0.006,0.951,3
0,43.286,11.568,0.244,0.357,8
0,61.291,11.04,0.172,0.445,7
1,48.777,7.984,0.156,0.526,6
1,65.614,1.872,0.021,0.631,3
1,166.365,9.666,0.045,0.643,4
1,121.669,6.731,0.022,0.959,2
0,25.665,5.645,0.18,0.404,7
1,209.042,12.527,0.02,0.881,4
1,634.912,55.644,0.056,0.713,14
0,29.202,4.937,0.151,0.474,6
0,21.464,3.7,0.154,0.569,4
0,27.663,4.068,0.118,0.47,7
1,170.45,18.026,0.071,0.713,10
1,861.811,19.972,0.005,0.968,6
1,243.734,20.032,0.057,0.627,8
0,23.467,4.274,0.159,0.588,4
1,80.994,7.9,0.069,0.463,8
1,151.02,16.988,0.062,0.561,8
1,61.861,10.471,0.124,0.703,4
0,23.02,4.186,0.162,0.348,9
1,368.107,16.886,0.029,0.637,10
1,230.331,5.335,0.01,0.935,3
0,25.993,3.567,0.1,0.414,8
0,30.288,5.271,0.147,0.383,7
1,331.003,29.287,0.063,0.463,11
1,307.96,20.779,0.019,0.86,4
1,35.367,2.396,0.061,0.625,4
0,37.669,5.584,0.116,0.412,7
1,203.054,12.65,0.029,0.883,6
1,197.944,14.834,0.045,0.591,7
0,25.793,6.266,0.227,0.48,6
1,278.629,32.634,0.066,0.578,10
0,21.41,4.299,0.184,0.459,5
0,20.472,4.009,0.189,0.51,5
0,51.969,5.694,0.075,0.586,5
1,348.38,22.874,0.023,0.948,5
0,29.198,3.695,0.113,0.406,7
0,25.227,5.185,0.185,0.399,7
0,23.441,5.732,0.23,0.415,6
0,21.512,4.708,0.208,0.387,7
0,21.089,4.578,0.198,0.467,7
0,27.408,6.578,0.221,0.321,12
0,28.357,4.504,0.113,0.565,4
1,159.656,8.834,0.047,0.577,5
0,22.3,4.861,0.192,0.389,7
1,379.099,17.324,0.015,0.938,4
1,36.914,7.548,0.198,0.499,6
1,607.869,14.18,0.004,0.971,5
1,677.087,9.733,0.003,0.972,4
0,20.397,2.308,0.083,0.571,5
1,437.826,7.029,0.002,0.994,2
0,20.328,4.357,0.203,0.535,4
0,26.515,4.757,0.156,0.415,6
1,28.56,4.705,0.143,0.432,7
0,21.942,3.258,0.131,0.447,6
1,241.74,11.811,0.016,0.969,3
1,216.276,14.13,0.029,0.73,7
1,245.176,11.482,0.018,0.596,6
1,433.103,6.806,0.003,0.993,2
0,22.774,2.608,0.096,0.562,4
0,20.876,4.339,0.199,0.511,4
0,22.932,3.71,0.139,0.47,5
0,23.357,5.043,0.183,0.431,6
