background/signal,pT GeV,y,mass GeV,width,ptD,#of constituents
 1,   749.219,     1.115,     0.000,     0.000,     1.000,    1
 1,   121.772,     0.466,     9.439,     0.034,     0.940,    3
 1,    93.063,    -2.669,     9.794,     0.098,     0.543,    5
 0,    36.828,    -2.610,     6.271,     0.146,     0.706,    4
 0,    36.140,    -0.919,     7.575,     0.199,     0.379,    8
 0,    33.817,     1.093,     5.790,     0.146,     0.605,    4
 0,    33.729,     4.159,     0.000,     0.000,     1.000,    1
 0,    32.968,    -4.381,     0.000,     0.000,     1.000,    1
 0,    29.906,     1.176,     5.227,     0.155,     0.505,    5
 0,    29.436,    -2.122,     5.903,     0.185,     0.416,    6
 0,    25.361,    -1.280,     3.245,     0.102,     0.825,    2
 0,    24.177,    -4.102,     0.000,     0.000,     1.000,    1
 0,    23.267,    -4.237,     0.000,     0.000,     1.000,    1
 0,    22.537,     1.879,     3.539,     0.134,     0.475,    5
 1,    55.017,    -4.211,     6.936,     0.077,     0.814,    3
 0,    32.292,     1.299,     0.575,     0.013,     0.848,    2
 0,    29.744,    -0.662,     6.458,     0.212,     0.457,    5
 1,    29.318,     3.662,     4.282,     0.112,     0.840,    2
 0,    23.341,     0.773,     3.416,     0.139,     0.520,    4
 0,    23.000,     0.952,     2.133,     0.085,     0.460,    5
 0,    22.761,    -1.626,     3.497,     0.141,     0.515,    4
 0,    22.637,     0.770,     4.810,     0.194,     0.498,    5
 0,    21.703,     0.521,     3.154,     0.117,     0.523,    4
 0,    21.597,     4.367,     0.000,     0.000,     1.000,    1
 1,   420.691,    -0.493,    15.584,     0.010,     0.980,    3
 0,   334.957,     0.783,    23.266,     0.019,     0.959,    5
 0,    51.115,     1.553,    12.718,     0.227,     0.308,   12
 0,    29.007,     2.631,     0.499,     0.016,     0.737,    2
 1,    28.811,     4.166,     4.225,     0.143,     0.720,    2
 0,    25.507,     2.027,     6.328,     0.228,     0.365,    8
 0,    25.406,    -1.118,     5.539,     0.199,     0.387,    7
 0,    24.277,    -2.236,     5.749,     0.224,     0.385,    7
 0,    24.251,    -0.188,     5.787,     0.232,     0.433,    6
 0,    22.959,    -2.587,     1.761,     0.069,     0.736,    3
 0,    22.192,     2.236,     4.008,     0.147,     0.580,    4
 0,    20.194,     1.398,     3.508,     0.156,     0.455,    5
 1,   428.945,     1.484,    21.305,     0.011,     0.694,    8
 1,    63.641,     3.917,     0.000,     0.000,     1.000,    1
 0,    25.062,     0.200,     5.189,     0.194,     0.353,    9
 0,    24.781,    -2.107,     4.747,     0.168,     0.390,    8
 0,    23.914,    -0.236,     3.360,     0.081,     0.687,    4
 0,    23.032,     1.789,     4.395,     0.164,     0.359,    9
 1,   295.392,    -0.769,    22.216,     0.027,     0.924,    6
 1,    38.406,    -4.350,     0.000,     0.000,     1.000,    1
 0,    37.174,    -0.738,     4.777,     0.092,     0.484,    5
 0,    33.955,     2.944,     5.622,     0.164,     0.711,    2
 0,    29.334,     1.132,     0.514,     0.012,     0.872,    2
 0,    28.347,     2.511,     4.498,     0.143,     0.659,    3
 0,    27.020,    -1.106,     5.454,     0.177,     0.476,    6
 0,    26.129,     2.123,     6.079,     0.222,     0.390,    7
 0,    24.442,     0.057,     5.192,     0.201,     0.539,    4
 0,    22.705,    -0.637,     4.136,     0.167,     0.550,    4
 0,    21.406,    -0.538,     2.740,     0.117,     0.421,    6
 0,    20.414,     2.138,     4.554,     0.205,     0.413,    6
 1,   847.021,    -0.499,    20.099,     0.005,     0.987,    3
 1,   120.320,     2.782,     8.784,     0.058,     0.757,    3
 0,    48.334,     1.152,     8.658,     0.130,     0.592,    7
 0,    44.423,    -1.335,     7.525,     0.135,     0.614,    5
 0,    36.136,     0.123,     8.215,     0.205,     0.368,    8
 0,    34.113,    -0.182,     7.697,     0.215,     0.367,    8
 0,    30.712,     3.174,     4.781,     0.145,     0.454,    5
 0,    26.785,     0.607,     6.049,     0.201,     0.404,    7
 0,    25.649,    -1.742,     4.104,     0.145,     0.453,    6
 1,    24.339,    -4.257,     0.000,     0.000,     1.000,    1
 0,    23.236,    -1.105,     3.608,     0.149,     0.672,    3
 0,    20.886,     2.591,     1.954,     0.089,     0.741,    2
 0,    20.198,     0.785,     2.310,     0.112,     0.543,    4
 1,   294.374,    -0.773,    18.084,     0.021,     0.949,    5
 0,    61.803,    -0.802,    10.953,     0.162,     0.335,   10
 1,    41.777,    -3.929,     0.000,     0.000,     1.000,    1
 0,    34.372,    -0.203,     7.445,     0.178,     0.449,    7
 0,    32.997,     0.292,     6.854,     0.198,     0.484,    5
 0,    31.438,    -1.685,     3.434,     0.083,     0.442,    6
 0,    26.966,    -1.669,     7.197,     0.246,     0.418,    6
 0,    25.459,     0.411,     4.960,     0.186,     0.455,    5
 0,    24.648,     0.111,     4.765,     0.180,     0.565,    4
 0,    23.865,    -0.735,     3.957,     0.136,     0.535,    4
 0,    22.998,     1.825,     4.539,     0.173,     0.534,    4
 0,    22.540,    -1.111,     2.819,     0.119,     0.579,    3
 0,    20.095,     3.776,     2.757,     0.136,     0.711,    2
 0,   537.241,    -1.102,    50.153,     0.043,     0.910,    8
 0,   231.093,    -0.754,    31.003,     0.113,     0.401,   13
 0,   176.089,    -1.429,    17.389,     0.062,     0.573,   12
 0,    38.439,    -1.280,     3.611,     0.060,     0.892,    2
 1,    33.512,     3.352,     3.499,     0.101,     0.725,    2
 0,    32.626,    -1.423,     5.050,     0.140,     0.513,    4
 0,    32.482,     1.591,     7.217,     0.204,     0.457,    6
 0,    28.347,    -0.154,     6.360,     0.215,     0.360,    9
 0,    20.665,    -1.193,     4.239,     0.188,     0.466,    5
 0,    20.488,    -1.408,     3.254,     0.143,     0.422,    6
 1,   240.189,    -1.927,    14.154,     0.046,     0.518,    7
 0,    66.975,     2.855,     9.569,     0.136,     0.669,    3
 0,    56.236,     2.715,     6.851,     0.101,     0.662,    3
 0,    50.435,     1.265,     6.522,     0.086,     0.692,    4
 0,    43.898,     1.246,     5.367,     0.100,     0.596,    4
 0,    40.939,     0.032,     8.819,     0.201,     0.360,    8
 0,    36.383,    -0.209,     5.834,     0.128,     0.483,    5
 0,    34.794,    -1.276,     5.671,     0.145,     0.774,    2
 0,    30.382,    -0.483,     3.737,     0.113,     0.531,    4
 0,    29.586,    -0.092,     6.202,     0.194,     0.474,    5
 0,    28.180,    -1.506,     5.761,     0.187,     0.411,    6
 0,    27.414,     2.235,     3.644,     0.127,     0.522,    4
 0,    26.829,    -2.773,     2.770,     0.102,     0.590,    3
 0,    26.412,     0.075,     3.329,     0.112,     0.639,    3
 0,    25.710,     3.884,     5.085,     0.196,     0.708,    2
 0,    22.056,    -2.613,     1.714,     0.066,     0.797,    2
 0,    21.234,     1.696,     3.288,     0.147,     0.508,    4
 1,   556.847,    -0.687,    61.191,     0.039,     0.880,    9
 0,    39.703,    -0.925,     8.346,     0.198,     0.341,    9
 0,    34.853,    -0.068,     6.078,     0.157,     0.508,    5
 0,    33.013,    -1.192,     6.682,     0.187,     0.466,    6
 0,    31.403,     0.834,     5.956,     0.171,     0.473,    5
 0,    30.327,    -2.909,     2.789,     0.087,     0.744,    2
 0,    25.890,     0.795,     3.188,     0.117,     0.468,    5
 1,    23.135,     4.196,     0.000,     0.000,     1.000,    1
 0,    22.497,    -2.315,     2.811,     0.088,     0.533,    4
 0,    22.257,     0.818,     5.618,     0.237,     0.445,    6
 1,    22.078,    -4.214,     0.000,     0.000,     1.000,    1
 0,    20.590,    -1.190,     3.854,     0.174,     0.460,    5
 0,    20.086,     0.501,     3.217,     0.137,     0.591,    4
 1,   580.677,    -0.353,    23.014,     0.011,     0.975,    3
 1,    36.882,     3.558,     2.803,     0.061,     0.822,    2
 0,    35.207,    -1.982,     7.007,     0.175,     0.380,    8
 0,    29.241,    -1.161,     4.670,     0.135,     0.430,    6
 0,    27.580,    -1.976,     5.896,     0.198,     0.432,    7
 0,    25.309,     1.456,     5.056,     0.176,     0.454,    6
 0,    25.041,     0.666,     4.071,     0.155,     0.452,    6
 0,    22.641,    -0.575,     4.654,     0.175,     0.474,    5
 0,    21.150,     1.624,     4.356,     0.194,     0.465,    5
 1,   115.763,    -3.523,    14.835,     0.083,     0.601,    5
 0,    44.417,     1.241,     2.571,     0.035,     0.679,    4
 0,    35.210,    -2.807,     5.002,     0.127,     0.618,    3
 0,    34.972,     1.147,     6.925,     0.176,     0.707,    4
 0,    30.954,     0.226,     6.746,     0.195,     0.473,    5
 0,    28.916,    -0.391,     5.712,     0.181,     0.434,    6
 0,    27.094,     3.094,     4.405,     0.143,     0.631,    3
 0,    24.976,     2.061,     5.061,     0.180,     0.383,    7
 0,    22.869,     1.378,     4.573,     0.185,     0.383,    7
 0,    21.406,    -3.396,     2.335,     0.109,     0.707,    2
 0,    20.997,     1.457,     2.470,     0.087,     0.481,    5
 0,    20.963,    -1.522,     4.145,     0.178,     0.535,    4
 0,    20.804,    -1.569,     2.854,     0.116,     0.463,    5
 0,    20.235,     2.849,     1.838,     0.089,     0.717,    2
 1,   803.207,    -0.807,    18.431,     0.006,     0.974,    3
 1,   328.298,     0.831,    18.384,     0.020,     0.926,    5
 0,    45.934,     1.253,     9.043,     0.160,     0.646,    5
 0,    41.285,    -0.046,     8.079,     0.177,     0.410,    7
 1,    36.121,     4.035,     0.000,     0.000,     1.000,    1
 0,    33.251,     4.189,     0.000,     0.000,     1.000,    1
 0,    31.552,    -0.594,     5.635,     0.160,     0.468,    5
 0,    30.796,    -0.037,     6.859,     0.207,     0.425,    6
 0,    30.015,     1.337,     2.329,     0.059,     0.500,    5
 0,    27.043,     0.402,     5.945,     0.211,     0.478,    5
 0,    23.146,    -1.514,     4.203,     0.174,     0.454,    5
 0,    22.972,    -1.181,     3.811,     0.154,     0.510,    5
 0,    22.406,    -0.570,     4.812,     0.206,     0.544,    4
 0,    21.942,     2.264,     4.414,     0.174,     0.482,    5
 0,    21.869,     2.104,     3.472,     0.150,     0.452,    5
 1,   767.714,    -0.465,    18.713,     0.004,     0.992,    2
 1,   119.382,    -0.151,     3.305,     0.014,     0.934,    2
 0,    71.345,    -0.670,    16.361,     0.207,     0.431,    7
 0,    47.758,     3.690,    10.007,     0.202,     0.602,    3
 0,    44.959,     2.250,     5.706,     0.097,     0.479,    5
 0,    40.657,    -3.952,     0.000,     0.000,     1.000,    1
 1,    36.349,     4.221,     0.000,     0.000,     1.000,    1
 0,    28.834,    -2.547,     4.665,     0.143,     0.526,    4
 1,    28.700,    -4.376,     0.000,     0.000,     1.000,    1
 0,    26.256,    -3.134,     5.698,     0.207,     0.645,    3
 0,    23.647,     2.478,     4.383,     0.160,     0.634,    3
 0,    23.528,     3.457,     3.918,     0.159,     0.510,    4
 0,    22.529,    -0.126,     4.466,     0.186,     0.512,    4
 0,    21.448,     0.399,     4.033,     0.184,     0.608,    3
 0,    20.924,     0.301,     2.259,     0.108,     0.611,    3
 0,   527.999,     0.777,    20.242,     0.008,     0.971,    4
 1,    76.289,    -3.542,    18.260,     0.223,     0.465,    5
 1,    63.680,     4.327,     8.591,     0.102,     0.845,    2
 0,    54.048,     2.848,     9.184,     0.153,     0.610,    3
 0,    53.654,     2.806,     9.972,     0.143,     0.554,    4
 0,    48.043,    -1.322,     8.598,     0.161,     0.558,    5
 0,    46.764,    -2.718,     2.679,     0.044,     0.633,    3
 0,    44.336,    -3.478,     0.000,     0.000,     1.000,    1
 0,    42.309,     4.017,     0.000,     0.000,     1.000,    1
 0,    37.346,     2.822,     1.572,     0.031,     0.848,    2
 0,    32.829,     3.571,     3.464,     0.104,     0.717,    2
 0,    29.889,    -2.947,     0.444,     0.015,     0.712,    2
 0,    29.599,     0.989,     5.634,     0.180,     0.460,    5
 0,    26.438,    -4.032,     0.000,     0.000,     1.000,    1
 0,    26.376,    -0.892,     5.710,     0.212,     0.614,    3
 0,    25.644,    -2.749,     0.000,     0.000,     1.000,    1
 0,    24.856,     4.370,     0.000,     0.000,     1.000,    1
 0,    24.753,    -0.422,     4.662,     0.175,     0.518,    4
 0,    21.179,     1.906,     4.276,     0.198,     0.502,    4
 0,    20.723,    -1.923,     4.239,     0.192,     0.506,    4
 1,   429.014,    -1.191,    10.358,     0.005,     0.988,    2
 1,    76.036,     3.151,     0.696,     0.006,     0.872,    2
 0,    23.119,     1.663,     4.891,     0.190,     0.369,    8
 0,    22.282,     1.322,     4.035,     0.148,     0.445,    6
 0,    20.417,    -1.801,     4.564,     0.193,     0.433,    6
 1,   156.980,     0.650,    12.554,     0.036,     0.947,    2
 0,    63.331,     3.530,    13.500,     0.196,     0.503,    4
 0,    46.818,     2.555,     5.894,     0.096,     0.590,    4
 1,    37.342,    -3.006,     4.459,     0.076,     0.685,    4
 0,    34.001,     4.339,     0.000,     0.000,     1.000,    1
 0,    33.791,     1.482,     7.226,     0.209,     0.552,    5
 0,    33.084,     0.811,     7.424,     0.212,     0.430,    6
 0,    32.383,    -1.036,     5.395,     0.146,     0.386,    7
 0,    29.423,     3.452,     3.554,     0.080,     0.882,    2
 0,    27.473,    -1.291,     5.141,     0.167,     0.714,    3
 0,    24.349,    -3.123,     4.635,     0.174,     0.612,    3
 0,    21.866,    -0.516,     2.332,     0.103,     0.659,    3
 0,    20.048,     1.199,     0.000,     0.000,     1.000,    1
 1,   635.052,     0.057,    11.200,     0.003,     0.994,    2
 1,    67.462,     3.948,     0.000,     0.000,     1.000,    1
 0,    38.750,    -3.312,     7.329,     0.182,     0.556,    4
 0,    30.252,     3.638,     5.155,     0.168,     0.712,    2
 0,    25.591,     0.087,     3.181,     0.109,     0.577,    4
 0,    25.104,     0.958,     4.993,     0.181,     0.461,    5
 0,    23.775,    -2.234,     5.175,     0.196,     0.513,    4
 0,    23.507,    -1.739,     5.563,     0.224,     0.452,    5
 0,    22.957,     0.514,     4.246,     0.178,     0.621,    3
 1,    66.117,     3.468,     5.888,     0.081,     0.763,    2
 1,    63.671,    -4.226,     0.000,     0.000,     1.000,    1
 0,    51.886,     3.851,     8.725,     0.151,     0.612,    3
 0,    41.244,     1.150,     9.057,     0.196,     0.451,    6
 0,    34.997,     1.539,     6.895,     0.177,     0.496,    5
 0,    34.813,    -1.148,     7.430,     0.195,     0.421,    7
 0,    32.998,     0.180,     7.404,     0.206,     0.511,    5
 0,    32.361,     1.115,     6.052,     0.181,     0.555,    5
 0,    25.966,     0.590,     4.619,     0.176,     0.458,    5
 0,    25.528,    -3.367,     2.843,     0.108,     0.726,    2
 0,    23.050,     2.563,     1.732,     0.058,     0.839,    2
 0,    22.482,     1.994,     4.419,     0.183,     0.518,    4
 0,    21.805,    -1.510,     3.338,     0.117,     0.841,    2
 1,   700.824,    -0.701,    36.186,     0.009,     0.977,    4
 0,    37.125,    -0.119,     5.891,     0.136,     0.401,    7
 0,    34.829,    -0.700,     6.083,     0.141,     0.500,    6
 0,    34.687,    -1.752,     5.262,     0.135,     0.363,    8
 0,    30.353,    -1.006,     6.657,     0.190,     0.424,    6
 0,    27.198,    -0.980,     5.121,     0.166,     0.393,    7
 0,    25.739,     1.185,     3.524,     0.127,     0.633,    3
 0,    23.951,     1.135,     0.414,     0.017,     0.733,    2
 0,    22.286,     1.183,     3.406,     0.149,     0.664,    3
 0,    20.388,    -0.054,     4.223,     0.180,     0.466,    5
 0,    20.239,    -0.335,     4.043,     0.191,     0.618,    3
 0,    20.143,     3.380,     3.047,     0.137,     0.580,    3
 1,   388.373,    -2.165,    22.844,     0.022,     0.960,    4
 1,   188.258,     1.344,    14.698,     0.034,     0.894,    3
 1,   124.464,     2.918,     7.001,     0.032,     0.916,    2
 1,    82.561,    -3.110,     6.496,     0.056,     0.653,    4
 0,    65.033,     1.025,     9.672,     0.116,     0.464,    7
 0,    31.426,     0.634,     6.449,     0.196,     0.361,    8
 0,    26.867,     0.941,     5.644,     0.171,     0.482,    6
 0,    21.161,     2.232,     4.121,     0.173,     0.419,    6
 0,    20.995,     0.845,     3.887,     0.176,     0.471,    5
 0,    20.109,     2.803,     0.000,     0.000,     1.000,    1
 1,   118.082,     1.289,    14.985,     0.066,     0.791,    6
 1,    95.196,    -3.528,     6.300,     0.024,     0.967,    2
 1,    38.772,     4.360,     6.293,     0.145,     0.775,    2
 0,    34.714,     1.037,     6.388,     0.172,     0.514,    5
 0,    28.221,     3.150,     4.309,     0.144,     0.529,    4
 0,    22.537,    -0.024,     5.033,     0.204,     0.531,    4
 0,    20.000,     0.507,     4.352,     0.211,     0.512,    4
 1,    96.855,     3.517,    10.629,     0.090,     0.814,    2
 0,    53.055,    -1.234,     8.776,     0.152,     0.407,    8
 0,    52.810,    -2.598,     4.791,     0.045,     0.938,    2
 0,    43.715,     1.261,     8.436,     0.180,     0.502,    6
 0,    43.334,    -1.062,    11.400,     0.216,     0.404,    7
 0,    34.813,     1.635,     5.333,     0.127,     0.473,    6
 0,    27.217,     1.226,     4.791,     0.152,     0.528,    5
 0,    24.479,    -0.169,     4.691,     0.177,     0.421,    6
 0,    23.189,     0.080,     5.707,     0.231,     0.453,    5
 0,    20.450,    -1.528,     4.148,     0.188,     0.589,    4
 1,   716.732,     0.881,    31.670,     0.007,     0.984,    4
 1,    48.341,    -1.341,     2.110,     0.022,     0.887,    3
 0,    34.303,    -0.895,     4.682,     0.121,     0.453,    6
 0,    22.326,    -0.154,     5.573,     0.237,     0.391,    7
 0,    20.229,     2.386,     2.573,     0.103,     0.435,    6
 0,    20.092,     0.501,     4.688,     0.224,     0.540,    4
 1,   591.920,    -0.535,     9.651,     0.008,     0.936,    2
 1,    69.787,    -3.549,     9.547,     0.092,     0.804,    3
 0,    46.058,     0.322,    10.138,     0.192,     0.393,    7
 0,    43.104,    -2.708,     4.932,     0.109,     0.739,    2
 0,    42.426,    -0.253,     4.293,     0.084,     0.619,    4
 1,    41.515,     2.863,     1.036,     0.025,     0.713,    2
 0,    33.252,    -1.330,     4.357,     0.100,     0.783,    3
 0,    28.670,     0.444,     4.670,     0.140,     0.526,    4
 0,    27.165,     1.080,     3.961,     0.114,     0.747,    3
 0,    26.286,     0.227,     5.585,     0.194,     0.363,    8
 0,    23.789,     1.014,     3.851,     0.133,     0.583,    5
 0,    22.626,    -1.719,     4.842,     0.187,     0.460,    5
 0,    22.271,     2.807,     0.828,     0.035,     0.743,    2
 0,    22.186,    -1.097,     5.239,     0.224,     0.478,    5
 0,    22.005,    -2.416,     3.858,     0.161,     0.471,    5
 0,    21.533,    -0.793,     4.360,     0.184,     0.418,    6
 1,   439.015,     1.832,    31.610,     0.029,     0.918,    8
 1,   148.337,     3.037,    10.648,     0.042,     0.796,    4
 1,    54.890,    -3.799,     0.000,     0.000,     1.000,    1
 0,    37.814,     3.794,     6.725,     0.167,     0.742,    2
 0,    21.966,     0.211,     4.612,     0.173,     0.427,    6
 0,    20.792,     0.961,     4.446,     0.180,     0.483,    5
 0,    20.755,     0.140,     3.597,     0.136,     0.594,    4
 1,   322.377,    -0.951,     4.398,     0.004,     0.979,    2
 0,   143.473,    -1.908,    18.610,     0.077,     0.536,   10
 0,   123.308,     1.077,    14.626,     0.095,     0.474,    9
 0,    45.835,     0.457,     9.499,     0.185,     0.405,    8
 0,    36.865,    -1.292,     4.394,     0.061,     0.856,    3
 0,    27.427,    -0.540,     4.768,     0.167,     0.441,    6
 0,    26.240,     1.105,     4.639,     0.156,     0.471,    6
 0,    25.778,     0.806,     6.924,     0.251,     0.390,    7
 0,    24.574,    -1.558,     4.983,     0.188,     0.482,    5
 0,    24.266,     1.097,     4.077,     0.148,     0.625,    4
 1,    24.205,    -4.266,     0.000,     0.000,     1.000,    1
 0,    24.098,    -0.139,     3.803,     0.137,     0.435,    6
 1,   721.957,     0.156,    19.329,     0.009,     0.962,    3
 1,    84.579,     3.692,     8.379,     0.060,     0.903,    2
 0,    41.736,     4.058,     9.185,     0.204,     0.647,    3
 1,    39.468,    -4.293,     8.093,     0.193,     0.608,    3
 0,    32.641,    -0.804,     5.634,     0.146,     0.454,    5
 0,    25.382,    -0.790,     2.948,     0.107,     0.616,    3
 0,    23.976,    -0.333,     5.405,     0.215,     0.511,    4
 0,    23.563,     0.011,     4.621,     0.186,     0.464,    5
 0,    20.515,    -1.789,     3.528,     0.153,     0.452,    5
 1,   665.294,    -0.831,    25.397,     0.010,     0.968,    4
 0,   231.123,     0.138,     0.000,     0.000,     1.000,    1
 0,    44.261,    -2.513,     8.836,     0.185,     0.464,    6
 0,    42.711,    -0.602,     9.178,     0.208,     0.405,    7
 0,    38.264,     1.155,     5.596,     0.123,     0.582,    4
 0,    29.862,     0.040,     5.521,     0.168,     0.470,    5
 0,    27.871,    -1.154,     0.000,     0.000,     1.000,    1
 0,    27.451,     0.227,     6.085,     0.202,     0.462,    5
 0,    26.740,     3.500,     5.540,     0.178,     0.591,    3
 0,    25.798,     3.112,     3.854,     0.132,     0.781,    2
 0,    25.546,    -0.725,     3.838,     0.141,     0.506,    4
 0,    24.580,     1.111,     3.312,     0.123,     0.507,    4
 0,    23.132,     1.337,     0.000,     0.000,     1.000,    1
 0,    20.573,    -2.530,     3.888,     0.181,     0.662,    3
 0,    20.529,     0.545,     2.025,     0.091,     0.585,    3
 0,    20.453,     2.005,     2.934,     0.123,     0.506,    4
 0,    20.166,     1.136,     1.481,     0.071,     0.732,    2
 1,   771.912,    -1.076,     0.000,     0.000,     1.000,    1
 0,    34.746,    -1.292,     6.961,     0.186,     0.463,    6
 0,    31.660,     0.371,     5.683,     0.160,     0.535,    5
 0,    27.120,     0.398,     4.582,     0.168,     0.485,    5
 0,    25.384,     1.168,     5.617,     0.208,     0.471,    5
 0,    21.239,     3.565,     4.849,     0.226,     0.529,    4
 1,    61.239,    -3.082,     6.955,     0.071,     0.847,    3
 0,    49.652,     4.107,     9.207,     0.177,     0.615,    3
 0,    39.800,     0.802,     9.710,     0.226,     0.344,   10
 1,    35.098,     2.926,     6.276,     0.161,     0.531,    4
 0,    28.593,     3.057,     3.037,     0.087,     0.638,    3
 0,    27.888,    -0.020,     5.969,     0.205,     0.472,    5
 0,    25.894,     4.345,     3.523,     0.122,     0.770,    2
 0,    24.608,     0.062,     4.170,     0.158,     0.485,    5
 1,   926.776,    -0.556,    31.319,     0.004,     0.989,    3
 1,   507.936,    -0.074,    10.540,     0.004,     0.992,    2
 0,    66.938,    -0.276,    10.891,     0.136,     0.528,    6
 0,    64.400,    -4.390,    12.596,     0.190,     0.620,    3
 1,    54.679,     4.249,     8.648,     0.132,     0.807,    2
 0,    40.967,    -2.919,     4.973,     0.120,     0.712,    2
 0,    39.679,    -1.265,     5.295,     0.119,     0.421,    6
 0,    35.440,    -1.316,     7.768,     0.190,     0.492,    5
 0,    33.918,    -3.608,     4.791,     0.103,     0.856,    2
 0,    32.157,    -1.801,     7.011,     0.202,     0.433,    6
 0,    30.294,    -3.697,     3.805,     0.086,     0.875,    2
 0,    30.255,    -0.283,     5.263,     0.164,     0.466,    5
 0,    27.859,    -2.646,     2.348,     0.079,     0.635,    3
 0,    26.160,     1.136,     0.000,     0.000,     1.000,    1
 0,    25.036,     2.802,     2.907,     0.116,     0.707,    2
 0,    23.595,    -0.234,     4.094,     0.171,     0.633,    3
 0,    22.658,     0.572,     2.905,     0.101,     0.596,    3
 0,    22.460,     1.133,     1.537,     0.056,     0.815,    2
 0,    22.207,    -0.766,     3.796,     0.154,     0.578,    3
 0,    21.826,    -0.670,     4.447,     0.198,     0.599,    3
 0,    21.450,    -1.721,     1.284,     0.057,     0.619,    3
 0,    21.394,     1.214,     2.826,     0.103,     0.835,    2
 0,    20.297,    -0.841,     4.092,     0.197,     0.503,    4
 1,   503.633,    -1.186,    17.588,     0.009,     0.955,    4
 1,    59.009,     4.234,     4.069,     0.067,     0.725,    2
 0,    32.803,     1.266,     5.480,     0.132,     0.531,    5
 0,    32.481,     2.174,     5.179,     0.118,     0.501,    7
 0,    25.682,     1.151,     3.835,     0.124,     0.430,    6
 0,    25.518,     0.079,     3.285,     0.122,     0.435,    6
 0,    23.878,    -0.368,     3.800,     0.140,     0.472,    5
 0,    22.347,    -0.707,     4.133,     0.173,     0.383,    7
 0,    20.775,    -1.363,     3.375,     0.129,     0.488,    5
 0,    20.370,    -0.507,     3.355,     0.140,     0.654,    3
 1,   391.066,     2.002,    17.503,     0.011,     0.957,    5
 1,    40.802,    -3.975,     0.000,     0.000,     1.000,    1
 0,    32.549,     2.726,     2.032,     0.051,     0.588,    3
 0,    32.313,     0.044,     7.321,     0.214,     0.450,    6
 0,    32.262,     1.118,     5.513,     0.162,     0.437,    6
 0,    29.807,     0.474,     5.865,     0.186,     0.518,    4
 0,    22.578,     1.892,     3.484,     0.137,     0.459,    5
 0,    21.848,    -1.703,     2.804,     0.107,     0.455,    5
 0,    20.866,     0.806,     3.577,     0.164,     0.530,    4
 0,    20.458,     0.368,     3.746,     0.151,     0.458,    5
 0,    20.376,     1.538,     4.217,     0.168,     0.606,    3
 0,    20.248,    -1.679,     3.547,     0.155,     0.505,    4
 1,   897.734,    -1.171,    54.833,     0.018,     0.953,    7
 0,    55.334,     0.770,    14.287,     0.228,     0.315,   11
 0,    39.095,    -0.269,     7.631,     0.162,     0.521,    5
 0,    30.106,    -1.213,     5.058,     0.146,     0.455,    6
 0,    30.052,     1.230,     4.692,     0.127,     0.672,    4
 0,    29.566,    -2.582,     3.168,     0.092,     0.523,    4
 0,    29.071,    -1.100,     4.775,     0.153,     0.584,    4
 0,    29.009,    -1.320,     5.911,     0.190,     0.534,    4
 0,    27.095,    -0.402,     5.044,     0.159,     0.457,    5
 0,    24.477,    -2.683,     0.000,     0.000,     1.000,    1
 0,    24.456,    -4.177,     0.000,     0.000,     1.000,    1
 0,    22.603,     2.376,     4.482,     0.194,     0.470,    5
 0,    21.180,    -3.513,     3.101,     0.145,     0.708,    2
 1,    20.778,    -3.335,     3.086,     0.127,     0.637,    3
 1,  1064.581,    -0.241,    10.806,     0.002,     0.983,    3
 1,    70.868,     3.548,    10.401,     0.136,     0.562,    4
 0,    30.363,    -0.498,     6.469,     0.192,     0.495,    5
 0,    29.313,     1.827,     5.528,     0.153,     0.493,    6
 0,    25.742,     0.421,     5.178,     0.174,     0.436,    6
 1,    24.548,    -4.183,     0.000,     0.000,     1.000,    1
 0,    23.040,     0.128,     4.670,     0.179,     0.426,    6
 0,    21.619,    -1.098,     4.001,     0.177,     0.473,    5
 0,    20.547,     1.948,     2.938,     0.125,     0.458,    5
 0,    20.495,     1.516,     3.148,     0.141,     0.447,    6
 0,    20.387,    -4.287,     0.000,     0.000,     1.000,    1
 0,    20.320,     0.184,     4.953,     0.236,     0.508,    4
 1,   598.888,    -0.166,    24.332,     0.011,     0.977,    4
 1,    65.674,    -2.560,     7.107,     0.101,     0.588,    4
 1,    36.116,     4.080,     0.000,     0.000,     1.000,    1
 0,    29.805,     1.249,     4.770,     0.140,     0.676,    3
 0,    27.800,     3.571,     3.675,     0.130,     0.619,    3
 0,    27.563,    -1.264,     6.437,     0.220,     0.475,    5
 0,    24.959,     0.873,     4.950,     0.190,     0.590,    3
 0,    24.829,     2.536,     3.022,     0.100,     0.526,    4
 0,    24.700,    -0.697,     4.880,     0.189,     0.455,    5
 0,    23.062,     2.683,     1.633,     0.052,     0.856,    2
 0,    22.755,     0.603,     4.206,     0.161,     0.523,    4
 0,    21.706,     1.715,     2.765,     0.123,     0.679,    3
 0,    21.389,     1.078,     3.699,     0.134,     0.520,    4
 1,  1051.288,     1.287,    47.063,     0.012,     0.957,    6
 1,   775.489,     0.054,    32.909,     0.018,     0.932,    5
 1,    52.524,     3.281,     5.414,     0.068,     0.725,    3
 0,    40.355,    -1.148,     3.859,     0.092,     0.733,    2
 1,    32.104,    -4.158,     0.000,     0.000,     1.000,    1
 0,    28.280,    -0.758,     6.615,     0.209,     0.355,    8
