background/signal,pT GeV,mass GeV,width,ptD,#of constituents
1,32.991,3.605,0.066,0.904,2
1,80.542,4.382,0.043,0.573,5
1,67.777,7.65,0.082,0.837,6
1,101.363,10.027,0.062,0.657,7
1,47.538,4.393,0.09,0.658,3
1,36.17,4.946,0.115,0.526,5
0,24.453,5.508,0.212,0.449,8
1,22.9,5.287,0.21,0.492,7
0,32.725,6.978,0.197,0.602,9
1,20.713,0.567,0.026,0.735,2
1,98.234,7.667,0.039,0.652,6
0,20.889,3.199,0.142,0.597,3
0,27.185,4.857,0.166,0.689,3
1,49.49,10.101,0.193,0.506,6
1,88.591,11.72,0.097,0.624,6
0,32.055,5.341,0.153,0.76,2
1,242.781,25.025,0.069,0.626,7
0,41.41,6.835,0.154,0.538,4
1,33.437,4.409,0.126,0.586,4
0,21.204,2.899,0.102,0.685,4
0,36.624,4.237,0.079,0.61,5
1,63.156,14.08,0.217,0.485,6
1,62.842,10.567,0.133,0.583,4
1,230.798,9.274,0.012,0.971,4
0,26.828,4.032,0.134,0.558,4
0,24.903,1.341,0.047,0.787,2
1,48.094,6.592,0.104,0.633,5
1,44.122,2.479,0.051,0.769,2
0,24.851,4.277,0.142,0.684,7
0,20.34,3.355,0.131,0.593,3
0,50.956,6.253,0.105,0.536,5
0,33.874,5.015,0.106,0.635,9
1,115.836,16.111,0.102,0.56,5
1,156.398,1.866,0.011,0.778,2
0,26.94,0.817,0.028,0.754,2
1,25.335,4.922,0.172,0.471,8
0,47.951,6.244,0.081,0.735,4
1,98.456,16.526,0.125,0.502,8
0,39.209,6.28,0.147,0.525,4
0,36.233,5.472,0.122,0.719,7
0,60.736,9.6,0.139,0.614,9
1,20.861,0.0,0.0,1.0,1
1,136.058,10.698,0.039,0.821,4
1,106.123,16.349,0.124,0.628,5
0,145.004,14.312,0.06,0.692,4
1,104.743,11.981,0.082,0.579,5
1,136.773,19.855,0.085,0.795,7
1,46.954,0.0,0.0,1.0,1
1,47.436,3.986,0.068,0.77,4
1,40.514,7.651,0.162,0.491,5
1,49.311,9.358,0.174,0.439,8
0,21.522,4.239,0.183,0.597,5
0,26.859,5.576,0.198,0.618,3
0,36.919,7.622,0.195,0.472,8
1,87.653,13.223,0.118,0.61,3
0,37.945,5.783,0.113,0.568,5
1,34.661,0.405,0.011,0.751,2
0,32.587,4.425,0.129,0.564,4
1,72.606,8.093,0.077,0.574,4
1,54.759,3.693,0.05,0.733,4
1,185.151,14.704,0.027,0.956,5
1,88.171,8.596,0.061,0.617,7
1,27.972,4.262,0.126,0.529,5
1,60.535,3.851,0.045,0.773,4
0,36.766,0.0,0.0,1.0,1
0,28.866,4.466,0.151,0.638,3
0,27.388,3.982,0.132,0.602,7
1,185.877,12.451,0.026,0.949,7
1,27.406,2.803,0.085,0.806,2
1,84.014,18.12,0.184,0.405,9
1,67.288,3.8,0.035,0.815,4
1,63.431,3.622,0.028,0.762,4
0,46.409,7.988,0.166,0.601,5
0,32.749,5.597,0.163,0.583,6
1,73.084,7.762,0.062,0.674,5
0,44.117,7.632,0.158,0.472,7
1,87.075,10.82,0.079,0.558,7
1,199.387,28.959,0.116,0.431,17
0,39.275,7.754,0.16,0.523,4
0,42.426,7.997,0.174,0.426,10
0,22.01,2.923,0.097,0.745,3
1,104.208,10.504,0.074,0.681,5
1,79.468,6.159,0.031,0.96,2
1,57.063,5.09,0.078,0.519,5
0,36.522,5.91,0.156,0.727,2
0,41.346,6.293,0.119,0.58,6
1,23.625,0.774,0.032,0.727,2
0,25.188,1.391,0.053,0.731,2
1,121.508,10.352,0.038,0.677,5
1,68.46,7.979,0.089,0.646,5
0,22.179,2.492,0.065,0.913,2
0,33.17,2.632,0.042,0.672,3
1,66.832,0.631,0.001,0.998,3
1,77.041,1.106,0.009,0.889,2
1,88.389,0.0,0.0,1.0,1
0,40.569,5.401,0.123,0.678,4
1,328.474,27.121,0.046,0.712,6
1,236.933,25.537,0.064,0.842,6
1,41.429,5.648,0.126,0.525,5
0,23.941,2.83,0.118,0.707,2
0,36.761,3.903,0.089,0.557,4
0,20.777,2.552,0.11,0.594,3
0,21.704,3.315,0.12,0.818,3
0,21.11,3.067,0.125,0.642,3
1,89.887,4.248,0.037,0.783,3
0,68.212,15.556,0.205,0.384,8
1,103.289,14.714,0.115,0.596,13
1,80.435,8.988,0.083,0.591,7
0,20.162,3.758,0.18,0.549,4
1,102.781,0.0,0.0,1.0,1
0,33.778,5.027,0.145,0.692,3
0,51.762,9.993,0.17,0.622,7
1,161.755,26.855,0.14,0.569,8
0,69.574,13.745,0.181,0.495,12
1,70.908,1.394,0.003,0.995,2
1,85.313,14.55,0.162,0.507,11
1,62.237,10.743,0.17,0.662,3
1,54.329,9.778,0.169,0.513,6
1,183.272,22.323,0.08,0.746,12
1,74.284,5.546,0.053,0.764,3
0,31.767,6.527,0.196,0.583,9
1,151.008,23.096,0.143,0.604,5
0,55.212,12.523,0.201,0.441,10
1,125.931,12.791,0.065,0.65,6
0,20.912,3.652,0.162,0.528,4
0,47.81,11.428,0.226,0.364,14
1,234.334,19.016,0.046,0.666,6
1,55.426,3.638,0.065,0.711,2
0,21.679,3.283,0.135,0.623,3
0,34.8,8.613,0.231,0.367,11
0,23.778,4.669,0.189,0.621,5
0,32.851,5.12,0.138,0.532,5
1,45.1,4.558,0.072,0.801,3
0,23.113,5.524,0.231,0.471,6
0,28.278,5.053,0.144,0.528,7
0,41.14,10.286,0.24,0.451,13
0,28.208,3.788,0.122,0.763,2
0,52.574,9.15,0.153,0.691,3
0,34.386,0.0,0.0,1.0,1
1,54.873,0.0,0.0,1.0,1
0,20.253,4.284,0.206,0.553,4
0,25.967,3.233,0.085,0.779,4
0,22.823,3.042,0.132,0.713,2
0,21.44,1.614,0.069,0.752,3
1,25.937,0.0,0.0,1.0,1
1,81.111,9.763,0.076,0.653,8
0,27.979,6.751,0.228,0.474,7
0,26.513,3.595,0.1,0.79,6
0,30.818,6.055,0.181,0.592,9
1,155.842,18.627,0.076,0.65,4
1,93.243,9.968,0.073,0.662,6
1,187.676,17.302,0.085,0.586,4
0,36.086,5.648,0.154,0.591,3
0,39.308,6.181,0.146,0.675,3
1,112.043,7.2,0.029,0.836,3
1,60.813,3.468,0.03,0.854,4
1,48.63,5.593,0.095,0.543,5
0,64.449,14.705,0.216,0.544,7
1,44.989,5.823,0.107,0.535,5
1,32.031,3.351,0.086,0.645,3
1,83.774,14.869,0.156,0.595,10
0,37.842,8.952,0.214,0.441,8
0,36.798,0.0,0.0,1.0,1
1,40.988,6.601,0.122,0.562,5
1,184.021,15.379,0.057,0.837,5
0,23.786,4.64,0.17,0.533,8
0,23.018,1.388,0.053,0.782,2
1,87.949,16.26,0.161,0.467,6
0,29.022,4.331,0.134,0.637,3
1,149.457,9.297,0.024,0.781,5
1,37.932,3.775,0.072,0.631,4
1,25.554,2.176,0.05,0.909,2
0,32.596,3.237,0.097,0.72,2
0,33.713,5.424,0.135,0.723,3
1,33.182,5.783,0.159,0.554,4
1,28.091,4.732,0.118,0.656,6
0,23.966,0.0,0.0,1.0,1
1,145.977,21.323,0.118,0.571,14
1,30.264,2.506,0.062,0.849,2
0,25.033,3.813,0.126,0.623,6
0,21.013,2.359,0.092,0.724,3
0,37.041,7.044,0.175,0.634,4
1,48.427,2.878,0.02,0.972,2
0,22.222,0.0,0.0,1.0,1
1,226.595,8.146,0.011,0.958,4
1,51.092,0.0,0.0,1.0,1
1,124.623,12.231,0.068,0.657,3
0,23.6,0.926,0.026,0.879,2
0,37.43,5.383,0.137,0.605,4
0,24.606,6.141,0.233,0.44,10
1,50.438,5.968,0.113,0.643,4
1,72.601,16.113,0.21,0.39,9
0,28.526,5.755,0.19,0.613,4
0,27.518,0.0,0.0,1.0,1
0,21.495,3.303,0.131,0.587,7
1,49.488,2.794,0.037,0.841,3
0,34.935,4.338,0.099,0.708,4
1,44.277,7.552,0.155,0.491,5
0,22.945,2.218,0.069,0.849,3
0,32.249,5.529,0.155,0.603,4
1,45.817,7.492,0.15,0.592,5
0,21.238,3.705,0.161,0.583,5
0,22.323,4.959,0.184,0.483,7
1,94.105,14.612,0.128,0.778,3
0,26.628,5.846,0.211,0.435,9
1,156.043,8.0,0.03,0.75,4
0,25.465,3.107,0.118,0.603,4
1,28.156,0.986,0.02,0.915,2
0,22.18,2.501,0.098,0.789,2
1,50.036,4.551,0.084,0.548,5
1,108.979,9.874,0.068,0.611,3
1,80.995,1.983,0.003,0.996,2
0,27.131,4.74,0.164,0.606,7
0,39.964,5.774,0.116,0.554,4
1,170.085,16.202,0.05,0.916,7
1,185.069,33.859,0.163,0.5,10
0,20.256,3.478,0.169,0.714,2
0,61.661,0.0,0.0,1.0,1
1,55.448,9.512,0.154,0.473,5
1,67.139,1.378,0.017,0.813,2
0,39.838,9.437,0.219,0.403,8
1,48.86,11.353,0.221,0.442,16
0,53.633,11.167,0.19,0.345,12
1,86.455,9.851,0.091,0.609,4
0,35.3,5.846,0.157,0.406,8
0,21.994,1.839,0.035,0.955,2
0,34.921,4.839,0.087,0.687,5
1,60.079,7.579,0.105,0.577,7
1,155.453,25.072,0.148,0.557,5
0,27.611,2.904,0.056,0.691,3
0,21.206,3.798,0.167,0.604,4
0,27.018,2.782,0.064,0.897,2
1,96.132,8.14,0.042,0.929,5
0,20.632,3.456,0.139,0.601,4
0,22.855,3.478,0.107,0.623,4
1,144.425,15.567,0.077,0.625,4
0,26.681,3.678,0.113,0.602,3
0,65.593,15.656,0.22,0.418,11
1,60.934,4.104,0.057,0.735,4
0,24.819,2.045,0.077,0.678,5
1,117.179,20.121,0.113,0.648,5
1,67.813,10.98,0.132,0.634,4
1,46.438,8.334,0.159,0.555,5
0,23.514,5.11,0.193,0.566,5
1,147.182,5.3,0.007,0.991,2
0,24.382,0.278,0.011,0.707,2
0,55.931,7.668,0.128,0.479,5
0,49.508,7.074,0.127,0.62,3
1,116.463,16.278,0.105,0.611,5
0,20.845,0.993,0.036,0.848,2
0,26.275,2.371,0.085,0.745,2
0,20.142,3.759,0.174,0.708,3
0,23.329,3.073,0.092,0.749,4
0,23.876,1.593,0.04,0.865,5
0,27.968,5.454,0.19,0.555,4
0,27.915,0.0,0.0,1.0,1
0,21.962,0.749,0.006,0.992,2
1,44.277,3.31,0.037,0.788,3
0,24.484,3.272,0.112,0.751,5
1,44.146,5.997,0.103,0.561,6
1,82.732,5.81,0.025,0.969,2
0,23.807,3.239,0.105,0.772,3
0,21.3,5.105,0.228,0.518,7
1,77.34,10.761,0.105,0.477,8
1,20.805,0.0,0.0,1.0,1
1,135.16,12.008,0.034,0.938,5
1,63.876,10.681,0.135,0.598,3
0,32.412,4.584,0.118,0.441,7
0,35.654,7.944,0.215,0.557,5
1,184.32,15.869,0.06,0.702,8
0,41.941,4.358,0.093,0.715,3
1,23.059,0.0,0.0,1.0,1
0,28.585,6.673,0.225,0.591,4
0,20.049,3.305,0.147,0.484,8
1,64.327,14.165,0.205,0.399,14
0,20.164,2.913,0.141,0.718,2
1,140.09,3.839,0.025,0.763,2
0,37.025,2.143,0.058,0.709,2
1,42.168,7.852,0.176,0.52,4
0,26.263,3.787,0.114,0.535,5
1,161.226,9.834,0.039,0.828,3
1,20.729,2.393,0.079,0.777,3
1,95.915,11.409,0.086,0.558,10
0,21.1,0.0,0.0,1.0,1
0,22.771,3.929,0.16,0.655,5
0,39.077,7.332,0.183,0.58,3
0,49.346,10.142,0.19,0.508,4
1,62.363,5.561,0.042,0.94,3
0,58.158,12.236,0.178,0.422,13
0,22.221,4.485,0.192,0.492,7
0,46.261,8.237,0.17,0.505,4
0,27.053,3.978,0.121,0.72,4
1,126.715,12.505,0.076,0.55,9
1,51.699,1.096,0.021,0.713,2
1,69.19,8.485,0.1,0.671,3
0,44.141,9.251,0.2,0.543,5
1,31.988,1.72,0.039,0.708,3
1,24.863,2.289,0.09,0.626,3
1,100.472,5.216,0.035,0.712,3
1,67.494,1.929,0.029,0.708,2
1,97.816,15.425,0.146,0.463,9
1,152.153,11.176,0.032,0.855,6
0,32.922,1.732,0.013,0.945,3
1,185.732,33.547,0.165,0.689,4
1,23.644,2.43,0.06,0.911,2
0,22.592,2.781,0.11,0.666,3
0,42.233,6.736,0.137,0.555,6
0,23.828,1.68,0.053,0.656,5
1,172.172,25.514,0.105,0.65,9
0,48.732,4.711,0.061,0.648,3
0,26.522,4.825,0.146,0.718,4
1,30.899,1.92,0.048,0.79,5
0,25.287,4.55,0.174,0.451,6
0,25.034,4.623,0.171,0.515,8
1,106.967,6.084,0.046,0.718,3
1,62.707,0.615,0.008,0.814,2
1,161.506,7.949,0.041,0.682,3
1,69.845,10.725,0.138,0.458,8
1,47.789,4.224,0.045,0.674,3
0,33.065,6.245,0.173,0.587,3
1,148.337,10.648,0.042,0.796,4
0,28.586,4.21,0.135,0.576,8
1,55.679,3.151,0.048,0.799,2
0,25.731,3.782,0.119,0.771,3
1,77.028,3.927,0.022,0.713,3
0,53.429,4.963,0.087,0.655,3
1,68.532,6.442,0.065,0.635,4
1,53.862,9.706,0.157,0.631,6
1,109.538,15.281,0.095,0.525,8
1,91.057,4.2,0.039,0.8,2
0,43.711,8.569,0.174,0.556,7
0,21.076,2.672,0.1,0.784,4
1,104.173,0.0,0.0,1.0,1
1,46.844,2.637,0.025,0.948,2
1,101.697,11.46,0.11,0.647,3
0,30.521,4.009,0.105,0.591,8
1,53.475,4.006,0.051,0.715,3
1,69.545,2.811,0.039,0.726,2
0,23.628,3.046,0.122,0.552,4
0,30.553,2.877,0.073,0.746,3
1,34.967,4.956,0.109,0.736,3
1,130.968,25.03,0.155,0.386,13
1,62.964,4.447,0.07,0.708,2
1,97.004,11.313,0.087,0.614,10
0,34.981,5.813,0.157,0.629,8
1,23.564,4.174,0.16,0.561,4
0,22.449,3.0,0.109,0.623,4
1,98.602,0.0,0.0,1.0,1
1,32.279,6.176,0.168,0.458,5
1,131.567,10.632,0.059,0.758,4
0,31.241,4.457,0.133,0.535,5
1,27.7,2.401,0.081,0.667,3
0,49.167,9.207,0.177,0.455,11
0,25.172,0.0,0.0,1.0,1
0,20.133,1.67,0.046,0.92,2
0,64.809,10.131,0.137,0.513,5
0,27.665,3.431,0.113,0.695,4
1,80.874,7.262,0.064,0.597,4
0,27.847,4.099,0.137,0.531,4
1,51.447,5.749,0.098,0.623,3
0,20.776,1.925,0.059,0.893,2
1,47.531,1.136,0.012,0.933,2
1,106.649,13.18,0.088,0.733,11
0,21.125,0.0,0.0,1.0,1
1,53.225,9.159,0.141,0.553,7
1,51.679,5.94,0.075,0.64,4
1,70.58,7.577,0.073,0.863,3
0,26.274,3.625,0.129,0.382,11
1,40.072,3.077,0.061,0.655,5
0,47.234,9.514,0.176,0.424,8
1,60.49,3.411,0.032,0.714,4
0,25.312,0.612,0.023,0.739,2
0,26.121,0.0,0.0,1.0,1
1,86.555,6.245,0.031,0.835,3
1,117.674,18.376,0.13,0.655,10
0,29.318,4.01,0.123,0.677,6
1,99.706,13.854,0.096,0.72,5
0,27.843,3.543,0.125,0.709,4
1,104.448,20.153,0.156,0.666,4
0,20.837,2.951,0.14,0.608,3
0,20.261,3.88,0.153,0.622,6
0,23.253,5.227,0.216,0.477,8
1,57.747,4.162,0.03,0.937,5
0,25.493,1.937,0.076,0.707,2
1,92.829,7.851,0.041,0.744,3
0,21.258,2.501,0.116,0.55,4
1,30.163,5.44,0.178,0.708,2
0,28.375,4.896,0.145,0.527,5
0,21.634,4.209,0.185,0.513,4
0,24.493,0.0,0.0,1.0,1
1,66.621,6.788,0.077,0.62,3
1,92.448,9.731,0.094,0.67,3
0,47.501,7.134,0.141,0.744,2
1,48.061,3.235,0.054,0.822,2
1,73.898,7.011,0.063,0.623,6
0,27.991,4.684,0.164,0.714,2
1,48.213,0.47,0.003,0.97,2
1,92.163,8.993,0.093,0.63,5
0,20.742,3.929,0.171,0.56,5
1,80.675,9.561,0.071,0.672,5
0,38.73,6.378,0.139,0.565,5
1,157.312,15.075,0.076,0.656,5
1,72.049,6.9,0.069,0.761,4
1,39.86,4.02,0.094,0.675,3
1,67.674,7.441,0.096,0.689,5
1,222.26,16.232,0.039,0.668,6
0,24.827,4.22,0.156,0.566,4
0,36.919,4.679,0.118,0.587,3
1,77.076,0.911,0.012,0.723,2
0,20.839,3.652,0.133,0.628,6
0,36.933,6.745,0.159,0.717,3
1,144.035,27.487,0.163,0.437,9
0,24.243,1.008,0.041,0.712,2
1,30.649,0.0,0.0,1.0,1
1,60.677,9.354,0.13,0.552,7
1,35.733,0.0,0.0,1.0,1
0,20.546,3.492,0.15,0.429,6
0,25.475,5.719,0.21,0.485,6
0,26.224,2.473,0.094,0.709,2
0,37.927,5.816,0.133,0.433,8
0,99.791,14.627,0.119,0.59,7
1,53.115,2.698,0.031,0.904,2
0,55.259,10.035,0.168,0.47,12
1,75.038,9.074,0.088,0.7,5
0,44.871,9.299,0.192,0.407,10
1,85.201,7.108,0.043,0.915,4
0,55.78,10.009,0.153,0.621,11
1,82.403,9.964,0.1,0.759,3
1,113.884,8.755,0.046,0.655,3
0,23.003,3.202,0.136,0.721,2
0,47.783,6.754,0.134,0.568,4
1,80.198,10.19,0.103,0.537,4
1,286.851,14.0,0.015,0.917,6
1,27.25,1.793,0.053,0.821,2
0,32.646,7.117,0.202,0.497,9
1,35.976,1.287,0.033,0.752,2
0,29.134,2.192,0.033,0.95,2
0,35.3,6.198,0.138,0.566,4
1,50.248,9.066,0.156,0.591,4
0,26.734,4.409,0.146,0.471,5
1,88.679,15.797,0.147,0.441,7
1,44.794,1.079,0.024,0.708,2
1,27.823,0.0,0.0,1.0,1
1,186.981,16.463,0.068,0.643,4
0,21.478,0.942,0.039,0.78,2
1,29.728,1.998,0.059,0.622,4
1,111.649,16.387,0.115,0.674,5
1,24.519,3.065,0.082,0.607,6
0,74.486,14.864,0.179,0.514,7
0,54.125,5.903,0.061,0.915,3
1,70.19,16.649,0.214,0.411,11
1,112.852,0.0,0.0,1.0,1
0,51.974,11.617,0.198,0.396,11
0,34.555,8.2,0.221,0.477,11
0,28.582,6.678,0.222,0.479,9
0,29.706,1.592,0.02,0.966,2
0,33.047,5.732,0.161,0.597,6
1,56.548,11.888,0.199,0.564,4
1,46.85,0.0,0.0,1.0,1
1,34.801,4.191,0.106,0.598,4
0,33.811,4.094,0.118,0.468,6
1,40.744,1.756,0.021,0.94,2
0,23.336,4.198,0.167,0.541,5
1,20.564,2.187,0.106,0.71,2
0,51.411,10.345,0.189,0.425,9
1,134.4,27.269,0.184,0.43,8
1,58.433,13.164,0.21,0.461,11
0,29.844,4.025,0.102,0.623,3
0,29.351,3.665,0.095,0.607,6
1,88.572,11.199,0.104,0.772,4
1,77.436,8.79,0.078,0.541,6
0,20.716,0.0,0.0,1.0,1
1,44.436,0.891,0.017,0.8,2
0,41.214,8.155,0.185,0.526,6
1,153.612,5.908,0.026,0.737,4
1,98.017,17.269,0.144,0.509,12
0,21.544,3.494,0.135,0.677,3
0,24.949,0.0,0.0,1.0,1
1,66.46,12.549,0.179,0.531,5
0,27.739,2.46,0.08,0.597,4
1,173.664,19.887,0.076,0.841,11
0,22.625,2.082,0.073,0.75,3
0,38.27,4.196,0.095,0.743,3
0,48.114,8.427,0.147,0.551,5
1,23.7,0.0,0.0,1.0,1
0,46.231,10.875,0.219,0.362,14
1,151.719,0.0,0.0,1.0,1
0,32.999,5.786,0.153,0.648,7
1,50.967,11.594,0.215,0.607,8
1,59.741,11.124,0.177,0.434,8
0,24.679,1.373,0.033,0.659,4
0,32.38,5.721,0.15,0.49,5
0,32.883,5.889,0.151,0.492,6
0,51.319,7.712,0.128,0.612,6
0,29.494,1.511,0.022,0.953,2
0,36.261,7.247,0.191,0.41,8
1,20.118,1.733,0.084,0.718,3
0,20.072,0.0,0.0,1.0,1
1,99.922,7.261,0.051,0.867,2
1,276.126,53.595,0.188,0.51,6
0,31.586,4.319,0.11,0.748,7
1,152.759,0.0,0.0,1.0,1
0,20.725,1.734,0.046,0.922,2
1,40.799,5.002,0.091,0.755,4
0,22.119,2.312,0.102,0.585,3
0,50.98,12.692,0.232,0.426,17
1,125.779,7.608,0.026,0.774,4
0,22.957,3.06,0.09,0.856,5
1,58.526,3.201,0.033,0.846,3
0,41.533,4.213,0.074,0.847,3
0,47.548,9.25,0.155,0.566,4
1,78.328,14.478,0.172,0.521,5
0,21.211,3.568,0.139,0.523,5
1,100.913,13.428,0.114,0.501,10
0,42.448,6.087,0.131,0.517,5
0,30.738,6.688,0.194,0.463,7
0,31.65,5.845,0.155,0.566,6
1,166.402,12.323,0.054,0.835,3
0,22.645,3.441,0.114,0.782,6
0,26.536,4.692,0.153,0.601,6
0,48.766,4.369,0.071,0.777,3
0,27.238,3.458,0.089,0.643,3
0,26.773,4.369,0.12,0.658,4
0,21.177,2.007,0.094,0.59,3
0,25.971,6.356,0.231,0.416,8
0,45.172,0.0,0.0,1.0,1
1,73.363,6.028,0.048,0.704,5
1,134.642,21.828,0.122,0.612,8
0,23.079,4.232,0.175,0.585,7
1,164.963,8.043,0.013,0.981,3
0,29.028,2.661,0.076,0.673,4
1,28.324,3.644,0.103,0.824,2
1,67.43,6.676,0.058,0.866,3
0,22.091,4.299,0.192,0.664,3
1,197.833,14.941,0.043,0.839,4
1,168.311,31.893,0.135,0.426,12
0,48.483,9.59,0.161,0.587,5
1,45.377,0.479,0.01,0.727,2
1,96.401,6.351,0.053,0.823,2
1,79.591,11.715,0.115,0.528,5
0,22.323,2.495,0.11,0.716,2
0,26.853,3.24,0.12,0.711,2
1,24.894,4.213,0.158,0.637,4
0,37.771,5.806,0.134,0.656,5
1,99.281,14.454,0.117,0.544,5
0,30.85,4.215,0.136,0.699,3
0,64.435,13.718,0.175,0.476,5
1,67.15,7.353,0.06,0.689,7
0,30.026,5.983,0.189,0.572,5
0,26.654,4.328,0.155,0.737,2
1,67.453,2.804,0.041,0.72,2
1,48.742,8.748,0.157,0.478,6
1,40.316,2.675,0.058,0.663,4
0,25.911,3.601,0.138,0.707,2
0,24.168,2.92,0.074,0.676,4
1,82.456,0.0,0.0,1.0,1
0,33.33,6.543,0.174,0.629,4
0,63.536,6.474,0.078,0.718,4
0,20.562,2.234,0.089,0.814,2
1,93.072,7.812,0.049,0.656,4
1,84.023,12.863,0.123,0.691,8
1,108.433,23.669,0.172,0.485,6
0,21.668,4.72,0.214,0.557,4
0,20.577,2.972,0.121,0.67,4
0,33.309,5.007,0.149,0.593,3
1,67.787,0.0,0.0,1.0,1
0,28.14,2.789,0.092,0.732,3
1,101.217,13.929,0.088,0.661,12
1,108.53,1.033,0.007,0.842,2
1,34.671,5.748,0.121,0.493,7
