background/signal,pT GeV,mass GeV,width,ptD,#of constituents
0,33.633,4.948,0.124,0.8,2
1,47.363,3.869,0.067,0.812,2
1,37.28,0.0,0.0,1.0,1
0,32.287,0.0,0.0,1.0,1
1,49.275,0.0,0.0,1.0,1
1,27.578,0.0,0.0,1.0,1
1,49.418,7.328,0.129,0.711,3
0,37.86,0.0,0.0,1.0,1
1,36.403,0.0,0.0,1.0,1
0,25.054,2.654,0.097,0.642,3
0,23.437,2.688,0.107,0.749,2
1,55.57,6.677,0.113,0.743,2
1,58.833,0.0,0.0,1.0,1
1,80.803,0.0,0.0,1.0,1
0,39.48,5.184,0.131,0.708,2
0,21.146,2.817,0.12,0.651,3
0,52.089,8.76,0.16,0.63,3
1,44.445,3.446,0.055,0.867,2
0,21.895,0.0,0.0,1.0,1
0,64.835,12.356,0.185,0.724,2
0,26.33,4.983,0.179,0.735,2
0,24.646,1.846,0.045,0.894,3
1,28.788,0.0,0.0,1.0,1
0,34.095,4.396,0.095,0.853,2
0,26.211,3.068,0.116,0.711,2
1,47.208,4.098,0.048,0.92,2
1,22.543,4.054,0.159,0.697,3
1,34.637,0.0,0.0,1.0,1
1,41.824,0.0,0.0,1.0,1
0,24.05,5.252,0.212,0.589,3
1,35.616,4.9,0.114,0.809,2
0,25.693,3.971,0.142,0.587,4
1,71.157,5.37,0.051,0.876,2
1,52.656,10.77,0.193,0.538,4
1,34.099,0.0,0.0,1.0,1
1,56.48,7.648,0.099,0.857,2
0,49.522,10.272,0.172,0.588,3
1,54.853,0.0,0.0,1.0,1
0,23.427,3.28,0.104,0.85,2
1,61.5,6.537,0.087,0.813,2
1,36.709,0.0,0.0,1.0,1
1,63.289,0.0,0.0,1.0,1
0,29.163,4.284,0.143,0.722,2
0,23.591,2.302,0.095,0.583,3
0,22.336,3.852,0.17,0.711,2
0,44.803,7.718,0.151,0.63,3
0,24.872,0.0,0.0,1.0,1
0,23.065,0.0,0.0,1.0,1
1,98.032,9.702,0.073,0.851,2
0,37.844,6.143,0.139,0.548,4
1,74.583,9.208,0.094,0.842,2
1,39.056,0.0,0.0,1.0,1
1,61.842,4.606,0.031,0.954,2
1,88.654,0.0,0.0,1.0,1
1,61.578,7.562,0.099,0.818,2
1,53.944,6.738,0.108,0.764,3
0,34.622,4.027,0.101,0.79,2
1,63.209,9.136,0.108,0.848,2
0,27.092,0.0,0.0,1.0,1
0,21.717,0.0,0.0,1.0,1
0,20.617,0.0,0.0,1.0,1
1,31.96,4.985,0.155,0.709,2
0,23.381,3.033,0.086,0.884,2
0,43.533,9.794,0.202,0.615,3
1,50.039,5.42,0.089,0.759,3
1,42.237,0.0,0.0,1.0,1
1,30.392,3.055,0.088,0.784,2
1,54.919,0.0,0.0,1.0,1
0,31.582,4.754,0.147,0.723,2
1,60.421,0.0,0.0,1.0,1
0,27.198,3.652,0.117,0.785,2
1,58.51,11.933,0.159,0.523,7
0,27.826,2.011,0.048,0.885,2
1,27.699,1.911,0.048,0.873,2
0,43.471,7.372,0.146,0.789,2
0,20.343,0.0,0.0,1.0,1
1,24.372,0.0,0.0,1.0,1
0,31.672,7.04,0.182,0.442,6
1,32.704,6.468,0.187,0.62,3
0,29.741,5.058,0.148,0.606,3
0,50.948,9.923,0.182,0.64,3
1,38.36,7.5,0.181,0.577,4
1,39.408,4.164,0.094,0.595,5
1,42.627,5.273,0.1,0.82,2
1,52.293,0.0,0.0,1.0,1
0,27.643,0.0,0.0,1.0,1
0,24.027,4.482,0.169,0.725,3
0,34.56,4.786,0.129,0.563,4
0,57.415,13.829,0.234,0.504,4
0,46.019,8.99,0.184,0.683,3
1,96.358,0.0,0.0,1.0,1
0,27.25,0.0,0.0,1.0,1
0,64.321,0.0,0.0,1.0,1
1,40.632,0.0,0.0,1.0,1
1,46.618,0.0,0.0,1.0,1
0,24.284,0.0,0.0,1.0,1
0,25.171,2.378,0.055,0.91,2
1,71.619,0.0,0.0,1.0,1
1,72.563,0.0,0.0,1.0,1
0,27.874,4.854,0.152,0.661,3
0,27.888,0.0,0.0,1.0,1
1,29.346,5.934,0.149,0.577,4
1,45.754,0.0,0.0,1.0,1
1,79.098,7.491,0.054,0.916,2
0,37.472,7.274,0.181,0.682,3
0,25.049,4.475,0.176,0.712,2
0,36.87,5.632,0.141,0.755,2
1,37.406,0.0,0.0,1.0,1
0,21.622,0.0,0.0,1.0,1
1,99.734,8.077,0.04,0.937,2
1,64.047,0.0,0.0,1.0,1
1,86.935,0.0,0.0,1.0,1
1,42.488,2.513,0.033,0.92,2
1,44.221,4.798,0.071,0.887,2
1,32.911,3.468,0.075,0.7,3
1,21.968,0.0,0.0,1.0,1
0,26.518,4.112,0.139,0.523,6
0,35.76,5.678,0.14,0.779,2
0,88.384,15.587,0.157,0.776,2
0,23.578,4.276,0.168,0.726,3
0,36.545,6.185,0.151,0.772,2
0,22.381,4.935,0.206,0.53,4
0,45.326,0.0,0.0,1.0,1
0,20.373,2.685,0.128,0.721,2
1,36.103,0.0,0.0,1.0,1
1,62.0,7.716,0.085,0.805,4
1,23.955,0.0,0.0,1.0,1
1,42.343,6.412,0.147,0.724,2
0,33.192,0.0,0.0,1.0,1
0,22.31,3.522,0.154,0.604,3
0,23.202,4.306,0.158,0.676,3
0,26.274,4.521,0.17,0.606,3
1,33.31,2.143,0.06,0.703,3
1,54.568,0.675,0.001,0.999,2
0,24.662,4.655,0.188,0.708,2
0,27.743,4.044,0.145,0.708,2
1,20.886,0.0,0.0,1.0,1
1,57.784,0.0,0.0,1.0,1
1,79.644,6.177,0.044,0.875,3
0,65.341,13.877,0.204,0.64,3
0,45.561,10.384,0.216,0.546,4
1,58.192,7.731,0.102,0.746,4
1,58.841,0.0,0.0,1.0,1
0,22.75,3.421,0.131,0.591,3
0,27.458,0.0,0.0,1.0,1
0,87.992,0.0,0.0,1.0,1
1,24.833,0.0,0.0,1.0,1
0,55.172,12.049,0.209,0.61,3
0,67.275,12.408,0.136,0.734,3
1,64.069,0.0,0.0,1.0,1
1,23.432,0.0,0.0,1.0,1
0,22.652,2.556,0.11,0.595,3
1,45.295,6.452,0.122,0.794,2
0,34.838,2.969,0.039,0.948,2
0,20.514,0.0,0.0,1.0,1
0,21.574,0.0,0.0,1.0,1
0,36.214,5.113,0.104,0.795,3
0,24.108,0.0,0.0,1.0,1
1,99.837,11.458,0.077,0.747,5
0,23.948,0.0,0.0,1.0,1
1,23.929,1.535,0.056,0.785,2
1,51.366,0.0,0.0,1.0,1
0,28.719,5.166,0.177,0.714,2
1,38.556,0.716,0.009,0.934,2
0,20.802,3.721,0.172,0.729,2
0,25.575,3.545,0.113,0.815,2
0,26.74,5.54,0.178,0.591,3
1,48.68,0.0,0.0,1.0,1
0,66.927,11.719,0.156,0.774,2
0,47.31,0.0,0.0,1.0,1
0,36.85,0.0,0.0,1.0,1
0,39.2,9.699,0.243,0.511,4
1,36.391,0.0,0.0,1.0,1
1,23.939,1.467,0.023,0.965,2
0,28.721,3.318,0.083,0.861,2
1,66.387,0.0,0.0,1.0,1
0,26.034,4.165,0.14,0.712,4
0,50.189,9.944,0.188,0.683,3
0,25.385,2.996,0.116,0.714,2
1,49.822,0.0,0.0,1.0,1
1,93.255,15.73,0.142,0.751,3
0,21.998,0.0,0.0,1.0,1
1,104.959,4.936,0.017,0.966,2
1,69.702,7.718,0.094,0.76,3
0,35.106,8.931,0.226,0.522,4
0,36.339,0.0,0.0,1.0,1
1,63.098,0.0,0.0,1.0,1
1,67.502,9.603,0.113,0.811,3
0,32.082,0.0,0.0,1.0,1
1,26.192,0.0,0.0,1.0,1
1,67.486,11.011,0.143,0.782,2
0,23.072,3.79,0.157,0.677,3
0,53.69,9.435,0.171,0.72,2
0,39.511,6.248,0.157,0.709,2
1,34.535,1.281,0.028,0.849,2
1,83.053,9.595,0.081,0.867,2
0,45.729,8.787,0.162,0.609,4
0,26.88,1.774,0.064,0.727,2
1,31.183,0.0,0.0,1.0,1
1,57.089,0.0,0.0,1.0,1
0,46.07,7.586,0.161,0.717,2
1,36.849,6.432,0.15,0.519,6
0,28.978,0.0,0.0,1.0,1
1,60.049,0.0,0.0,1.0,1
1,81.902,6.966,0.043,0.934,2
0,30.324,4.381,0.133,0.758,2
1,45.582,0.0,0.0,1.0,1
1,94.287,3.51,0.016,0.954,2
0,30.749,0.0,0.0,1.0,1
1,22.213,0.0,0.0,1.0,1
0,24.53,4.266,0.168,0.724,2
1,30.674,4.545,0.144,0.723,2
0,48.921,10.653,0.197,0.507,4
0,21.091,0.0,0.0,1.0,1
1,69.733,0.0,0.0,1.0,1
1,40.587,0.0,0.0,1.0,1
0,28.701,4.308,0.144,0.731,2
0,22.681,0.0,0.0,1.0,1
0,34.021,6.062,0.169,0.583,3
0,35.242,5.622,0.156,0.719,2
1,21.348,0.0,0.0,1.0,1
1,45.663,0.0,0.0,1.0,1
0,25.098,0.0,0.0,1.0,1
1,20.609,3.393,0.135,0.81,2
1,39.09,0.0,0.0,1.0,1
1,88.465,12.265,0.109,0.828,2
1,75.433,7.891,0.097,0.581,3
0,26.788,2.165,0.074,0.761,2
0,22.268,0.0,0.0,1.0,1
0,50.229,8.405,0.14,0.805,2
0,21.297,3.156,0.132,0.773,2
0,51.354,6.622,0.104,0.821,2
0,37.898,0.0,0.0,1.0,1
0,30.024,5.563,0.172,0.535,5
1,99.14,9.286,0.044,0.942,2
1,31.434,0.0,0.0,1.0,1
1,29.184,0.0,0.0,1.0,1
1,74.417,4.73,0.043,0.876,2
1,80.419,6.171,0.044,0.775,3
0,42.918,0.0,0.0,1.0,1
1,55.432,0.66,0.002,0.992,2
1,46.668,0.0,0.0,1.0,1
1,62.454,9.59,0.128,0.808,2
1,31.02,0.0,0.0,1.0,1
1,31.246,0.0,0.0,1.0,1
0,33.677,2.453,0.054,0.85,2
1,65.826,9.348,0.116,0.799,3
1,54.427,5.696,0.084,0.823,2
0,24.015,4.161,0.171,0.597,3
0,45.486,5.183,0.109,0.733,2
1,22.808,3.992,0.172,0.716,2
0,34.973,5.826,0.153,0.759,2
1,25.11,2.376,0.073,0.705,3
0,21.718,0.0,0.0,1.0,1
1,67.254,0.0,0.0,1.0,1
0,28.68,3.777,0.129,0.716,2
0,23.062,0.334,0.014,0.707,2
0,31.175,5.327,0.156,0.642,3
1,56.59,4.992,0.044,0.934,2
1,21.854,1.45,0.027,0.956,2
1,28.001,0.0,0.0,1.0,1
1,40.08,4.011,0.06,0.905,2
0,20.217,0.0,0.0,1.0,1
1,56.213,7.486,0.131,0.716,2
1,150.123,19.132,0.107,0.727,5
1,39.168,2.948,0.03,0.959,2
1,24.243,0.0,0.0,1.0,1
0,57.836,12.137,0.186,0.614,4
0,92.34,17.012,0.162,0.714,3
0,21.634,2.284,0.103,0.722,2
1,67.649,5.879,0.07,0.71,3
0,23.456,0.0,0.0,1.0,1
0,44.155,7.254,0.162,0.713,2
1,69.776,3.521,0.031,0.899,2
0,28.05,3.807,0.109,0.824,2
1,21.914,1.741,0.076,0.733,2
0,34.126,7.345,0.202,0.525,4
1,54.073,0.0,0.0,1.0,1
0,21.708,4.476,0.2,0.639,3
1,57.881,7.415,0.106,0.542,4
0,33.712,0.0,0.0,1.0,1
1,49.586,3.556,0.044,0.899,2
0,29.192,0.0,0.0,1.0,1
1,46.425,7.266,0.133,0.533,5
0,32.515,0.0,0.0,1.0,1
0,20.622,0.0,0.0,1.0,1
1,59.415,6.73,0.084,0.85,2
1,86.97,13.313,0.116,0.65,6
0,46.784,10.558,0.216,0.634,3
0,23.704,4.207,0.169,0.733,2
0,20.626,2.548,0.12,0.724,2
0,30.611,0.0,0.0,1.0,1
0,36.802,6.115,0.153,0.428,7
1,27.62,3.358,0.098,0.819,2
0,24.948,2.525,0.085,0.736,3
1,69.496,8.29,0.104,0.536,4
0,22.23,4.651,0.193,0.588,3
1,41.087,0.0,0.0,1.0,1
1,37.206,5.184,0.103,0.852,2
1,32.5,2.893,0.089,0.707,2
1,48.176,6.151,0.086,0.868,3
0,44.256,8.097,0.17,0.75,2
1,37.32,0.0,0.0,1.0,1
0,35.892,3.479,0.072,0.851,2
1,50.791,0.0,0.0,1.0,1
0,21.091,0.0,0.0,1.0,1
0,25.931,3.664,0.116,0.664,3
1,31.271,0.0,0.0,1.0,1
0,24.35,4.537,0.184,0.709,2
0,22.437,3.522,0.148,0.662,3
1,28.928,3.611,0.094,0.764,5
0,35.523,6.622,0.172,0.75,2
0,55.029,11.724,0.205,0.602,4
0,27.338,5.139,0.17,0.632,3
0,20.112,0.0,0.0,1.0,1
1,29.197,4.136,0.14,0.71,2
1,73.472,1.984,0.009,0.971,2
1,36.77,4.007,0.076,0.868,2
1,52.439,5.563,0.07,0.873,3
0,28.7,3.536,0.092,0.849,2
0,23.005,0.0,0.0,1.0,1
0,27.475,0.0,0.0,1.0,1
0,26.686,5.191,0.187,0.726,2
1,27.349,0.0,0.0,1.0,1
0,32.22,6.339,0.194,0.711,2
0,32.736,0.0,0.0,1.0,1
0,22.16,2.892,0.095,0.854,2
0,36.15,8.084,0.196,0.616,3
0,68.65,12.498,0.172,0.74,2
1,66.311,0.0,0.0,1.0,1
1,27.27,3.78,0.12,0.656,3
1,29.155,3.757,0.124,0.732,2
1,52.656,8.39,0.127,0.781,3
0,27.396,0.0,0.0,1.0,1
0,24.759,1.104,0.044,0.716,2
1,85.697,10.559,0.083,0.879,2
1,134.271,7.046,0.016,0.976,2
1,37.722,6.572,0.172,0.714,2
1,22.525,3.947,0.163,0.473,5
0,42.468,8.344,0.152,0.617,4
1,29.968,4.518,0.145,0.733,2
0,31.178,4.337,0.134,0.729,2
1,176.512,14.792,0.07,0.663,4
1,59.336,7.544,0.102,0.824,2
1,22.071,0.0,0.0,1.0,1
0,36.754,7.493,0.182,0.603,4
0,23.798,3.34,0.139,0.58,3
1,74.789,9.34,0.097,0.716,3
1,46.391,10.687,0.227,0.581,3
0,22.758,3.365,0.143,0.725,2
1,51.267,0.0,0.0,1.0,1
1,25.046,3.683,0.121,0.748,3
1,22.358,0.0,0.0,1.0,1
1,66.661,11.035,0.156,0.587,3
0,20.527,0.0,0.0,1.0,1
0,45.325,7.285,0.157,0.536,4
1,51.39,0.0,0.0,1.0,1
0,21.475,0.0,0.0,1.0,1
1,74.929,0.0,0.0,1.0,1
1,46.884,0.0,0.0,1.0,1
0,41.475,4.718,0.102,0.771,2
1,129.694,0.0,0.0,1.0,1
0,21.508,3.442,0.144,0.771,2
1,117.584,9.655,0.038,0.849,3
0,20.131,0.0,0.0,1.0,1
0,36.296,0.0,0.0,1.0,1
0,44.17,8.206,0.169,0.757,2
1,101.914,14.149,0.117,0.524,7
0,28.466,3.915,0.114,0.809,2
1,69.849,4.257,0.041,0.878,2
1,69.42,0.0,0.0,1.0,1
0,54.533,8.32,0.131,0.761,3
1,83.907,18.982,0.212,0.424,7
0,22.061,3.318,0.149,0.71,2
1,27.624,4.275,0.128,0.765,3
1,59.509,4.246,0.05,0.867,2
0,20.607,3.379,0.159,0.588,4
0,27.406,5.376,0.194,0.564,5
1,63.119,13.084,0.199,0.604,3
1,82.792,11.005,0.098,0.811,3
1,96.623,0.0,0.0,1.0,1
1,48.377,0.0,0.0,1.0,1
0,33.881,3.826,0.113,0.707,2
0,26.247,0.0,0.0,1.0,1
1,59.643,12.182,0.194,0.602,3
1,45.65,9.615,0.208,0.529,4
1,66.295,0.0,0.0,1.0,1
0,43.635,8.544,0.18,0.643,3
1,101.144,0.0,0.0,1.0,1
1,120.689,17.645,0.088,0.577,6
1,79.235,12.251,0.136,0.743,3
1,46.083,0.0,0.0,1.0,1
0,27.673,0.0,0.0,1.0,1
0,48.491,7.688,0.114,0.642,5
0,47.835,8.845,0.173,0.693,3
1,52.768,0.0,0.0,1.0,1
0,24.459,3.492,0.132,0.584,3
1,34.224,1.282,0.037,0.71,2
0,30.301,0.0,0.0,1.0,1
1,62.766,0.0,0.0,1.0,1
1,28.414,2.039,0.057,0.824,2
0,36.108,3.874,0.107,0.709,2
0,28.916,3.265,0.067,0.908,2
0,20.371,1.671,0.07,0.798,2
0,24.404,3.858,0.149,0.606,4
1,51.307,2.568,0.029,0.911,2
1,73.717,10.644,0.106,0.855,2
0,22.929,4.858,0.202,0.534,5
1,32.587,0.0,0.0,1.0,1
0,55.158,0.0,0.0,1.0,1
1,30.314,0.0,0.0,1.0,1
0,20.77,0.0,0.0,1.0,1
1,45.202,3.724,0.068,0.814,2
1,46.529,6.796,0.102,0.796,3
1,69.003,9.927,0.118,0.637,3
0,23.27,2.478,0.076,0.86,2
1,49.268,0.0,0.0,1.0,1
0,23.115,2.308,0.098,0.72,2
1,81.083,11.882,0.111,0.842,2
0,48.678,11.367,0.226,0.512,5
0,23.391,0.0,0.0,1.0,1
1,27.105,0.0,0.0,1.0,1
1,28.177,4.26,0.131,0.742,3
0,24.293,4.534,0.172,0.521,4
1,55.125,0.0,0.0,1.0,1
0,33.166,0.0,0.0,1.0,1
0,38.817,9.85,0.244,0.416,8
1,23.13,2.865,0.094,0.713,4
0,37.411,5.507,0.119,0.619,3
1,49.785,7.183,0.112,0.818,3
0,26.309,0.0,0.0,1.0,1
0,41.137,7.588,0.175,0.459,6
1,86.603,9.844,0.082,0.861,2
1,60.047,5.09,0.07,0.807,3
1,25.888,4.549,0.151,0.581,4
0,20.042,0.0,0.0,1.0,1
1,25.656,3.912,0.151,0.71,2
0,27.153,4.34,0.152,0.739,2
0,68.116,12.597,0.183,0.707,2
1,28.735,0.0,0.0,1.0,1
1,70.093,0.0,0.0,1.0,1
1,137.423,11.025,0.042,0.894,3
0,26.132,3.307,0.124,0.719,2
0,28.098,4.731,0.167,0.71,2
1,28.389,0.0,0.0,1.0,1
0,30.721,4.706,0.146,0.683,4
0,22.855,3.579,0.134,0.631,3
0,33.835,0.0,0.0,1.0,1
1,28.126,2.543,0.067,0.852,2
1,142.318,13.275,0.058,0.814,3
0,21.119,4.475,0.175,0.578,3
1,48.952,0.0,0.0,1.0,1
0,37.971,3.284,0.071,0.812,2
1,30.251,3.538,0.116,0.594,3
1,62.431,10.224,0.144,0.782,2
1,74.067,7.185,0.075,0.836,2
1,35.988,5.766,0.15,0.668,3
1,31.841,0.886,0.027,0.721,2
1,53.792,4.701,0.055,0.807,3
1,57.263,0.0,0.0,1.0,1
1,44.647,0.0,0.0,1.0,1
0,33.737,1.219,0.028,0.842,2
1,30.424,0.0,0.0,1.0,1
1,96.097,14.905,0.151,0.719,2
1,30.779,0.0,0.0,1.0,1
0,31.317,4.921,0.126,0.822,2
0,30.162,0.0,0.0,1.0,1
0,25.285,3.905,0.145,0.747,2
0,45.039,3.641,0.081,0.707,2
0,24.055,3.308,0.119,0.652,3
0,35.295,0.0,0.0,1.0,1
0,20.381,2.626,0.109,0.798,2
0,46.257,10.297,0.21,0.625,3
1,48.44,6.023,0.094,0.842,2
0,39.814,7.118,0.171,0.733,2
0,34.313,6.854,0.19,0.637,3
1,36.103,0.0,0.0,1.0,1
1,122.522,0.0,0.0,1.0,1
1,21.783,3.729,0.158,0.585,3
0,60.021,9.905,0.14,0.642,3
1,43.588,0.0,0.0,1.0,1
0,24.335,2.985,0.087,0.863,2
1,23.82,4.181,0.152,0.564,4
1,100.862,10.183,0.069,0.82,3
0,20.882,2.552,0.118,0.727,2
0,30.924,0.0,0.0,1.0,1
0,20.309,1.592,0.038,0.939,2
0,22.416,2.947,0.128,0.598,3
0,29.151,0.0,0.0,1.0,1
1,33.003,6.027,0.16,0.752,3
0,22.192,1.88,0.07,0.812,2
1,22.169,2.546,0.086,0.763,3
0,25.902,2.96,0.114,0.707,2
1,42.064,4.12,0.067,0.874,2
0,26.652,3.725,0.125,0.772,2
0,34.408,0.0,0.0,1.0,1
1,34.48,0.0,0.0,1.0,1
1,107.67,18.555,0.144,0.506,6
0,32.066,3.202,0.075,0.848,2
1,40.963,5.702,0.106,0.841,2
0,21.627,0.0,0.0,1.0,1
0,37.499,0.0,0.0,1.0,1
0,22.001,0.0,0.0,1.0,1
0,32.129,5.068,0.118,0.683,3
1,27.539,1.549,0.043,0.837,2
1,35.869,4.395,0.112,0.763,2
0,27.239,0.0,0.0,1.0,1
1,64.056,5.491,0.037,0.952,2
0,45.38,6.405,0.099,0.865,2
0,28.148,4.034,0.142,0.711,2
1,27.976,0.0,0.0,1.0,1
1,57.844,0.0,0.0,1.0,1
0,28.867,0.0,0.0,1.0,1
0,22.998,3.074,0.083,0.686,3
1,77.916,0.0,0.0,1.0,1
1,29.327,2.641,0.042,0.943,2
1,61.303,4.095,0.057,0.669,3
0,32.503,6.015,0.16,0.595,3
1,36.624,5.542,0.111,0.719,3
1,95.605,12.835,0.103,0.839,2
0,27.082,4.36,0.146,0.761,2
1,41.39,4.96,0.098,0.551,4
1,125.43,7.841,0.024,0.964,2
1,49.628,7.107,0.138,0.505,5
1,28.665,3.862,0.124,0.599,5
0,35.115,7.442,0.21,0.575,4
0,34.98,0.0,0.0,1.0,1
1,64.756,0.0,0.0,1.0,1
0,35.422,6.156,0.153,0.502,5
1,37.322,3.005,0.071,0.745,4
0,36.851,6.061,0.141,0.588,4
1,51.186,0.0,0.0,1.0,1
0,35.418,4.336,0.122,0.709,2
0,21.607,2.998,0.135,0.721,2
0,21.0,0.0,0.0,1.0,1
0,40.392,6.172,0.112,0.724,3
0,27.589,0.0,0.0,1.0,1
1,58.509,10.815,0.152,0.72,3
0,22.981,0.0,0.0,1.0,1
0,24.929,2.352,0.052,0.921,2
0,41.029,0.0,0.0,1.0,1
0,27.089,0.0,0.0,1.0,1
1,72.103,0.0,0.0,1.0,1
1,96.522,17.491,0.171,0.743,2
1,41.939,2.24,0.029,0.925,2
0,36.46,4.411,0.113,0.675,3
0,37.473,4.544,0.076,0.894,2
0,25.481,4.596,0.175,0.461,6
0,28.178,3.184,0.111,0.718,2
0,20.025,0.0,0.0,1.0,1
1,37.812,6.402,0.163,0.727,2
1,39.57,0.0,0.0,1.0,1
0,22.626,0.0,0.0,1.0,1
0,31.68,4.799,0.148,0.719,2
1,84.681,10.589,0.091,0.746,4
0,24.827,4.663,0.166,0.574,4
1,27.131,1.66,0.039,0.891,2
1,52.519,6.868,0.095,0.807,3
1,82.425,0.0,0.0,1.0,1
1,49.531,0.0,0.0,1.0,1
0,23.133,0.0,0.0,1.0,1
1,34.359,0.0,0.0,1.0,1
0,22.925,0.0,0.0,1.0,1
0,28.664,5.204,0.168,0.538,4
1,69.779,13.405,0.169,0.638,5
0,21.038,3.586,0.166,0.717,2
1,113.563,12.24,0.058,0.874,3
0,22.246,1.905,0.067,0.83,2
1,64.857,8.666,0.11,0.758,3
1,50.791,0.0,0.0,1.0,1
1,22.116,1.478,0.066,0.72,2
1,51.821,0.0,0.0,1.0,1
1,26.574,0.0,0.0,1.0,1
0,28.175,5.255,0.171,0.499,5
1,23.352,2.907,0.111,0.774,2
0,22.378,0.0,0.0,1.0,1
1,59.129,8.783,0.12,0.821,2
1,124.664,16.992,0.109,0.821,2
1,57.781,0.0,0.0,1.0,1
0,22.014,0.0,0.0,1.0,1
0,35.632,4.454,0.125,0.707,2
1,34.834,0.0,0.0,1.0,1
0,22.672,3.982,0.17,0.724,2
1,27.16,1.905,0.067,0.736,2
1,75.317,0.0,0.0,1.0,1
0,50.401,8.587,0.149,0.784,2
0,38.379,0.0,0.0,1.0,1
1,54.226,0.0,0.0,1.0,1
1,21.771,0.0,0.0,1.0,1
1,20.788,0.371,0.014,0.831,2
0,20.747,0.0,0.0,1.0,1
1,70.758,9.495,0.118,0.671,5
0,32.301,0.0,0.0,1.0,1
0,46.908,7.733,0.154,0.746,2
0,27.27,1.758,0.033,0.934,2
1,44.5,0.0,0.0,1.0,1
