0.999633,0.000366777
0.999195,0.000805186
0.997784,0.00221619
7.98901e-16,1.0
0.978814,0.0211864
0.985813,0.0141866
0.994552,0.00544792
0.996312,0.00368835
0.99788,0.00211974
0.996563,0.00343656
0.986155,0.0138453
0.949539,0.0504607
0.882793,0.117207
0.997269,0.00273089
0.989332,0.0106677
0.996588,0.00341205
0.99884,0.00115991
0.883993,0.116007
0.990937,0.00906323
0.99807,0.00193036
0.998572,0.00142843
0.996427,0.00357338
0.970387,0.0296129
0.982877,0.0171225
0.999656,0.000344166
0.998076,0.00192356
0.78717,0.21283
0.950693,0.049307
0.989411,0.0105891
0.969867,0.0301335
0.999015,0.000984958
0.999556,0.000443771
0.999334,0.000665824
0.759612,0.240388
0.994687,0.00531338
0.993213,0.00678692
0.999569,0.000431255
0.996095,0.00390504
0.999509,0.000491177
0.996805,0.00319465
0.997932,0.00206809
0.998418,0.00158214
0.998667,0.00133346
0.983019,0.0169805
0.998981,0.00101921
0.998794,0.0012055
1.33563e-06,0.999999
0.999591,0.000408568
0.999309,0.00069143
0.992624,0.00737564
0.999899,0.00010114
0.994814,0.00518648
0.999298,0.000702031
0.998326,0.0016739
0.992971,0.00702935
0.990681,0.00931884
0.162749,0.837251
0.998326,0.00167396
0.929933,0.0700668
0.972849,0.0271513
0.998227,0.00177318
0.991689,0.00831075
0.998428,0.00157171
0.99847,0.00153045
0.998937,0.00106326
0.991886,0.00811384
0.988733,0.0112667
0.999696,0.000303711
0.995826,0.0041738
0.998454,0.00154565
0.997768,0.00223202
0.997455,0.0025453
0.984901,0.0150991
0.995015,0.0049847
0.999843,0.000156969
0.998849,0.00115117
0.996267,0.00373252
0.996078,0.00392222
0.993436,0.00656431
0.999938,6.18826e-05
0.855942,0.144058
0.995093,0.00490748
0.998261,0.00173863
0.998576,0.00142385
0.998752,0.00124769
0.997381,0.0026194
0.992939,0.00706131
0.922082,0.0779185
0.999117,0.000883208
0.995712,0.00428821
0.886541,0.113459
0.995993,0.00400686
0.96762,0.0323801
0.999547,0.000452848
0.9923,0.00770009
0.995353,0.00464693
0.999927,7.28645e-05
0.991809,0.00819056
0.989617,0.0103827
0.999748,0.000252125
0.995982,0.00401832
0.996655,0.00334508
0.999878,0.000122434
0.994139,0.0058607
0.999337,0.000663318
0.999117,0.000882929
0.999658,0.00034226
0.988205,0.0117946
0.999842,0.000157586
0.999015,0.000984873
0.999052,0.000948431
0.997816,0.00218373
0.997776,0.0022243
0.99754,0.00246041
0.997042,0.00295784
0.997781,0.00221929
0.9993,0.000699858
0.965188,0.0348125
0.984524,0.0154764
0.99976,0.000240102
0.998042,0.00195793
0.990065,0.00993496
0.995449,0.00455084
0.887497,0.112503
0.992439,0.00756094
0.999772,0.00022824
0.969222,0.0307778
0.998043,0.00195661
0.996988,0.00301204
0.970928,0.0290724
0.980325,0.0196746
0.999661,0.000339089
0.999494,0.00050571
0.998604,0.00139595
0.996109,0.00389128
0.998722,0.00127802
0.999199,0.000801096
0.999186,0.000813826
0.999514,0.000486332
0.970719,0.0292805
0.97375,0.0262499
0.994719,0.00528075
0.996808,0.00319238
0.997229,0.00277106
0.99867,0.00132977
0.998615,0.00138475
0.991147,0.00885279
0.957477,0.0425227
0.999437,0.000562937
0.984079,0.0159215
0.996679,0.00332139
0.998713,0.00128661
0.998489,0.00151121
0.987475,0.0125245
0.98516,0.0148401
0.997122,0.00287811
0.994558,0.00544152
0.999338,0.000662316
0.99739,0.00261007
0.987902,0.0120982
0.982757,0.0172434
0.99925,0.000749525
0.995331,0.00466899
0.993833,0.0061671
0.997687,0.00231296
0.988964,0.0110359
0.99729,0.00270968
0.990781,0.00921851
0.980175,0.0198252
0.796499,0.203501
0.997633,0.00236667
0.998961,0.0010385
0.931704,0.0682957
0.981753,0.0182475
0.999034,0.000966109
0.988245,0.0117546
0.980576,0.0194238
0.999869,0.000130792
0.995903,0.00409737
0.997851,0.00214876
0.95074,0.0492602
0.999971,2.91964e-05
0.965732,0.034268
0.950699,0.0493005
0.995026,0.0049739
0.974566,0.0254345
0.966327,0.0336725
0.999122,0.000878338
0.721233,0.278767
0.993739,0.00626144
0.999644,0.000355853
0.997114,0.0028861
0.97767,0.0223297
0.851452,0.148548
0.998019,0.0019813
0.985944,0.0140561
0.999862,0.00013837
0.998692,0.00130811
0.840499,0.159501
0.998424,0.00157575
0.990628,0.00937166
0.996094,0.00390557
0.999607,0.000393435
0.999338,0.000662185
0.997563,0.0024367
0.981764,0.018236
0.988442,0.0115583
0.993963,0.00603673
0.999446,0.000554399
0.998456,0.00154346
0.986475,0.0135248
0.999524,0.000475647
0.996056,0.00394359
0.995164,0.00483581
0.999743,0.000256724
0.993303,0.0066966
0.997443,0.00255736
0.999335,0.000665216
0.996415,0.00358532
0.925391,0.0746093
0.999728,0.00027219
0.985178,0.0148218
0.998178,0.0018224
0.986172,0.013828
0.999071,0.000929173
0.99073,0.00927041
0.999823,0.00017734
0.999564,0.000435493
0.995272,0.00472803
0.995653,0.00434691
0.99781,0.00218963
0.999438,0.00056237
0.999911,8.8869e-05
0.999744,0.000256104
0.979745,0.0202553
0.997547,0.00245315
5.87673e-14,1.0
0.000348145,0.999652
0.823501,0.176499
0.998082,0.00191841
0.995011,0.00498926
0.999709,0.000291359
0.999695,0.000305078
0.99955,0.000450032
0.986455,0.0135454
0.978138,0.0218616
0.999111,0.000888992
0.995832,0.00416773
1.03922e-17,1.0
0.997618,0.00238162
0.97046,0.0295402
0.999478,0.000521659
0.998061,0.00193864
0.993797,0.00620326
0.998843,0.00115722
0.998339,0.00166129
0.989029,0.0109714
0.999658,0.000342421
0.99962,0.000380013
0.997398,0.00260227
0.986085,0.013915
0.998917,0.00108275
0.999326,0.000674095
0.965122,0.0348779
0.999752,0.000248544
0.999671,0.000329435
0.999071,0.000928906
0.996963,0.00303657
0.999663,0.000336675
0.99751,0.00249023
0.996042,0.00395777
0.99954,0.000459676
0.992323,0.00767713
0.999961,3.91795e-05
0.998434,0.00156648
0.996965,0.00303454
0.998682,0.00131814
0.990549,0.00945136
0.999501,0.000499421
0.0,1.0
1.87385e-23,1.0
0.978705,0.0212954
0.998686,0.0013141
0.962011,0.0379886
0.99593,0.00407034
0.99857,0.00143003
0.998451,0.00154932
0.98311,0.0168902
0.999783,0.000216811
0.997762,0.00223833
0.998809,0.00119134
0.996335,0.00366464
0.3449,0.655101
0.983609,0.0163906
0.999215,0.000785167
0.999658,0.000342137
0.93651,0.0634901
0.992281,0.00771899
0.996344,0.00365621
0.994315,0.00568506
0.956116,0.0438844
0.998226,0.0017741
0.998236,0.00176363
0.991597,0.00840333
0.999657,0.000342976
0.98577,0.0142296
0.985862,0.0141377
0.998153,0.00184724
0.999098,0.000901872
0.996142,0.00385828
0.994486,0.00551436
0.0,1.0
0.988967,0.0110325
0.99764,0.0023603
0.999811,0.000189565
0.987494,0.0125058
0.990884,0.00911634
0.999771,0.000229165
0.997013,0.00298733
0.997891,0.00210875
0.999281,0.000718903
0.994308,0.00569225
0.990324,0.00967606
0.996495,0.0035047
0.995299,0.00470138
0.998388,0.00161244
0.9982,0.00180032
0.999807,0.000193311
0.986889,0.0131111
0.252051,0.747949
0.999702,0.000297808
0.997078,0.00292202
0.994566,0.00543435
