background/signal,pT GeV,mass GeV,width,ptD,#of constituents
0,28.479,4.529,0.156,0.713,2
1,22.213,0.0,0.0,1.0,1
1,33.885,2.952,0.075,0.791,2
0,20.194,3.822,0.183,0.58,3
1,46.529,6.796,0.102,0.796,3
0,64.4,12.596,0.19,0.62,3
0,42.4,0.0,0.0,1.0,1
0,23.319,2.024,0.08,0.755,2
0,28.482,4.867,0.163,0.737,2
1,33.263,6.19,0.181,0.717,2
1,46.201,8.45,0.161,0.666,3
0,21.6,3.547,0.145,0.779,2
0,28.748,5.016,0.168,0.728,2
0,36.594,5.773,0.134,0.608,3
0,20.202,3.077,0.135,0.601,3
0,30.832,7.299,0.23,0.502,4
1,38.36,7.5,0.181,0.577,4
1,32.78,3.773,0.092,0.824,2
0,28.867,0.0,0.0,1.0,1
1,87.821,8.228,0.051,0.921,2
1,31.599,0.0,0.0,1.0,1
1,52.115,0.0,0.0,1.0,1
1,43.012,0.0,0.0,1.0,1
0,36.296,0.0,0.0,1.0,1
0,51.717,5.925,0.081,0.864,2
0,34.065,5.542,0.154,0.737,2
1,130.5,20.765,0.148,0.651,3
0,58.004,9.816,0.168,0.711,2
0,27.0,3.11,0.107,0.752,2
0,24.044,0.0,0.0,1.0,1
0,24.952,0.0,0.0,1.0,1
1,20.043,0.0,0.0,1.0,1
0,41.236,7.377,0.171,0.595,3
0,23.994,2.734,0.089,0.831,2
0,23.43,0.0,0.0,1.0,1
1,52.23,0.0,0.0,1.0,1
1,108.172,16.411,0.112,0.817,3
1,62.229,5.348,0.046,0.924,2
0,92.34,17.012,0.162,0.714,3
0,47.911,10.198,0.206,0.643,3
0,32.054,0.0,0.0,1.0,1
0,22.269,4.966,0.204,0.501,4
1,43.318,0.0,0.0,1.0,1
1,33.18,4.869,0.13,0.776,2
0,29.955,0.0,0.0,1.0,1
0,43.23,7.928,0.176,0.726,2
1,38.187,6.824,0.137,0.685,3
0,35.348,5.554,0.144,0.756,2
1,36.513,2.928,0.054,0.759,3
0,20.262,0.0,0.0,1.0,1
1,85.336,0.0,0.0,1.0,1
0,22.219,4.082,0.153,0.59,3
0,34.626,0.0,0.0,1.0,1
1,58.393,0.0,0.0,1.0,1
1,56.492,6.161,0.1,0.76,2
1,45.081,0.0,0.0,1.0,1
0,47.914,0.0,0.0,1.0,1
0,37.467,6.272,0.153,0.62,3
1,39.169,0.0,0.0,1.0,1
1,40.881,0.0,0.0,1.0,1
0,20.97,3.522,0.165,0.586,3
0,61.5,6.537,0.087,0.813,2
1,27.76,4.993,0.173,0.731,2
0,21.265,2.901,0.131,0.734,2
1,21.382,4.344,0.195,0.646,3
0,29.586,3.599,0.114,0.631,3
0,34.74,3.594,0.103,0.708,2
1,35.022,0.0,0.0,1.0,1
0,61.557,7.938,0.107,0.81,2
1,30.402,0.0,0.0,1.0,1
0,23.658,2.443,0.102,0.711,2
1,43.264,0.0,0.0,1.0,1
1,29.236,2.806,0.078,0.819,2
1,37.32,0.0,0.0,1.0,1
0,36.006,0.0,0.0,1.0,1
1,39.333,0.0,0.0,1.0,1
0,20.361,2.775,0.128,0.578,3
0,20.994,0.0,0.0,1.0,1
1,22.116,1.478,0.066,0.72,2
0,38.903,4.749,0.104,0.796,2
1,60.657,10.509,0.146,0.689,3
0,21.713,0.0,0.0,1.0,1
0,38.726,6.94,0.177,0.712,2
0,39.026,5.204,0.124,0.75,2
0,35.951,7.768,0.207,0.612,3
0,34.655,0.67,0.018,0.742,2
0,57.836,10.217,0.159,0.615,3
0,31.221,4.877,0.152,0.721,2
1,70.446,6.798,0.069,0.864,2
1,45.23,7.733,0.163,0.733,2
0,38.201,6.311,0.147,0.605,4
1,30.991,3.062,0.095,0.735,2
1,69.223,3.926,0.032,0.915,2
0,20.016,2.895,0.122,0.801,2
1,126.297,9.726,0.037,0.941,2
1,32.942,2.429,0.057,0.837,2
1,74.158,0.0,0.0,1.0,1
1,38.805,4.25,0.08,0.854,2
0,23.325,0.0,0.0,1.0,1
0,20.815,0.0,0.0,1.0,1
1,20.211,0.0,0.0,1.0,1
0,26.103,2.757,0.101,0.588,3
1,45.61,5.924,0.088,0.877,2
1,28.539,3.817,0.114,0.712,3
1,55.362,4.755,0.061,0.806,3
1,36.522,0.0,0.0,1.0,1
0,28.948,4.247,0.123,0.804,2
1,43.62,0.0,0.0,1.0,1
0,24.398,0.0,0.0,1.0,1
1,75.664,0.0,0.0,1.0,1
0,23.033,0.0,0.0,1.0,1
1,52.896,9.06,0.17,0.707,2
0,22.125,0.0,0.0,1.0,1
0,28.178,3.184,0.111,0.718,2
1,47.735,3.459,0.054,0.824,3
1,53.908,5.866,0.043,0.89,3
1,34.528,4.368,0.097,0.837,2
0,39.241,0.0,0.0,1.0,1
0,22.798,0.0,0.0,1.0,1
0,26.867,3.219,0.115,0.734,2
0,21.472,2.143,0.092,0.758,2
0,29.046,0.0,0.0,1.0,1
1,46.405,7.936,0.159,0.54,4
1,101.72,0.0,0.0,1.0,1
0,29.528,5.264,0.16,0.513,4
1,48.904,0.0,0.0,1.0,1
1,142.682,3.911,0.008,0.976,2
1,81.637,14.134,0.142,0.562,6
1,58.716,0.0,0.0,1.0,1
0,54.481,8.856,0.144,0.776,2
1,60.099,8.279,0.074,0.831,3
1,35.373,3.005,0.049,0.914,2
0,20.929,2.861,0.116,0.528,4
0,48.211,0.0,0.0,1.0,1
1,33.317,0.0,0.0,1.0,1
0,25.349,3.692,0.111,0.841,2
0,26.725,0.0,0.0,1.0,1
1,30.199,0.0,0.0,1.0,1
1,31.787,1.412,0.024,0.926,2
1,64.85,0.0,0.0,1.0,1
0,34.158,4.505,0.128,0.725,2
0,39.101,6.84,0.173,0.709,2
0,25.285,4.863,0.188,0.617,3
0,23.678,0.0,0.0,1.0,1
0,28.252,0.0,0.0,1.0,1
0,30.314,5.642,0.173,0.749,2
0,22.709,2.33,0.088,0.795,2
0,24.778,1.659,0.058,0.789,2
1,29.047,0.0,0.0,1.0,1
1,80.243,0.0,0.0,1.0,1
0,35.241,5.987,0.155,0.671,3
0,22.238,0.0,0.0,1.0,1
1,45.476,3.266,0.046,0.892,2
0,69.817,15.366,0.195,0.541,5
1,44.049,5.34,0.104,0.69,3
0,30.21,0.0,0.0,1.0,1
0,48.895,0.0,0.0,1.0,1
0,30.324,4.381,0.133,0.758,2
1,85.556,0.0,0.0,1.0,1
0,22.698,0.0,0.0,1.0,1
0,24.941,0.0,0.0,1.0,1
1,31.819,4.201,0.128,0.59,4
0,56.258,0.0,0.0,1.0,1
0,33.016,0.0,0.0,1.0,1
0,30.832,5.115,0.164,0.71,2
0,20.157,1.696,0.079,0.745,2
0,28.093,0.0,0.0,1.0,1
0,61.603,0.0,0.0,1.0,1
0,26.965,5.09,0.184,0.717,2
1,77.113,0.0,0.0,1.0,1
0,31.771,4.078,0.104,0.818,2
0,36.582,7.085,0.18,0.609,3
0,41.618,0.0,0.0,1.0,1
0,38.314,7.101,0.184,0.708,2
0,21.4,0.0,0.0,1.0,1
0,21.832,3.017,0.135,0.72,2
1,27.391,0.0,0.0,1.0,1
0,29.971,6.65,0.214,0.508,4
1,43.38,5.465,0.103,0.816,2
1,73.508,0.0,0.0,1.0,1
0,26.432,2.617,0.094,0.737,2
0,42.309,0.0,0.0,1.0,1
0,21.148,3.354,0.143,0.596,3
1,41.118,0.0,0.0,1.0,1
1,23.298,0.0,0.0,1.0,1
0,23.496,0.0,0.0,1.0,1
0,34.045,4.73,0.093,0.637,3
0,36.496,8.25,0.206,0.516,4
1,63.486,13.594,0.209,0.567,4
0,21.835,0.0,0.0,1.0,1
0,38.186,0.0,0.0,1.0,1
1,34.308,3.782,0.075,0.878,2
0,21.11,1.888,0.074,0.813,2
1,114.397,13.603,0.071,0.903,3
1,26.192,0.0,0.0,1.0,1
1,22.339,0.0,0.0,1.0,1
1,40.707,3.323,0.061,0.85,2
0,34.257,7.454,0.211,0.604,3
1,154.122,10.48,0.037,0.923,2
0,45.644,5.248,0.112,0.725,2
1,29.069,2.025,0.051,0.854,2
1,52.525,0.0,0.0,1.0,1
0,29.069,5.168,0.175,0.585,3
0,36.785,8.03,0.191,0.43,6
0,37.748,3.677,0.089,0.759,2
1,58.062,0.0,0.0,1.0,1
0,28.477,4.357,0.143,0.654,3
0,20.96,0.0,0.0,1.0,1
1,62.066,0.0,0.0,1.0,1
0,35.966,6.491,0.172,0.515,4
1,35.913,0.0,0.0,1.0,1
0,30.122,0.0,0.0,1.0,1
0,24.806,5.247,0.207,0.505,4
0,23.646,4.17,0.166,0.743,2
0,23.589,2.172,0.092,0.707,2
0,22.216,2.901,0.128,0.72,2
0,28.979,4.908,0.159,0.741,2
1,42.746,0.0,0.0,1.0,1
0,26.132,3.307,0.124,0.719,2
1,48.794,0.0,0.0,1.0,1
0,33.863,0.0,0.0,1.0,1
1,49.679,8.393,0.148,0.7,3
1,76.105,6.769,0.042,0.942,2
0,21.591,2.351,0.105,0.73,2
1,52.332,0.0,0.0,1.0,1
0,21.799,0.0,0.0,1.0,1
1,53.288,7.633,0.108,0.846,2
0,27.06,0.0,0.0,1.0,1
1,32.075,0.0,0.0,1.0,1
1,47.085,0.0,0.0,1.0,1
1,46.735,0.0,0.0,1.0,1
0,56.811,4.379,0.048,0.895,2
0,24.864,0.0,0.0,1.0,1
1,31.396,0.0,0.0,1.0,1
1,44.045,4.937,0.112,0.708,2
1,47.996,0.0,0.0,1.0,1
0,20.304,0.0,0.0,1.0,1
0,27.91,5.03,0.178,0.711,2
0,32.552,0.0,0.0,1.0,1
1,51.226,0.0,0.0,1.0,1
0,21.143,0.0,0.0,1.0,1
1,26.252,0.0,0.0,1.0,1
0,34.977,6.735,0.169,0.643,3
1,137.423,11.025,0.042,0.894,3
1,48.748,3.82,0.051,0.763,3
0,26.686,5.191,0.187,0.726,2
0,31.809,0.0,0.0,1.0,1
0,22.139,3.072,0.131,0.633,3
0,33.531,4.179,0.118,0.74,2
0,20.522,0.0,0.0,1.0,1
1,29.086,5.071,0.172,0.582,3
1,33.323,2.681,0.058,0.859,2
1,29.431,4.29,0.111,0.84,2
0,54.098,0.0,0.0,1.0,1
1,28.686,5.048,0.161,0.632,3
0,37.411,5.507,0.119,0.619,3
1,45.437,9.213,0.187,0.565,4
1,34.839,5.049,0.138,0.736,2
0,20.429,0.0,0.0,1.0,1
0,22.819,0.0,0.0,1.0,1
1,47.476,0.0,0.0,1.0,1
1,51.503,7.11,0.113,0.74,3
1,64.191,9.707,0.133,0.753,3
0,25.002,3.385,0.098,0.688,3
0,21.666,2.788,0.126,0.72,2
0,22.411,0.0,0.0,1.0,1
0,32.188,6.038,0.182,0.598,3
1,33.726,0.0,0.0,1.0,1
1,79.071,0.0,0.0,1.0,1
0,35.858,7.31,0.179,0.54,4
0,29.662,0.0,0.0,1.0,1
0,56.797,0.0,0.0,1.0,1
0,25.847,3.535,0.128,0.747,2
0,27.466,4.049,0.146,0.708,2
0,24.863,4.689,0.186,0.591,3
1,48.329,0.0,0.0,1.0,1
1,88.973,6.072,0.045,0.867,3
1,60.386,5.628,0.044,0.942,2
1,53.16,0.0,0.0,1.0,1
0,25.394,4.936,0.189,0.719,2
1,81.905,7.23,0.044,0.936,2
0,22.726,0.0,0.0,1.0,1
0,39.18,8.145,0.202,0.616,3
0,27.304,5.05,0.171,0.51,4
1,44.893,5.644,0.089,0.865,2
0,26.22,0.0,0.0,1.0,1
1,57.781,0.0,0.0,1.0,1
1,35.751,5.802,0.133,0.601,3
0,31.03,3.544,0.08,0.867,2
1,30.822,5.135,0.156,0.61,3
0,31.139,0.0,0.0,1.0,1
0,26.228,5.285,0.179,0.531,4
0,27.07,0.0,0.0,1.0,1
0,25.797,2.562,0.089,0.77,2
1,65.308,0.0,0.0,1.0,1
0,26.298,0.0,0.0,1.0,1
1,85.678,0.0,0.0,1.0,1
0,29.762,2.343,0.064,0.818,2
0,22.691,0.0,0.0,1.0,1
1,31.871,5.056,0.14,0.585,4
0,21.485,3.854,0.138,0.671,3
1,78.864,0.0,0.0,1.0,1
0,21.916,0.0,0.0,1.0,1
1,56.793,4.75,0.057,0.874,2
0,38.101,7.641,0.188,0.6,3
1,59.711,0.0,0.0,1.0,1
1,20.094,2.498,0.121,0.72,2
1,71.812,0.0,0.0,1.0,1
1,22.145,3.163,0.114,0.824,2
0,31.69,0.0,0.0,1.0,1
0,33.317,4.738,0.138,0.605,3
1,31.791,6.56,0.198,0.564,4
1,66.75,7.799,0.048,0.879,3
0,34.282,6.588,0.187,0.72,2
0,31.461,0.0,0.0,1.0,1
0,32.121,2.662,0.083,0.707,2
1,55.41,0.0,0.0,1.0,1
1,135.868,21.997,0.123,0.741,4
1,20.788,0.371,0.014,0.831,2
0,21.405,3.84,0.161,0.771,2
0,68.302,13.076,0.16,0.629,3
0,24.68,4.234,0.167,0.545,4
1,35.158,0.0,0.0,1.0,1
0,25.554,4.831,0.175,0.511,4
0,27.231,4.582,0.167,0.708,2
0,34.283,7.41,0.202,0.505,4
0,26.644,0.0,0.0,1.0,1
0,34.736,5.219,0.141,0.742,2
0,24.972,1.333,0.039,0.854,2
0,60.173,15.098,0.246,0.527,4
0,28.742,5.39,0.177,0.737,2
1,66.742,4.782,0.038,0.927,2
0,20.181,0.0,0.0,1.0,1
0,31.033,3.312,0.098,0.76,2
0,24.797,2.771,0.087,0.832,2
1,45.383,6.629,0.124,0.797,2
0,76.282,13.475,0.163,0.755,2
0,28.029,2.196,0.059,0.846,2
1,40.064,0.0,0.0,1.0,1
1,69.042,0.0,0.0,1.0,1
0,45.773,9.718,0.209,0.601,3
0,40.493,6.975,0.162,0.743,2
1,64.069,0.0,0.0,1.0,1
0,43.811,0.0,0.0,1.0,1
0,20.23,0.0,0.0,1.0,1
1,23.718,0.0,0.0,1.0,1
1,35.271,6.694,0.187,0.712,2
1,43.142,0.0,0.0,1.0,1
0,20.337,0.0,0.0,1.0,1
1,107.795,0.0,0.0,1.0,1
0,32.22,6.339,0.194,0.711,2
0,23.193,3.436,0.146,0.583,3
0,31.997,0.0,0.0,1.0,1
0,20.647,3.456,0.139,0.6,3
1,46.795,8.078,0.145,0.72,3
0,42.395,0.0,0.0,1.0,1
1,101.07,16.182,0.146,0.577,4
0,32.855,0.0,0.0,1.0,1
0,21.653,0.0,0.0,1.0,1
0,24.016,0.0,0.0,1.0,1
1,38.018,4.06,0.081,0.844,2
0,22.137,1.898,0.084,0.72,2
0,25.306,3.054,0.12,0.707,2
0,32.944,5.849,0.175,0.62,3
0,22.988,3.118,0.124,0.614,3
1,53.379,5.292,0.076,0.839,2
0,23.706,4.87,0.203,0.578,3
0,23.268,2.875,0.115,0.59,3
1,53.347,8.639,0.126,0.711,3
0,30.939,5.398,0.152,0.786,2
1,30.366,0.0,0.0,1.0,1
1,32.253,3.66,0.089,0.83,2
0,26.925,3.158,0.1,0.798,2
0,45.554,4.788,0.086,0.817,2
0,22.96,3.788,0.152,0.601,3
0,21.866,3.755,0.161,0.744,2
0,30.558,5.349,0.169,0.726,2
1,25.883,5.675,0.212,0.526,4
0,20.651,3.322,0.156,0.621,3
0,23.45,3.675,0.143,0.762,2
0,34.489,0.0,0.0,1.0,1
0,35.501,5.249,0.134,0.766,2
0,50.736,0.0,0.0,1.0,1
1,40.022,6.665,0.155,0.555,4
0,36.554,4.795,0.13,0.71,2
1,54.59,0.0,0.0,1.0,1
0,37.049,2.665,0.059,0.813,2
1,20.01,2.58,0.12,0.748,2
1,22.408,0.0,0.0,1.0,1
1,52.523,6.618,0.11,0.784,2
0,49.425,8.195,0.14,0.8,2
0,22.009,2.359,0.086,0.824,2
1,39.871,0.0,0.0,1.0,1
0,32.471,6.46,0.195,0.622,3
0,29.29,6.587,0.217,0.558,4
1,46.54,9.893,0.204,0.669,3
1,73.941,8.552,0.098,0.732,3
0,39.573,5.509,0.136,0.719,2
0,22.803,1.318,0.049,0.804,2
0,39.812,7.069,0.175,0.711,2
0,32.235,5.233,0.155,0.735,2
1,71.752,7.433,0.057,0.92,2
1,273.179,28.28,0.063,0.847,4
1,64.756,0.0,0.0,1.0,1
0,31.69,3.184,0.097,0.633,3
1,89.587,0.0,0.0,1.0,1
1,45.233,4.961,0.096,0.723,3
1,39.29,0.0,0.0,1.0,1
0,27.135,0.0,0.0,1.0,1
0,29.026,5.094,0.163,0.749,2
0,48.999,7.552,0.152,0.559,4
1,29.787,0.0,0.0,1.0,1
0,82.409,0.0,0.0,1.0,1
0,39.021,5.413,0.137,0.714,2
0,30.71,4.62,0.121,0.819,2
1,83.583,14.642,0.173,0.713,2
0,23.769,4.525,0.182,0.613,3
1,27.709,0.0,0.0,1.0,1
1,126.021,13.841,0.055,0.822,3
1,37.497,4.574,0.11,0.647,3
0,31.335,4.772,0.144,0.739,2
0,44.825,10.804,0.225,0.521,4
1,88.774,11.523,0.09,0.853,3
0,23.378,4.519,0.18,0.601,3
0,21.102,0.0,0.0,1.0,1
0,28.003,4.553,0.158,0.607,3
1,89.233,0.0,0.0,1.0,1
1,33.214,5.307,0.153,0.732,2
1,33.935,4.428,0.119,0.764,2
0,49.073,0.0,0.0,1.0,1
1,43.919,0.0,0.0,1.0,1
0,34.486,4.717,0.109,0.824,2
1,23.929,1.535,0.056,0.785,2
0,23.199,0.0,0.0,1.0,1
0,37.552,5.029,0.131,0.72,2
1,119.963,13.114,0.076,0.832,3
0,23.249,4.608,0.172,0.583,3
1,56.5,10.913,0.166,0.622,4
1,31.603,0.0,0.0,1.0,1
1,67.259,5.959,0.039,0.891,3
1,108.384,9.627,0.041,0.945,2
1,139.846,19.659,0.111,0.812,4
1,93.255,15.73,0.142,0.751,3
0,21.157,0.0,0.0,1.0,1
1,21.348,0.0,0.0,1.0,1
1,40.835,0.0,0.0,1.0,1
0,37.415,0.0,0.0,1.0,1
0,27.61,0.0,0.0,1.0,1
0,21.627,0.0,0.0,1.0,1
1,64.959,0.0,0.0,1.0,1
1,52.951,4.869,0.061,0.882,2
1,20.485,0.0,0.0,1.0,1
1,53.127,3.814,0.03,0.956,2
0,27.895,0.0,0.0,1.0,1
1,49.247,2.54,0.025,0.94,2
0,35.537,2.794,0.057,0.856,2
1,90.756,0.0,0.0,1.0,1
0,29.251,4.773,0.153,0.746,2
0,49.819,12.281,0.242,0.578,3
1,40.29,0.0,0.0,1.0,1
0,37.297,0.0,0.0,1.0,1
1,115.757,9.579,0.049,0.842,4
0,44.787,7.614,0.156,0.76,2
1,29.595,2.889,0.094,0.733,2
0,51.478,11.773,0.226,0.598,3
0,25.825,3.056,0.095,0.822,2
1,52.439,5.563,0.07,0.873,3
0,21.622,0.0,0.0,1.0,1
1,67.064,3.496,0.032,0.9,2
0,20.478,3.35,0.146,0.774,2
1,63.826,7.142,0.082,0.852,2
1,23.968,0.0,0.0,1.0,1
1,23.966,1.165,0.032,0.881,2
1,70.737,9.995,0.113,0.823,2
0,45.267,10.583,0.226,0.519,4
1,48.63,5.768,0.089,0.847,2
0,26.445,5.091,0.188,0.714,2
0,22.297,0.0,0.0,1.0,1
0,29.232,5.126,0.168,0.728,2
0,33.168,6.175,0.154,0.589,3
0,27.119,4.053,0.142,0.737,2
0,43.523,0.0,0.0,1.0,1
0,29.657,0.0,0.0,1.0,1
1,81.563,17.557,0.211,0.486,5
1,112.827,10.033,0.049,0.921,2
0,27.547,4.83,0.173,0.712,2
0,27.469,0.0,0.0,1.0,1
1,31.271,0.0,0.0,1.0,1
1,44.993,3.392,0.064,0.799,2
0,46.591,11.787,0.239,0.453,5
1,90.901,9.384,0.086,0.806,2
1,36.008,3.1,0.065,0.845,2
0,27.443,0.0,0.0,1.0,1
1,57.395,0.0,0.0,1.0,1
1,36.786,0.0,0.0,1.0,1
1,69.496,8.29,0.104,0.536,4
1,30.7,0.0,0.0,1.0,1
1,21.614,0.0,0.0,1.0,1
1,54.396,7.752,0.131,0.654,3
0,33.74,6.916,0.2,0.625,3
1,27.453,6.005,0.214,0.61,3
1,63.82,12.164,0.176,0.608,4
0,20.078,1.065,0.053,0.711,2
1,34.746,0.0,0.0,1.0,1
0,28.477,3.404,0.116,0.726,2
1,28.625,3.676,0.104,0.82,2
1,21.222,0.0,0.0,1.0,1
1,45.175,0.0,0.0,1.0,1
1,60.919,0.0,0.0,1.0,1
1,34.647,3.917,0.083,0.853,2
0,39.543,0.0,0.0,1.0,1
