background/signal,pT GeV,mass GeV,width,ptD,#of constituents
1,182.016,11.504,0.021,0.944,8
1,295.852,26.698,0.038,0.694,15
1,64.895,6.569,0.071,0.548,12
0,43.603,11.11,0.235,0.369,12
0,22.478,4.613,0.18,0.345,12
1,91.983,17.798,0.174,0.269,29
0,21.822,4.675,0.186,0.361,9
0,44.372,9.122,0.179,0.295,15
0,26.757,6.521,0.217,0.321,14
1,64.092,10.46,0.13,0.37,17
1,29.723,4.744,0.14,0.312,13
1,38.505,9.802,0.224,0.292,17
0,34.107,8.061,0.214,0.297,15
1,44.261,7.945,0.151,0.369,13
1,41.194,8.125,0.176,0.308,15
0,29.095,6.029,0.185,0.315,15
0,24.713,4.403,0.162,0.349,12
1,584.69,27.408,0.015,0.934,15
1,51.253,7.673,0.135,0.44,11
0,20.638,4.304,0.192,0.334,11
0,25.025,4.608,0.16,0.441,10
0,20.584,3.85,0.165,0.429,7
0,22.732,5.162,0.205,0.378,11
0,39.297,8.363,0.19,0.319,13
0,21.873,4.801,0.197,0.331,11
1,86.905,9.938,0.068,0.795,8
1,320.477,30.844,0.041,0.788,20
1,45.404,8.821,0.162,0.345,11
1,303.147,20.469,0.024,0.906,11
0,32.548,8.524,0.245,0.282,19
0,23.181,5.037,0.206,0.325,15
0,27.986,5.49,0.179,0.328,12
1,269.708,30.291,0.06,0.833,18
0,42.542,10.6,0.232,0.256,21
1,198.671,24.666,0.091,0.447,21
0,20.929,4.554,0.196,0.309,11
1,1235.144,66.631,0.01,0.967,10
0,37.326,7.794,0.186,0.328,15
0,41.539,8.839,0.189,0.322,19
1,355.878,40.758,0.079,0.43,26
1,541.412,37.959,0.025,0.928,16
1,263.721,24.365,0.065,0.451,16
0,42.679,10.027,0.219,0.296,17
1,133.577,17.32,0.094,0.632,15
0,38.16,10.441,0.254,0.258,21
1,123.65,11.864,0.058,0.536,13
0,47.4,12.713,0.244,0.25,26
0,37.884,9.326,0.231,0.257,18
0,30.047,5.909,0.171,0.387,12
0,51.399,13.078,0.212,0.304,20
0,36.083,8.095,0.201,0.366,13
1,25.273,5.53,0.198,0.339,12
0,21.447,3.504,0.124,0.47,8
0,26.688,6.494,0.216,0.297,16
0,26.994,5.548,0.188,0.392,9
1,37.467,8.199,0.196,0.307,17
0,67.622,12.397,0.139,0.335,18
1,677.873,44.113,0.022,0.821,15
1,443.914,28.922,0.021,0.918,14
1,76.468,12.493,0.117,0.492,16
1,42.348,11.06,0.245,0.292,17
1,25.168,4.99,0.175,0.331,13
1,211.817,11.747,0.02,0.901,12
1,149.535,16.922,0.078,0.637,20
0,22.417,5.153,0.211,0.291,14
1,94.579,19.584,0.183,0.299,20
1,169.811,15.455,0.038,0.713,14
0,51.018,11.91,0.211,0.27,23
0,23.072,5.319,0.208,0.302,13
0,23.345,5.651,0.217,0.423,7
1,34.431,5.351,0.121,0.553,8
1,24.575,5.157,0.203,0.338,11
1,202.431,10.814,0.012,0.961,7
1,111.957,13.609,0.081,0.464,14
0,46.027,13.035,0.257,0.243,25
0,21.982,4.33,0.174,0.329,12
1,68.406,13.374,0.162,0.337,20
1,244.261,19.868,0.03,0.908,12
0,25.821,5.786,0.192,0.468,10
0,41.349,8.477,0.174,0.337,16
1,189.554,11.731,0.042,0.764,6
1,342.642,33.849,0.042,0.862,18
1,410.25,33.47,0.027,0.889,11
1,44.641,8.557,0.152,0.429,12
1,109.424,13.606,0.102,0.361,17
1,121.924,12.343,0.074,0.476,11
0,23.066,3.944,0.155,0.442,7
0,31.253,6.464,0.184,0.294,18
1,111.464,10.633,0.062,0.619,9
0,23.038,4.647,0.174,0.398,8
1,130.509,12.739,0.048,0.862,8
0,27.564,5.922,0.198,0.351,10
1,27.137,4.021,0.117,0.393,12
1,44.771,5.548,0.099,0.506,10
0,35.247,8.128,0.206,0.273,16
1,419.387,24.377,0.02,0.937,8
1,63.456,10.62,0.141,0.615,15
1,82.006,14.103,0.131,0.452,16
0,26.159,6.182,0.223,0.312,12
1,178.669,20.991,0.083,0.68,16
1,107.393,8.626,0.031,0.91,7
0,34.327,7.91,0.213,0.291,15
1,21.089,4.468,0.193,0.366,8
0,23.447,5.846,0.225,0.306,13
0,20.932,4.337,0.18,0.42,8
1,347.198,37.138,0.052,0.882,17
1,48.963,9.886,0.179,0.409,12
0,29.345,4.879,0.152,0.357,12
1,21.204,3.454,0.141,0.434,6
1,406.706,38.057,0.036,0.75,18
0,37.61,7.632,0.168,0.356,14
1,39.142,6.183,0.119,0.346,18
1,26.978,4.215,0.146,0.436,8
1,127.247,10.479,0.052,0.663,11
1,78.153,17.482,0.177,0.28,24
1,136.374,13.273,0.066,0.545,14
0,23.583,5.988,0.232,0.396,9
0,21.454,3.603,0.139,0.575,8
1,927.711,51.294,0.015,0.952,14
0,36.02,9.437,0.247,0.235,22
0,22.911,4.337,0.162,0.32,14
1,25.434,5.362,0.187,0.309,12
0,43.262,8.421,0.166,0.296,16
0,26.949,5.101,0.162,0.307,15
1,185.076,10.854,0.019,0.963,7
0,45.387,10.113,0.204,0.274,20
0,25.221,5.11,0.177,0.395,10
1,77.88,11.958,0.104,0.562,13
1,140.733,24.325,0.143,0.321,26
0,73.105,19.014,0.238,0.23,26
0,30.781,6.349,0.18,0.295,15
1,128.471,9.898,0.033,0.9,11
0,20.737,4.831,0.207,0.347,11
0,22.4,5.459,0.23,0.346,13
1,232.483,14.915,0.023,0.92,7
1,293.362,29.901,0.037,0.853,21
1,371.953,70.595,0.17,0.339,31
1,932.621,32.302,0.006,0.985,7
1,40.292,10.134,0.223,0.328,14
1,320.643,24.834,0.028,0.917,13
1,71.365,15.683,0.202,0.329,16
1,146.736,8.822,0.022,0.912,6
1,82.955,15.27,0.147,0.308,21
1,141.288,11.776,0.03,0.875,9
0,22.131,5.38,0.217,0.33,12
0,31.792,8.178,0.239,0.304,16
0,30.325,5.887,0.176,0.316,15
0,39.707,10.536,0.251,0.313,15
1,58.122,14.355,0.231,0.325,20
0,36.736,8.782,0.208,0.28,17
0,24.35,5.139,0.183,0.333,11
0,22.396,4.067,0.163,0.379,12
0,30.547,8.221,0.248,0.263,17
1,25.97,6.658,0.23,0.314,13
0,25.256,5.814,0.2,0.35,11
1,240.649,37.759,0.133,0.669,18
1,393.021,36.878,0.041,0.615,15
1,58.907,13.236,0.21,0.263,21
0,24.438,6.14,0.229,0.296,13
1,26.525,6.131,0.206,0.368,12
1,67.159,11.575,0.138,0.286,22
1,96.3,16.789,0.13,0.351,21
1,542.518,21.237,0.015,0.855,11
1,168.539,18.101,0.06,0.854,14
0,28.009,4.74,0.151,0.304,15
0,25.149,4.812,0.169,0.456,8
0,27.731,6.536,0.219,0.359,10
0,29.105,7.343,0.239,0.301,14
1,117.615,15.94,0.093,0.782,11
1,138.406,19.56,0.103,0.537,15
0,25.39,5.642,0.197,0.369,11
1,229.761,22.347,0.045,0.73,13
1,59.399,4.926,0.038,0.888,8
0,34.02,6.994,0.161,0.38,16
0,54.422,13.191,0.222,0.256,22
1,48.457,11.579,0.222,0.263,22
0,41.75,8.277,0.168,0.331,16
1,40.833,9.488,0.218,0.356,14
1,43.476,9.798,0.185,0.355,17
0,23.617,4.328,0.166,0.372,9
1,657.123,53.324,0.03,0.92,15
1,330.147,22.576,0.026,0.917,11
0,26.794,4.429,0.145,0.369,11
1,153.423,24.503,0.104,0.688,16
1,156.576,12.957,0.055,0.559,7
1,194.335,9.253,0.015,0.946,8
0,27.652,4.921,0.158,0.349,11
0,36.502,9.424,0.236,0.284,16
1,153.951,16.895,0.041,0.893,7
0,28.919,6.027,0.19,0.362,11
0,26.571,5.482,0.186,0.316,12
1,34.082,6.04,0.159,0.311,17
0,36.144,7.291,0.186,0.292,16
0,39.728,7.899,0.166,0.298,16
1,51.613,10.232,0.166,0.358,21
0,27.933,4.63,0.15,0.321,13
1,47.873,4.164,0.063,0.641,8
0,22.212,5.802,0.239,0.324,13
0,57.459,13.802,0.214,0.234,24
0,60.864,13.31,0.195,0.248,23
0,20.187,3.509,0.149,0.482,6
0,32.416,7.01,0.204,0.306,15
0,29.191,6.728,0.213,0.298,15
0,23.656,4.991,0.185,0.386,11
1,39.986,8.067,0.157,0.402,12
0,24.798,4.558,0.17,0.421,10
1,359.568,13.238,0.016,0.808,11
1,161.052,20.461,0.067,0.819,14
0,55.217,14.133,0.236,0.274,22
0,27.505,5.609,0.184,0.303,18
1,298.831,13.518,0.013,0.934,11
1,111.919,14.772,0.106,0.432,15
1,381.025,24.025,0.016,0.888,8
1,126.826,19.204,0.091,0.575,21
0,22.146,4.145,0.179,0.462,8
1,331.738,27.626,0.035,0.857,23
0,27.936,5.437,0.172,0.323,14
0,22.387,4.564,0.17,0.292,15
0,21.538,4.45,0.183,0.419,11
1,591.696,34.657,0.015,0.917,15
0,21.17,3.697,0.162,0.343,12
0,38.356,7.881,0.18,0.33,15
1,179.248,15.633,0.034,0.902,11
1,407.655,14.134,0.007,0.957,7
1,67.736,15.669,0.21,0.29,23
1,908.825,46.132,0.017,0.96,14
1,352.363,28.186,0.042,0.814,10
1,152.186,18.856,0.095,0.521,16
0,24.479,6.067,0.233,0.291,17
0,22.337,4.653,0.171,0.354,11
0,32.648,6.553,0.18,0.363,13
1,243.779,22.516,0.061,0.487,15
0,21.144,4.755,0.186,0.426,10
0,28.887,5.994,0.185,0.404,13
1,26.194,6.662,0.233,0.352,11
1,318.709,18.427,0.02,0.919,11
0,22.232,2.59,0.083,0.42,10
1,76.2,15.325,0.17,0.27,22
0,25.005,4.867,0.176,0.3,15
0,32.875,7.587,0.213,0.293,16
1,215.73,24.666,0.073,0.799,15
0,26.162,5.866,0.204,0.332,14
1,188.151,17.269,0.061,0.552,16
1,34.894,5.473,0.132,0.313,14
0,26.228,5.75,0.209,0.329,14
1,130.205,10.72,0.025,0.905,4
1,118.16,12.054,0.065,0.537,16
0,33.299,8.398,0.233,0.249,20
0,32.607,7.977,0.219,0.29,16
0,26.283,6.628,0.227,0.291,16
0,37.776,8.22,0.198,0.29,19
1,45.451,7.795,0.139,0.381,13
0,30.827,7.611,0.229,0.32,14
1,129.367,16.278,0.073,0.806,14
1,99.874,11.805,0.095,0.374,21
1,194.685,18.748,0.057,0.591,19
0,46.195,10.351,0.207,0.268,21
0,27.168,5.575,0.187,0.304,14
0,27.883,5.8,0.184,0.317,14
1,236.801,21.393,0.036,0.693,16
1,24.415,3.749,0.139,0.419,8
1,20.462,5.049,0.221,0.397,11
0,34.222,6.351,0.155,0.341,12
0,27.248,5.519,0.178,0.393,10
0,48.426,11.508,0.221,0.297,20
0,34.25,8.556,0.231,0.292,16
1,44.939,7.808,0.129,0.434,11
0,21.763,5.303,0.224,0.289,15
0,42.589,8.75,0.182,0.317,14
0,38.767,9.405,0.228,0.264,17
1,118.564,12.975,0.068,0.605,16
0,47.17,9.599,0.176,0.291,16
1,289.52,19.34,0.035,0.691,12
1,912.292,60.003,0.017,0.912,20
1,34.08,6.885,0.185,0.538,9
1,181.991,16.627,0.032,0.93,7
0,33.228,8.269,0.229,0.275,16
0,27.533,6.327,0.21,0.371,12
0,39.745,9.438,0.218,0.299,18
1,64.831,3.325,0.022,0.746,5
0,26.797,5.973,0.203,0.327,13
1,35.994,7.538,0.173,0.471,11
0,26.149,3.793,0.127,0.438,7
0,24.646,5.544,0.201,0.304,15
1,58.91,10.542,0.151,0.366,19
1,27.397,7.007,0.236,0.259,17
1,93.063,17.941,0.168,0.455,18
0,23.685,4.95,0.188,0.343,13
1,538.807,33.443,0.017,0.956,11
1,50.474,8.646,0.13,0.47,17
0,20.365,3.985,0.181,0.396,10
1,53.256,13.459,0.223,0.235,26
0,23.006,4.925,0.187,0.342,11
1,182.817,9.545,0.014,0.944,4
0,22.973,3.802,0.141,0.408,7
0,24.007,4.345,0.148,0.466,8
1,75.759,11.407,0.11,0.435,19
0,28.17,6.323,0.197,0.289,15
1,68.608,8.393,0.082,0.459,10
0,24.725,5.063,0.185,0.357,10
0,31.745,7.331,0.208,0.308,15
0,24.962,6.408,0.234,0.298,14
1,55.935,6.981,0.093,0.474,11
0,32.148,7.759,0.224,0.296,16
0,52.881,11.415,0.201,0.32,18
0,41.316,7.953,0.159,0.408,14
0,23.451,4.913,0.194,0.364,11
1,22.411,4.416,0.151,0.393,9
1,455.142,26.0,0.016,0.937,12
1,217.186,23.739,0.083,0.489,13
1,297.325,34.444,0.099,0.465,14
1,72.328,13.927,0.16,0.384,14
0,25.589,5.006,0.17,0.366,11
0,27.938,5.803,0.176,0.336,12
0,32.215,8.05,0.237,0.278,16
0,21.694,4.759,0.204,0.344,11
1,172.795,14.794,0.031,0.923,10
0,31.107,7.805,0.233,0.281,17
1,282.507,28.078,0.035,0.863,15
0,29.896,6.358,0.183,0.297,15
1,47.457,10.466,0.203,0.254,21
0,24.747,3.59,0.122,0.402,8
0,26.381,6.654,0.24,0.31,12
1,114.601,14.354,0.084,0.466,20
1,429.073,18.723,0.007,0.979,7
0,22.087,5.12,0.208,0.332,12
0,24.381,4.205,0.152,0.364,12
1,168.481,10.857,0.017,0.951,5
1,30.352,4.338,0.105,0.395,11
1,141.849,21.575,0.112,0.39,17
1,92.066,16.267,0.152,0.308,20
0,36.349,8.785,0.217,0.3,14
0,42.972,9.539,0.2,0.327,14
1,52.35,7.158,0.105,0.37,14
0,42.744,9.262,0.199,0.271,18
1,103.095,18.031,0.129,0.457,17
1,20.178,3.964,0.179,0.348,11
0,21.806,5.624,0.241,0.31,13
1,135.383,18.979,0.08,0.827,10
0,35.636,6.538,0.158,0.275,19
0,53.524,10.145,0.162,0.336,17
1,31.63,6.167,0.176,0.309,13
0,41.505,9.408,0.211,0.317,14
1,280.015,32.081,0.077,0.606,17
0,20.071,3.763,0.17,0.288,15
0,25.241,6.554,0.233,0.3,14
0,29.006,6.035,0.188,0.297,16
0,32.269,6.391,0.178,0.355,13
1,207.096,16.206,0.033,0.865,9
1,335.585,18.644,0.016,0.956,10
0,35.179,7.567,0.191,0.259,18
0,25.829,5.598,0.202,0.275,17
0,21.187,3.14,0.131,0.418,10
1,35.55,6.877,0.178,0.25,20
1,126.057,18.479,0.111,0.419,20
1,140.226,12.603,0.051,0.842,11
1,813.362,39.332,0.013,0.948,15
1,29.882,4.464,0.111,0.719,6
0,24.257,5.016,0.183,0.344,12
1,96.775,12.619,0.11,0.344,15
1,25.676,6.86,0.253,0.386,9
1,20.803,4.894,0.217,0.349,11
1,31.598,6.575,0.177,0.314,13
0,28.52,7.091,0.231,0.361,11
0,27.746,5.704,0.181,0.389,8
0,41.855,8.756,0.189,0.301,15
0,21.22,3.881,0.163,0.352,12
0,33.067,6.38,0.169,0.324,14
0,36.767,8.4,0.193,0.29,17
0,21.875,3.356,0.135,0.569,7
0,21.285,4.966,0.21,0.341,14
0,34.548,6.832,0.169,0.376,10
1,74.702,17.196,0.213,0.385,22
1,93.192,19.179,0.175,0.271,30
1,180.811,28.479,0.099,0.472,22
0,23.647,5.583,0.211,0.456,10
1,25.316,4.596,0.162,0.34,12
0,26.438,4.604,0.159,0.379,8
0,41.384,9.369,0.212,0.235,24
1,45.285,6.89,0.129,0.637,7
1,151.512,15.297,0.068,0.541,13
1,132.569,14.271,0.047,0.595,11
1,46.567,6.994,0.108,0.459,11
1,652.748,35.267,0.011,0.976,6
1,144.22,17.873,0.08,0.812,15
0,23.401,5.435,0.212,0.348,10
0,33.277,8.267,0.229,0.277,19
1,122.713,11.261,0.044,0.631,10
1,50.946,8.15,0.122,0.409,12
0,27.598,6.121,0.21,0.303,12
1,362.526,30.178,0.033,0.898,17
1,116.318,12.947,0.079,0.543,10
1,139.449,14.605,0.077,0.548,12
1,25.172,5.451,0.194,0.304,12
1,85.197,16.753,0.168,0.332,22
1,182.823,16.224,0.04,0.862,15
0,25.854,3.96,0.139,0.415,10
1,326.437,25.912,0.04,0.598,17
0,20.437,4.707,0.218,0.325,13
1,90.304,15.973,0.132,0.387,15
1,357.12,32.437,0.062,0.42,16
1,174.06,26.489,0.117,0.38,25
0,20.874,4.899,0.216,0.403,10
1,22.548,4.727,0.197,0.317,14
1,91.136,11.36,0.1,0.407,14
1,194.219,10.153,0.011,0.964,6
1,127.605,11.413,0.05,0.627,12
0,26.86,4.684,0.156,0.355,10
1,247.113,22.543,0.04,0.855,15
1,227.605,21.545,0.033,0.87,17
1,95.654,14.71,0.11,0.295,23
0,20.973,4.111,0.18,0.402,9
0,50.073,11.919,0.219,0.254,20
1,234.583,39.564,0.136,0.353,31
1,43.81,10.432,0.211,0.323,15
0,22.855,4.585,0.164,0.347,11
1,20.429,2.738,0.112,0.368,10
1,95.94,22.149,0.206,0.229,30
0,21.406,3.273,0.13,0.392,8
0,25.508,4.756,0.157,0.329,12
1,114.271,12.145,0.067,0.417,12
1,77.519,12.859,0.111,0.646,15
0,36.423,6.93,0.168,0.285,16
0,20.93,4.098,0.163,0.364,12
1,53.026,11.987,0.21,0.511,12
0,30.885,3.177,0.07,0.586,5
1,475.365,43.529,0.064,0.662,17
0,41.38,9.759,0.216,0.267,19
1,20.816,3.362,0.145,0.39,10
1,27.92,5.805,0.177,0.352,10
1,184.104,34.18,0.153,0.349,20
0,22.841,4.921,0.185,0.35,11
1,206.344,9.286,0.014,0.936,8
1,53.957,6.453,0.078,0.52,12
1,168.005,22.551,0.096,0.636,16
0,32.025,6.327,0.172,0.273,17
1,145.472,12.435,0.032,0.869,12
1,79.897,16.862,0.173,0.492,16
1,107.261,13.348,0.075,0.334,21
0,28.115,5.589,0.182,0.316,13
1,244.826,30.805,0.064,0.804,23
1,119.17,14.018,0.077,0.599,17
1,36.726,7.661,0.185,0.318,14
1,20.407,4.657,0.21,0.386,9
0,34.4,7.362,0.187,0.265,19
0,20.963,5.007,0.227,0.395,9
0,26.596,4.97,0.17,0.386,10
1,123.781,11.113,0.038,0.911,6
0,29.307,7.072,0.225,0.354,10
1,795.213,65.568,0.037,0.872,24
0,24.728,5.881,0.226,0.329,12
0,24.578,5.742,0.221,0.358,12
0,37.996,9.047,0.21,0.368,13
1,51.063,8.307,0.117,0.34,17
1,64.601,12.314,0.177,0.476,17
1,79.254,10.809,0.102,0.485,9
0,22.649,5.31,0.212,0.318,13
1,42.371,9.411,0.199,0.285,19
0,41.248,10.304,0.236,0.356,17
1,184.289,19.974,0.067,0.607,13
0,30.216,6.353,0.181,0.274,16
0,55.419,12.604,0.199,0.252,23
0,25.261,5.14,0.175,0.319,13
0,24.414,5.153,0.195,0.32,14
0,24.945,5.5,0.206,0.457,7
0,37.078,8.498,0.204,0.31,19
0,29.208,6.896,0.22,0.323,13
0,35.217,7.518,0.197,0.29,16
1,475.467,25.399,0.013,0.95,11
1,319.375,29.152,0.033,0.829,10
1,91.237,12.299,0.087,0.517,11
1,170.329,11.532,0.048,0.628,7
1,253.3,23.511,0.035,0.893,13
0,23.527,5.493,0.223,0.396,9
1,138.42,21.987,0.112,0.475,18
1,152.845,26.221,0.132,0.264,33
1,48.781,8.841,0.156,0.312,15
0,21.525,3.844,0.169,0.323,11
0,20.443,3.936,0.17,0.33,12
0,21.897,4.414,0.191,0.38,10
0,30.052,5.825,0.172,0.313,13
0,20.71,3.214,0.135,0.298,12
1,66.274,6.099,0.05,0.834,8
1,437.322,34.534,0.033,0.758,18
0,37.911,9.026,0.224,0.286,17
1,331.686,29.157,0.046,0.747,13
0,30.9,5.473,0.16,0.303,14
0,32.287,7.567,0.212,0.299,17
0,45.069,8.045,0.156,0.391,15
0,26.012,6.729,0.238,0.287,15
0,36.143,8.512,0.223,0.275,18
1,317.805,22.827,0.042,0.727,17
0,44.973,10.995,0.219,0.315,18
0,30.508,6.84,0.205,0.313,12
0,23.617,5.349,0.218,0.34,12
1,99.264,14.838,0.122,0.292,25
0,45.16,11.582,0.232,0.272,17
0,36.544,8.203,0.204,0.313,15
0,23.701,4.48,0.165,0.324,12
1,43.348,9.206,0.188,0.288,19
0,44.725,11.073,0.204,0.293,21
1,54.529,12.79,0.211,0.245,23
0,21.475,4.41,0.195,0.458,7
0,40.121,10.346,0.241,0.269,16
0,40.464,10.576,0.236,0.29,20
0,46.441,10.715,0.207,0.24,22
1,40.084,9.953,0.224,0.357,15
1,102.268,18.273,0.133,0.366,22
0,42.728,9.802,0.213,0.263,19
0,38.197,8.585,0.205,0.36,12
1,288.168,22.97,0.03,0.855,11
0,30.937,5.427,0.159,0.491,10
0,23.74,5.115,0.201,0.329,12
0,27.599,5.621,0.19,0.371,10
1,163.108,13.167,0.046,0.559,15
1,110.848,22.226,0.176,0.247,30
1,445.598,47.554,0.079,0.482,20
1,373.551,16.243,0.012,0.962,5
1,126.332,17.946,0.106,0.318,21
1,404.655,22.483,0.014,0.955,9
1,678.366,29.489,0.009,0.738,11
1,145.025,16.9,0.074,0.528,13
1,90.982,11.623,0.088,0.393,15
0,23.779,6.021,0.229,0.344,13
0,40.279,8.185,0.192,0.244,23
1,177.925,18.567,0.046,0.845,12
0,36.321,7.885,0.185,0.325,12
0,20.448,4.717,0.212,0.309,15
0,23.982,5.368,0.212,0.397,9
1,78.832,10.117,0.104,0.404,14
1,395.258,26.588,0.04,0.559,12
1,70.335,15.822,0.193,0.273,25
0,27.45,5.89,0.187,0.298,14
0,34.7,8.241,0.224,0.256,19
1,274.698,25.09,0.028,0.898,13
0,36.103,7.031,0.181,0.291,16
0,26.967,4.617,0.148,0.331,11
0,22.043,3.982,0.146,0.322,13
1,439.86,47.802,0.077,0.446,22
0,26.841,5.603,0.194,0.317,13
0,134.016,19.1,0.095,0.427,18
1,550.164,36.098,0.032,0.762,15
1,320.905,31.193,0.065,0.664,20
0,24.373,5.827,0.221,0.297,14
0,42.497,9.39,0.204,0.265,18
1,56.329,7.116,0.09,0.339,15
1,59.564,14.335,0.228,0.328,20
1,72.151,10.13,0.097,0.554,14
0,37.868,9.359,0.225,0.275,17
1,99.215,8.753,0.047,0.6,10
1,258.634,16.202,0.015,0.946,9
1,80.066,19.655,0.227,0.321,21
1,57.05,8.434,0.125,0.337,15
0,20.019,4.883,0.232,0.343,10
0,28.124,6.237,0.201,0.29,15
1,208.971,20.6,0.055,0.836,12
0,23.709,6.421,0.252,0.307,13
1,167.016,9.686,0.029,0.875,6
1,37.75,6.337,0.148,0.316,15
0,25.623,4.962,0.172,0.369,10
0,27.81,6.317,0.201,0.266,19
0,22.475,5.133,0.192,0.353,10
0,41.945,6.111,0.097,0.603,5
1,59.817,8.635,0.097,0.666,11
1,224.343,23.143,0.056,0.842,18
0,31.714,6.623,0.183,0.372,14
0,20.377,4.309,0.192,0.365,10
1,144.39,22.758,0.133,0.417,21
0,20.159,4.554,0.203,0.342,11
1,105.056,12.538,0.087,0.419,16
1,185.472,21.46,0.054,0.618,18
0,25.693,4.749,0.155,0.328,14
0,34.894,8.236,0.22,0.327,14
1,150.469,17.464,0.065,0.748,16
0,31.77,7.386,0.202,0.384,14
1,38.033,5.486,0.12,0.38,9
0,33.147,5.458,0.145,0.292,15
1,30.16,6.359,0.189,0.298,15
1,245.369,13.753,0.012,0.962,6
1,122.526,11.064,0.071,0.428,10
1,843.641,44.974,0.014,0.951,11
1,41.052,9.092,0.181,0.305,15
0,36.074,8.991,0.231,0.281,17
1,104.668,13.375,0.077,0.551,10
0,33.234,7.2,0.189,0.297,15
1,40.43,10.408,0.242,0.29,17
0,38.13,8.332,0.189,0.324,14
0,50.103,12.891,0.235,0.225,22
0,32.35,6.462,0.185,0.341,12
0,22.817,4.485,0.18,0.393,9
1,149.39,22.604,0.107,0.399,27
0,22.388,4.577,0.186,0.445,10
1,445.976,21.425,0.012,0.975,8
0,41.994,11.252,0.254,0.253,19
0,30.566,5.741,0.168,0.337,15
0,22.012,4.512,0.193,0.374,11
1,122.039,14.768,0.085,0.465,12
0,51.993,11.596,0.204,0.288,18
1,38.64,5.743,0.125,0.388,13
0,31.501,6.278,0.161,0.367,12
0,42.86,8.093,0.164,0.349,16
0,20.953,4.418,0.196,0.339,11
1,37.536,9.402,0.226,0.285,18
1,24.226,4.643,0.165,0.378,10
0,22.433,4.746,0.195,0.463,7
0,32.562,7.879,0.226,0.274,16
0,22.04,3.554,0.137,0.309,14
1,169.874,21.712,0.067,0.531,20
0,20.184,3.558,0.157,0.391,9
1,211.416,33.548,0.151,0.447,12
1,132.337,18.302,0.102,0.445,21
0,23.196,6.317,0.254,0.314,14
0,26.619,5.692,0.184,0.31,12
0,41.744,8.997,0.199,0.402,11
1,339.238,31.273,0.041,0.862,16
0,35.964,7.629,0.198,0.367,15
1,26.137,6.588,0.234,0.291,14
1,175.69,18.745,0.056,0.623,16
1,67.248,8.16,0.09,0.52,11
1,40.7,8.032,0.171,0.31,16
0,21.287,2.897,0.113,0.354,10
0,24.465,4.797,0.177,0.302,13
0,20.617,3.862,0.174,0.372,9
1,95.965,9.833,0.08,0.454,13
1,120.501,11.685,0.048,0.807,13
1,365.304,25.389,0.025,0.93,8
1,212.926,25.267,0.083,0.615,22
1,238.134,15.292,0.021,0.968,5
0,27.675,5.776,0.173,0.313,13
0,38.93,8.866,0.207,0.329,16
1,215.219,15.19,0.024,0.927,9
1,169.067,21.622,0.089,0.546,15
0,20.462,4.15,0.186,0.386,12
1,141.842,26.973,0.136,0.47,31
1,80.789,7.876,0.062,0.471,12
0,48.059,10.689,0.203,0.285,18
1,92.134,15.243,0.143,0.498,13
1,226.303,14.259,0.026,0.921,8
1,56.174,9.148,0.12,0.398,12
1,60.005,10.812,0.134,0.484,17
1,689.852,25.364,0.019,0.862,8
1,380.085,29.625,0.058,0.512,14
0,27.975,7.376,0.234,0.305,14
1,102.937,14.229,0.092,0.467,20
1,212.966,25.432,0.06,0.821,16
1,278.03,27.819,0.042,0.84,18
0,36.952,8.884,0.216,0.356,14
1,34.49,7.731,0.199,0.276,17
0,28.651,6.379,0.208,0.312,12
1,189.341,26.397,0.104,0.369,27
0,28.674,5.926,0.18,0.326,11
0,21.196,4.69,0.198,0.321,11
0,32.05,6.575,0.182,0.48,12
0,29.018,7.211,0.228,0.337,11
0,32.595,6.558,0.161,0.318,16
1,42.467,7.789,0.152,0.452,14
1,438.15,45.364,0.038,0.901,19
0,42.001,10.286,0.223,0.309,15
0,24.432,5.365,0.199,0.32,13
1,118.545,20.475,0.135,0.308,22
1,150.506,23.757,0.13,0.337,25
0,28.258,6.142,0.202,0.355,12
0,22.131,4.592,0.169,0.39,9
1,142.49,16.909,0.096,0.424,12
0,37.281,7.111,0.143,0.376,10
0,33.373,6.108,0.147,0.35,12
0,36.108,8.902,0.227,0.278,15
1,75.078,13.596,0.146,0.379,19
0,21.958,4.867,0.199,0.378,9
1,120.937,17.173,0.097,0.417,18
0,35.533,8.728,0.219,0.28,15
1,305.323,16.114,0.014,0.974,5
1,208.627,12.682,0.022,0.9,10
0,24.766,6.309,0.244,0.374,10
0,22.859,5.475,0.224,0.365,11
1,26.757,5.13,0.168,0.626,6
1,31.772,5.148,0.141,0.435,13
0,40.467,9.431,0.212,0.314,16
0,21.514,3.637,0.147,0.406,8
1,579.557,35.471,0.014,0.966,8
0,21.177,3.714,0.161,0.37,9
0,21.529,3.75,0.13,0.435,10
0,21.919,5.59,0.237,0.359,11
0,28.237,3.973,0.109,0.335,11
1,181.252,10.864,0.019,0.912,11
0,22.102,3.774,0.146,0.412,7
0,27.637,6.64,0.224,0.318,15
1,254.648,13.494,0.017,0.959,6
0,27.993,6.107,0.198,0.368,10
1,491.327,17.039,0.01,0.93,7
0,24.69,5.919,0.217,0.339,13
1,69.584,11.823,0.128,0.357,18
1,27.977,5.855,0.18,0.381,11
0,21.333,4.302,0.188,0.361,12
1,163.806,28.724,0.127,0.449,25
0,34.032,8.651,0.23,0.265,17
1,262.26,19.507,0.028,0.907,10
0,23.345,5.27,0.195,0.33,14
