background/signal,pT GeV,mass GeV,width,ptD,#of constituents
1,34.521,-2.688,0.037,0.728,3
1,67.494,-3.031,0.029,0.708,2
1,21.212,2.574,0.097,0.607,4
1,29.795,3.55,0.062,0.716,2
1,30.133,3.299,0.045,0.819,2
1,26.591,-3.601,0.078,0.742,2
0,22.211,-3.944,0.049,0.932,2
0,21.115,1.314,0.04,0.78,3
0,22.331,-1.132,0.068,0.894,2
1,21.486,-3.174,0.055,0.685,4
1,24.894,-3.309,0.048,0.901,2
0,29.262,-3.12,0.038,0.861,2
0,20.522,-3.363,0.069,0.89,2
1,24.345,-3.461,0.099,0.726,2
1,33.078,3.601,0.057,0.758,2
0,36.718,3.355,0.032,0.935,2
0,22.393,-4.41,0.084,0.838,2
1,23.883,-3.82,0.08,0.823,2
0,20.757,-3.01,0.093,0.776,2
0,24.865,-3.571,0.057,0.681,3
0,31.318,3.621,0.078,0.707,2
1,24.21,3.441,0.078,0.707,2
1,47.338,3.355,0.033,0.713,2
1,21.45,-4.348,0.061,0.838,2
0,25.945,-1.163,0.033,0.946,2
0,35.173,-2.885,0.052,0.814,2
1,55.536,2.912,0.035,0.77,2
0,23.092,-3.349,0.081,0.678,3
1,21.445,-2.943,0.064,0.822,2
1,28.832,-3.219,0.06,0.739,3
0,24.65,-0.287,0.049,0.719,5
1,29.096,-0.324,0.047,0.842,4
0,40.106,3.55,0.051,0.727,2
1,27.131,3.415,0.039,0.891,2
1,24.898,3.015,0.054,0.6,3
0,20.581,1.178,0.085,0.662,7
1,34.12,3.064,0.036,0.693,3
1,187.519,-1.549,0.002,0.98,2
0,23.029,-0.338,0.096,0.56,5
1,26.466,3.708,0.054,0.757,2
0,20.858,3.743,0.081,0.72,2
0,24.199,2.92,0.088,0.779,2
1,21.737,3.685,0.062,0.829,2
0,32.687,3.408,0.033,0.923,2
0,32.658,3.202,0.042,0.782,2
1,21.614,3.235,0.096,0.616,3
1,70.221,3.567,0.02,0.787,2
0,22.947,-1.888,0.069,0.561,8
0,27.381,1.01,0.022,0.958,2
1,38.901,3.532,0.029,0.938,2
1,22.442,3.262,0.091,0.713,2
1,20.276,-3.224,0.085,0.615,3
1,61.659,-3.32,0.024,0.716,2
0,20.847,-0.441,0.078,0.528,4
1,52.123,3.3,0.024,0.932,2
0,21.13,-3.47,0.076,0.78,2
0,21.281,-0.3,0.087,0.461,6
0,21.013,-1.334,0.081,0.537,6
1,27.828,-3.129,0.032,0.936,2
0,20.514,3.076,0.077,0.761,2
0,23.597,-3.262,0.055,0.825,2
0,37.94,-1.152,0.039,0.646,5
0,23.07,-0.983,0.094,0.454,6
1,30.534,3.596,0.024,0.956,2
1,44.65,3.181,0.05,0.664,3
1,35.265,3.151,0.036,0.821,3
1,22.475,-3.543,0.069,0.689,3
0,28.896,2.96,0.06,0.703,4
1,29.313,3.003,0.067,0.776,2
0,20.072,-3.141,0.096,0.785,2
1,35.036,2.956,0.045,0.772,3
1,23.204,4.17,0.067,0.72,2
0,20.458,1.316,0.095,0.481,6
1,60.032,3.883,0.036,0.719,2
1,28.15,3.224,0.043,0.761,3
1,29.055,-3.029,0.042,0.738,4
1,70.071,2.99,0.011,0.932,2
0,20.392,-0.885,0.079,0.639,5
1,62.172,-3.122,0.027,0.835,2
0,23.319,3.705,0.08,0.755,2
1,62.792,2.564,0.015,0.795,3
0,32.787,-2.667,0.03,0.947,2
0,34.724,-4.07,0.048,0.848,2
1,36.565,-3.309,0.029,0.93,2
1,156.277,3.155,0.013,0.781,3
1,23.45,4.413,0.087,0.779,2
1,23.929,3.474,0.056,0.785,2
1,70.403,-3.124,0.022,0.819,3
1,84.159,-2.662,0.007,0.982,2
1,29.069,-3.55,0.051,0.854,2
1,29.333,-3.172,0.063,0.645,3
0,21.674,3.237,0.093,0.677,3
0,23.081,2.777,0.072,0.878,2
0,24.76,-1.201,0.073,0.59,5
1,30.463,-3.499,0.023,0.946,2
0,20.655,1.268,0.112,0.415,7
0,26.518,-3.029,0.063,0.575,4
1,51.348,-3.038,0.027,0.912,3
1,36.18,-3.49,0.052,0.846,2
1,53.401,3.692,0.027,0.855,2
1,34.818,3.227,0.041,0.793,2
1,46.652,-2.822,0.033,0.716,2
0,38.951,-1.169,0.029,0.84,3
1,53.885,-3.236,0.038,0.798,2
0,24.365,3.072,0.071,0.786,2
1,28.257,3.096,0.054,0.663,4
1,50.378,-3.725,0.019,0.942,2
0,24.639,3.819,0.032,0.954,2
0,28.028,1.329,0.028,0.948,2
0,20.842,-2.928,0.113,0.708,2
1,95.512,2.748,0.013,0.869,2
0,28.675,-3.756,0.067,0.753,2
0,28.673,2.523,0.063,0.674,3
1,141.616,-2.802,0.01,0.777,2
1,126.487,-2.698,0.012,0.832,2
0,20.243,-2.491,0.072,0.736,5
0,21.198,-2.548,0.078,0.81,3
1,20.164,0.186,0.08,0.599,4
0,27.815,-2.559,0.027,0.693,3
1,27.539,3.33,0.043,0.837,2
0,20.725,-2.612,0.046,0.922,2
1,455.54,0.611,0.0,0.999,3
0,20.72,-0.635,0.064,0.73,5
1,46.473,3.842,0.032,0.875,2
0,21.39,-3.019,0.058,0.838,2
1,166.978,2.772,0.001,0.999,2
1,30.533,-3.536,0.028,0.934,2
1,37.171,3.035,0.049,0.76,2
1,31.556,2.993,0.048,0.719,2
0,20.434,-1.088,0.073,0.566,4
0,20.177,-2.474,0.112,0.509,6
0,32.616,2.113,0.056,0.502,6
0,23.886,-1.123,0.061,0.868,3
0,31.354,-1.171,0.028,0.858,3
0,22.704,-1.177,0.067,0.668,4
1,65.283,-4.125,0.034,0.72,2
1,46.194,-2.869,0.023,0.805,3
0,29.199,3.969,0.07,0.722,2
0,23.966,-4.281,0.065,0.756,2
0,21.076,2.66,0.031,0.947,4
1,28.337,-3.69,0.052,0.716,2
1,24.19,-2.949,0.059,0.767,2
1,23.675,-3.272,0.075,0.707,2
0,20.366,2.296,0.1,0.42,10
0,21.034,3.749,0.08,0.794,2
0,25.774,2.96,0.069,0.767,2
0,23.806,3.674,0.049,0.899,2
0,21.259,1.065,0.086,0.696,3
1,27.533,-4.136,0.058,0.717,2
0,21.301,1.045,0.087,0.719,4
1,21.023,3.446,0.066,0.808,3
0,20.392,3.346,0.092,0.739,2
0,20.014,-3.018,0.12,0.709,2
1,38.414,2.973,0.051,0.719,2
1,20.239,-2.89,0.111,0.77,2
1,39.396,3.588,0.028,0.939,2
1,38.458,-3.44,0.035,0.873,2
0,26.224,-2.707,0.094,0.709,2
0,21.265,-1.237,0.074,0.587,5
1,30.973,3.064,0.06,0.78,2
1,39.829,-3.524,0.039,0.75,2
0,20.878,-3.752,0.111,0.742,2
1,20.564,-3.194,0.106,0.71,2
1,25.554,2.902,0.05,0.909,2
1,37.607,-3.047,0.046,0.848,3
0,21.994,-2.719,0.035,0.955,2
1,22.413,0.018,0.08,0.615,5
0,22.857,2.794,0.082,0.624,3
0,23.298,3.831,0.057,0.784,2
1,22.963,4.177,0.073,0.719,2
0,20.191,0.68,0.083,0.558,5
0,20.243,-1.287,0.05,0.622,6
1,26.477,3.445,0.044,0.837,3
1,27.16,3.22,0.067,0.736,2
0,31.682,1.154,0.053,0.82,4
0,30.949,3.567,0.059,0.71,2
0,21.595,4.384,0.069,0.837,2
1,54.082,3.5,0.023,0.859,2
0,20.094,-2.8,0.086,0.747,3
1,24.467,4.066,0.055,0.794,2
1,44.452,-2.994,0.043,0.825,2
1,22.975,4.185,0.055,0.903,2
1,20.118,3.183,0.084,0.718,3
1,59.34,-3.155,0.024,0.857,2
0,23.469,1.152,0.03,0.822,3
0,22.993,-2.656,0.056,0.89,3
1,23.885,-3.477,0.099,0.582,3
1,21.307,4.284,0.055,0.91,2
1,21.819,4.338,0.082,0.787,2
0,25.912,2.836,0.04,0.947,2
1,40.1,3.849,0.059,0.741,2
1,96.047,-3.356,0.015,0.771,2
0,25.289,-0.039,0.067,0.614,3
0,21.49,-3.526,0.065,0.621,3
0,20.585,-2.717,0.086,0.741,2
0,22.475,3.779,0.034,0.937,2
0,20.476,-2.541,0.071,0.814,3
0,20.163,-0.026,0.072,0.576,5
0,23.252,4.096,0.059,0.793,2
1,88.67,-3.525,0.021,0.72,2
0,20.969,-1.185,0.082,0.862,2
1,44.382,-3.45,0.035,0.739,2
1,22.035,3.108,0.083,0.727,3
0,22.142,3.084,0.095,0.536,4
0,22.199,-2.615,0.086,0.781,3
0,22.294,3.428,0.081,0.765,2
0,21.724,3.121,0.063,0.83,3
0,28.662,-2.997,0.064,0.733,2
0,21.252,-1.008,0.105,0.709,2
0,21.123,-2.418,0.102,0.678,4
1,34.068,4.228,0.032,0.892,2
1,21.54,3.088,0.056,0.833,3
1,28.414,4.031,0.057,0.824,2
1,20.308,-3.163,0.053,0.875,2
1,26.949,-3.478,0.06,0.874,2
1,27.707,3.013,0.055,0.894,2
0,20.378,-3.326,0.081,0.748,2
1,50.46,-3.156,0.035,0.839,2
1,62.112,2.878,0.018,0.906,3
0,27.348,2.988,0.064,0.674,3
1,25.438,3.541,0.041,0.912,2
0,20.431,-0.256,0.096,0.791,3
0,23.187,2.533,0.066,0.722,3
1,62.966,-3.426,0.01,0.979,2
0,21.465,-0.247,0.072,0.578,6
1,33.31,-3.219,0.06,0.703,3
0,27.339,-3.065,0.066,0.825,2
0,20.586,-0.63,0.092,0.547,5
1,33.888,-3.392,0.024,0.952,2
1,31.367,2.892,0.053,0.803,3
1,27.758,-3.749,0.087,0.718,2
0,26.661,-3.335,0.041,0.876,3
0,23.407,2.588,0.058,0.816,4
