background/signal,pT GeV,mass GeV,width,ptD,#of constituents
0,42.058,9.721,0.205,0.368,18
0,25.116,5.953,0.21,0.263,21
1,244.326,14.82,0.025,0.69,7
0,25.319,5.731,0.21,0.249,21
1,171.969,7.661,0.01,0.964,8
0,22.985,5.566,0.221,0.285,16
0,25.676,5.599,0.186,0.249,23
0,25.477,3.385,0.1,0.453,13
0,20.742,4.293,0.181,0.253,23
1,413.162,27.949,0.023,0.921,13
1,64.611,9.842,0.114,0.338,18
1,488.69,35.417,0.024,0.932,15
0,20.223,4.443,0.192,0.299,17
0,25.342,6.572,0.226,0.267,22
1,54.415,7.6,0.099,0.48,12
1,50.63,8.745,0.131,0.349,21
0,27.228,6.09,0.206,0.339,13
1,224.54,25.36,0.07,0.633,15
1,82.097,10.073,0.086,0.542,13
0,29.276,4.411,0.132,0.465,16
0,23.754,6.159,0.242,0.251,23
0,31.011,5.68,0.145,0.31,16
0,24.717,5.223,0.163,0.388,18
1,392.221,8.684,0.004,0.987,4
0,104.719,21.294,0.164,0.444,19
0,36.763,7.81,0.177,0.282,21
1,32.757,6.35,0.174,0.293,19
1,208.826,28.818,0.099,0.463,25
0,23.589,5.239,0.198,0.266,19
0,24.504,5.852,0.224,0.259,23
0,30.435,6.512,0.184,0.268,22
0,26.806,6.639,0.229,0.251,19
1,37.321,7.324,0.173,0.317,23
0,23.737,5.938,0.226,0.262,21
0,38.785,8.742,0.194,0.278,23
1,70.703,4.98,0.043,0.565,9
0,32.407,7.472,0.21,0.273,21
1,334.231,24.043,0.026,0.897,15
1,35.811,5.191,0.105,0.672,12
1,89.043,14.538,0.14,0.468,17
1,201.308,17.151,0.033,0.898,14
0,22.397,5.375,0.222,0.271,19
1,29.254,6.983,0.221,0.279,23
0,23.019,4.679,0.183,0.594,12
1,34.207,4.48,0.105,0.475,9
0,33.277,8.122,0.236,0.45,12
0,35.168,7.645,0.189,0.382,13
0,22.735,4.873,0.187,0.318,15
0,34.271,5.485,0.136,0.352,16
1,586.949,16.255,0.004,0.978,7
0,43.463,9.124,0.187,0.249,23
1,231.18,18.748,0.031,0.923,10
1,38.968,8.082,0.172,0.465,24
0,33.71,6.714,0.169,0.282,25
0,20.138,5.252,0.233,0.233,25
1,257.768,19.315,0.025,0.9,13
1,453.858,24.245,0.013,0.95,11
0,22.612,5.664,0.232,0.266,20
1,195.625,13.787,0.025,0.908,9
0,32.978,7.118,0.194,0.278,21
1,513.407,10.294,0.005,0.977,3
1,556.846,40.132,0.021,0.917,18
0,20.609,4.16,0.173,0.273,17
0,21.253,4.61,0.193,0.379,16
0,32.176,7.746,0.226,0.265,18
1,153.728,18.732,0.067,0.546,16
1,189.656,11.641,0.024,0.923,8
1,399.172,25.799,0.019,0.93,14
0,39.094,6.847,0.141,0.428,14
0,25.848,5.511,0.183,0.328,19
0,24.235,5.151,0.186,0.322,13
1,66.941,9.237,0.115,0.362,16
1,211.324,19.071,0.055,0.54,12
1,25.123,4.59,0.153,0.366,13
0,33.728,8.076,0.223,0.333,17
0,49.235,7.013,0.126,0.288,18
0,25.931,7.303,0.258,0.251,27
0,21.522,5.596,0.244,0.267,19
0,44.81,10.519,0.205,0.257,21
0,20.288,5.281,0.243,0.307,18
1,22.567,3.853,0.135,0.397,11
1,97.42,10.596,0.062,0.543,12
0,20.577,3.033,0.115,0.373,10
0,20.807,3.857,0.175,0.36,13
1,26.821,6.067,0.207,0.28,20
1,786.935,40.986,0.013,0.97,13
0,30.862,7.115,0.204,0.271,23
0,46.398,10.633,0.208,0.25,24
0,27.438,5.341,0.172,0.291,18
1,162.46,10.88,0.021,0.823,7
0,20.383,4.293,0.19,0.237,22
1,383.728,31.278,0.03,0.666,20
1,158.156,22.897,0.089,0.71,26
1,124.491,16.435,0.096,0.492,14
1,366.977,28.603,0.058,0.512,14
0,24.736,5.156,0.19,0.326,16
0,125.047,15.381,0.057,0.807,14
0,38.768,8.986,0.198,0.253,27
1,47.524,7.775,0.135,0.331,17
0,21.816,4.715,0.195,0.251,21
1,40.791,8.947,0.202,0.492,14
1,82.44,11.511,0.1,0.46,15
0,20.426,5.222,0.239,0.313,19
1,180.04,21.5,0.06,0.821,16
0,22.796,5.166,0.215,0.483,11
1,50.571,8.742,0.133,0.333,18
1,567.332,27.977,0.013,0.696,16
1,169.695,19.938,0.099,0.471,12
0,30.691,7.134,0.214,0.222,26
1,230.07,22.469,0.046,0.854,18
0,21.882,4.348,0.18,0.311,17
1,171.274,24.204,0.106,0.468,18
1,144.962,11.345,0.055,0.559,11
0,34.452,6.004,0.129,0.465,17
0,22.399,5.481,0.222,0.244,21
0,20.975,5.417,0.23,0.274,19
0,27.156,5.954,0.184,0.295,19
0,20.989,3.331,0.127,0.348,15
0,21.68,5.655,0.241,0.253,21
1,50.328,6.139,0.078,0.507,10
1,75.818,8.758,0.093,0.467,14
1,122.286,10.713,0.042,0.895,8
1,91.85,7.865,0.057,0.555,10
0,54.176,10.161,0.145,0.364,23
1,106.425,12.023,0.079,0.52,14
1,104.692,15.193,0.098,0.428,25
1,443.419,41.522,0.066,0.534,24
0,23.155,4.046,0.143,0.424,12
0,28.427,6.973,0.226,0.282,21
1,600.047,45.152,0.022,0.934,17
0,25.529,5.552,0.199,0.254,20
0,22.815,4.884,0.176,0.382,13
0,20.783,4.591,0.195,0.388,11
1,227.711,26.957,0.083,0.639,15
0,20.115,4.965,0.223,0.262,22
0,28.884,6.459,0.213,0.247,25
1,241.508,32.609,0.093,0.398,16
0,22.045,5.369,0.228,0.258,22
1,404.188,41.848,0.038,0.901,19
1,163.819,21.669,0.069,0.708,15
1,189.642,27.923,0.093,0.501,28
0,25.153,6.199,0.222,0.239,28
0,42.803,9.165,0.183,0.41,23
0,78.847,12.298,0.122,0.391,23
1,61.376,6.422,0.05,0.774,8
1,142.214,4.841,0.011,0.966,4
1,50.749,4.024,0.033,0.874,9
1,148.043,13.474,0.038,0.713,14
0,20.354,5.044,0.234,0.238,24
1,343.134,25.189,0.022,0.92,15
0,39.183,5.641,0.106,0.589,10
1,817.402,70.815,0.047,0.598,24
1,374.12,43.254,0.052,0.676,20
1,81.319,10.225,0.07,0.76,16
1,97.789,10.764,0.071,0.803,10
0,68.502,9.783,0.1,0.451,15
0,51.148,7.151,0.113,0.525,15
0,21.735,4.547,0.189,0.301,15
1,403.163,23.434,0.02,0.937,8
0,38.784,7.804,0.172,0.259,23
0,103.341,13.706,0.068,0.575,15
0,26.816,6.243,0.211,0.245,22
1,172.912,19.504,0.064,0.776,17
1,43.203,8.07,0.163,0.366,13
1,189.356,11.928,0.035,0.55,9
0,27.58,6.216,0.207,0.269,18
0,24.274,5.524,0.202,0.29,20
0,23.479,5.507,0.215,0.25,24
0,24.276,5.666,0.21,0.252,27
1,115.397,14.981,0.062,0.813,17
1,425.492,14.043,0.006,0.979,8
1,27.405,6.081,0.205,0.291,18
1,346.443,31.874,0.059,0.508,21
0,24.375,5.89,0.222,0.252,25
0,31.863,7.355,0.194,0.265,25
0,26.531,5.35,0.187,0.254,20
0,21.988,5.521,0.231,0.248,24
1,21.248,1.819,0.058,0.651,4
1,111.667,18.887,0.141,0.447,20
1,25.46,6.387,0.233,0.281,25
1,30.139,6.867,0.201,0.271,19
0,36.449,9.549,0.237,0.242,27
0,53.312,5.857,0.059,0.842,8
0,20.166,4.734,0.221,0.247,20
0,564.9,19.899,0.005,0.91,5
1,571.13,35.786,0.018,0.954,15
1,193.251,20.195,0.086,0.457,17
0,23.527,5.673,0.219,0.197,31
0,24.885,5.58,0.206,0.31,17
1,119.085,15.695,0.081,0.593,12
0,27.934,5.912,0.2,0.367,12
0,24.257,4.606,0.164,0.452,11
1,188.977,25.557,0.107,0.367,18
0,23.727,4.122,0.155,0.306,21
1,240.759,38.6,0.117,0.47,37
1,420.039,28.194,0.019,0.95,12
0,24.716,5.016,0.177,0.307,17
0,81.005,9.913,0.076,0.8,8
1,153.07,17.979,0.062,0.543,19
0,20.534,3.337,0.144,0.352,16
1,63.733,9.029,0.094,0.407,25
1,256.749,15.815,0.02,0.912,8
1,21.516,4.576,0.188,0.246,23
0,23.536,5.673,0.22,0.257,20
0,57.088,12.711,0.197,0.266,27
1,182.085,12.548,0.03,0.908,8
0,36.002,6.249,0.145,0.281,21
1,64.496,6.669,0.082,0.382,10
1,89.224,8.328,0.054,0.579,9
0,25.488,6.526,0.238,0.26,23
0,21.218,4.595,0.188,0.371,16
1,227.896,19.779,0.041,0.897,11
0,20.728,4.307,0.185,0.377,14
1,384.724,21.825,0.018,0.924,11
1,277.735,34.536,0.075,0.521,23
0,22.993,5.384,0.212,0.229,23
1,25.831,5.018,0.162,0.345,11
0,20.37,3.838,0.137,0.446,13
1,364.537,25.448,0.02,0.936,12
0,257.09,22.806,0.052,0.667,12
0,23.936,5.127,0.192,0.516,11
1,136.588,26.183,0.16,0.327,30
0,27.832,6.81,0.234,0.296,15
1,134.055,15.364,0.076,0.436,15
0,20.194,4.734,0.216,0.254,20
1,130.584,15.417,0.077,0.656,14
1,97.189,5.253,0.032,0.633,6
0,34.459,7.98,0.209,0.245,23
0,29.478,6.659,0.206,0.343,17
0,27.091,5.296,0.156,0.328,14
1,192.934,24.568,0.091,0.426,23
1,59.478,7.5,0.1,0.325,17
0,40.601,10.368,0.235,0.227,26
0,23.666,4.154,0.156,0.267,21
1,29.139,4.299,0.142,0.379,11
0,29.376,6.791,0.216,0.31,20
1,315.498,26.73,0.036,0.869,16
1,115.457,16.297,0.092,0.535,18
0,30.87,7.41,0.213,0.257,21
1,120.472,17.025,0.103,0.537,15
1,345.75,27.669,0.026,0.927,16
0,22.1,4.442,0.163,0.259,20
1,479.202,16.76,0.009,0.878,9
0,21.146,4.698,0.201,0.311,15
1,226.383,36.29,0.138,0.373,19
1,137.113,15.185,0.056,0.87,11
1,138.148,14.351,0.054,0.881,8
0,22.32,3.795,0.156,0.266,21
0,20.803,3.353,0.114,0.573,12
1,579.735,17.08,0.006,0.957,10
0,20.854,5.037,0.226,0.27,18
1,306.107,19.465,0.02,0.926,12
1,325.921,40.291,0.101,0.709,13
1,234.194,27.029,0.075,0.581,20
0,21.6,4.212,0.177,0.308,14
0,22.753,4.998,0.198,0.306,15
0,22.585,4.16,0.157,0.387,14
1,53.905,9.411,0.138,0.295,21
1,58.557,6.412,0.074,0.611,9
1,420.197,16.339,0.01,0.956,6
1,245.701,28.189,0.057,0.828,21
0,27.787,7.363,0.251,0.307,18
1,190.696,19.025,0.055,0.546,13
0,38.674,8.119,0.191,0.281,27
1,180.825,20.009,0.067,0.58,21
1,219.458,17.851,0.03,0.908,12
1,279.144,25.887,0.042,0.903,15
1,202.747,26.609,0.095,0.368,21
1,51.737,10.915,0.169,0.28,23
1,67.121,9.009,0.108,0.38,14
1,81.745,8.465,0.068,0.506,9
1,59.234,4.863,0.053,0.712,8
0,28.357,7.063,0.222,0.268,17
0,24.923,6.653,0.253,0.311,13
1,610.346,41.795,0.019,0.927,18
1,98.609,18.614,0.149,0.387,28
1,249.303,24.945,0.042,0.84,18
1,249.432,30.849,0.081,0.447,26
1,141.026,25.393,0.156,0.277,23
1,46.088,9.122,0.17,0.427,19
0,22.835,5.849,0.245,0.328,18
1,236.876,24.358,0.079,0.422,19
0,26.51,6.101,0.207,0.249,26
0,26.198,5.469,0.193,0.263,21
1,124.695,18.276,0.105,0.381,21
1,319.731,46.001,0.119,0.322,29
1,153.154,18.255,0.058,0.884,13
1,241.751,23.688,0.054,0.508,17
1,99.183,12.002,0.085,0.465,12
0,20.27,4.366,0.195,0.268,19
1,550.887,30.141,0.016,0.949,13
0,21.163,4.775,0.216,0.392,15
1,86.699,11.322,0.104,0.439,15
1,187.658,25.736,0.08,0.553,22
1,379.912,30.172,0.027,0.918,14
1,151.01,12.821,0.067,0.422,10
1,189.593,10.129,0.012,0.961,7
1,753.222,62.106,0.037,0.872,24
0,25.017,4.701,0.149,0.355,14
0,23.909,4.912,0.182,0.293,14
0,31.115,5.98,0.178,0.264,22
1,323.325,15.537,0.013,0.975,6
0,38.573,5.597,0.104,0.478,10
1,152.134,13.997,0.047,0.681,16
1,517.408,36.276,0.025,0.928,16
0,20.227,4.042,0.175,0.351,12
1,307.592,25.615,0.035,0.857,23
1,82.037,8.996,0.077,0.511,13
1,31.87,6.135,0.176,0.369,13
1,247.803,22.063,0.034,0.868,18
0,20.164,5.348,0.244,0.232,24
1,552.345,18.259,0.005,0.979,6
0,59.261,11.229,0.16,0.364,15
0,23.125,6.658,0.267,0.227,25
1,135.197,17.929,0.091,0.418,20
0,44.903,8.912,0.17,0.313,24
0,37.828,4.72,0.067,0.846,7
0,75.408,16.378,0.196,0.342,24
0,23.397,5.244,0.201,0.287,19
1,101.62,9.955,0.072,0.606,6
0,22.395,4.263,0.167,0.331,11
1,278.125,20.494,0.022,0.943,10
0,21.223,4.658,0.204,0.317,23
1,440.293,27.954,0.017,0.914,13
1,46.846,8.285,0.153,0.449,15
1,170.355,8.895,0.014,0.944,4
0,22.867,3.93,0.131,0.323,14
1,218.566,27.825,0.086,0.479,22
1,330.036,36.431,0.082,0.557,21
1,34.742,7.482,0.192,0.294,22
1,233.368,13.08,0.012,0.962,6
0,21.786,4.856,0.196,0.261,20
1,232.728,23.01,0.051,0.746,13
0,32.856,6.959,0.189,0.232,31
0,27.247,4.755,0.157,0.451,13
0,26.538,5.869,0.194,0.293,17
0,22.271,4.265,0.175,0.473,9
0,24.249,5.936,0.223,0.264,20
0,23.655,5.552,0.219,0.259,20
0,21.25,4.28,0.193,0.287,17
1,39.559,8.478,0.196,0.262,24
1,146.42,16.429,0.072,0.568,18
0,33.582,7.438,0.203,0.304,20
1,37.501,8.161,0.183,0.471,14
1,373.659,36.758,0.054,0.594,21
0,90.014,14.543,0.119,0.399,20
0,40.214,9.805,0.221,0.226,30
1,45.378,4.176,0.05,0.834,8
1,228.654,16.097,0.033,0.716,13
0,20.914,4.945,0.224,0.273,18
1,294.285,27.288,0.039,0.879,23
0,21.695,4.553,0.175,0.356,18
1,104.686,14.193,0.079,0.68,20
1,206.324,25.19,0.075,0.544,24
0,32.715,8.209,0.227,0.248,22
0,31.921,4.474,0.101,0.441,12
0,34.51,8.295,0.21,0.252,21
0,37.623,8.753,0.216,0.362,17
1,201.662,12.387,0.024,0.644,10
1,206.623,20.096,0.045,0.73,13
1,149.475,14.287,0.041,0.886,12
1,167.76,11.343,0.02,0.918,9
1,37.407,6.814,0.157,0.303,18
1,110.567,19.111,0.143,0.321,26
0,23.806,5.494,0.199,0.295,22
1,349.443,23.836,0.02,0.941,12
1,107.333,10.161,0.055,0.62,10
1,269.086,33.021,0.064,0.833,19
0,24.472,5.11,0.19,0.332,16
0,24.622,5.852,0.212,0.264,23
0,25.844,5.938,0.21,0.242,22
0,22.402,4.947,0.199,0.397,17
1,26.136,3.864,0.125,0.337,15
0,25.91,5.475,0.186,0.347,16
1,300.483,27.142,0.039,0.922,12
0,20.257,4.152,0.178,0.324,14
0,21.401,4.741,0.201,0.247,23
1,31.213,8.409,0.253,0.224,28
0,34.731,7.092,0.184,0.252,21
0,96.385,12.36,0.083,0.607,12
0,31.021,6.345,0.184,0.344,20
0,36.133,9.573,0.242,0.237,21
1,160.763,12.387,0.034,0.881,10
0,25.932,5.894,0.206,0.275,18
1,135.432,12.472,0.045,0.853,12
0,21.225,4.738,0.2,0.373,14
0,29.898,7.885,0.251,0.267,22
0,24.158,6.072,0.226,0.267,21
1,110.889,13.898,0.069,0.798,16
1,235.191,16.523,0.028,0.906,15
1,85.76,11.122,0.096,0.368,17
1,167.215,8.74,0.016,0.951,5
1,187.803,22.072,0.08,0.548,17
1,69.675,9.66,0.099,0.359,25
0,30.761,7.422,0.225,0.274,21
0,27.215,5.611,0.181,0.292,18
0,641.519,39.286,0.025,0.604,23
0,24.83,4.938,0.173,0.277,19
1,320.933,12.531,0.008,0.973,6
0,27.485,6.75,0.226,0.264,18
1,223.462,28.459,0.092,0.443,24
0,31.35,5.071,0.137,0.347,17
0,25.043,5.474,0.196,0.29,20
1,57.577,4.822,0.053,0.527,10
1,63.972,10.787,0.129,0.399,17
0,27.34,6.089,0.197,0.311,20
0,27.801,4.537,0.147,0.368,14
1,337.329,17.872,0.016,0.958,9
0,21.803,4.635,0.19,0.234,22
0,24.886,5.33,0.202,0.313,15
0,20.331,5.211,0.233,0.273,23
1,301.663,23.364,0.028,0.917,13
1,72.387,8.107,0.082,0.465,11
0,20.176,5.09,0.226,0.248,22
1,30.809,4.275,0.113,0.365,11
0,21.601,5.991,0.258,0.272,18
0,46.539,9.094,0.166,0.311,16
0,28.516,6.163,0.196,0.28,18
0,24.271,6.175,0.221,0.321,16
1,178.116,8.481,0.015,0.946,8
0,27.417,6.846,0.23,0.293,17
1,29.728,6.505,0.206,0.312,17
1,262.175,16.883,0.021,0.886,13
1,70.454,13.944,0.174,0.307,19
1,275.696,21.696,0.027,0.915,9
1,221.615,24.58,0.086,0.521,14
0,23.168,4.952,0.183,0.289,17
1,514.703,31.947,0.017,0.956,11
1,899.287,60.563,0.02,0.811,22
1,559.386,32.764,0.015,0.917,15
0,29.012,6.544,0.215,0.279,20
1,22.784,4.127,0.147,0.613,10
1,165.184,9.688,0.019,0.963,7
1,69.7,12.306,0.144,0.31,25
1,32.164,5.145,0.108,0.426,15
1,226.35,18.749,0.031,0.92,12
0,61.864,10.083,0.128,0.337,19
0,23.711,5.877,0.221,0.309,14
1,373.523,35.049,0.041,0.615,15
0,20.092,4.806,0.21,0.393,11
0,30.689,6.221,0.184,0.266,23
1,80.985,9.895,0.087,0.545,18
0,24.859,5.41,0.199,0.249,22
1,262.037,21.006,0.052,0.473,18
1,605.79,24.298,0.009,0.963,9
1,27.261,5.372,0.173,0.324,15
1,791.161,38.258,0.013,0.948,15
0,369.177,58.579,0.125,0.465,29
0,25.707,6.427,0.228,0.293,16
0,20.489,5.014,0.229,0.33,16
1,43.831,6.069,0.105,0.31,19
1,227.065,17.571,0.031,0.942,8
1,139.701,23.383,0.128,0.365,20
0,28.799,7.393,0.237,0.21,32
1,21.538,2.705,0.096,0.498,11
0,29.48,6.309,0.192,0.297,15
0,27.199,6.487,0.219,0.311,20
1,85.139,7.535,0.053,0.765,7
1,60.923,6.66,0.062,0.791,9
0,25.295,5.648,0.204,0.251,20
1,20.026,2.587,0.107,0.518,8
1,37.753,10.128,0.247,0.26,25
0,35.023,5.806,0.125,0.38,14
1,137.103,18.426,0.098,0.402,18
1,35.628,6.669,0.16,0.442,12
0,20.052,5.266,0.247,0.252,26
0,290.48,25.695,0.042,0.78,16
1,24.674,3.905,0.12,0.297,15
1,164.254,14.591,0.045,0.919,7
1,119.855,10.223,0.038,0.885,11
0,25.189,5.285,0.189,0.364,15
1,26.823,5.479,0.177,0.355,16
1,374.795,25.398,0.015,0.948,9
1,124.447,17.457,0.127,0.305,26
1,220.095,27.083,0.061,0.833,18
1,52.571,9.317,0.141,0.541,13
1,160.171,17.36,0.067,0.607,13
1,20.484,4.545,0.182,0.349,16
0,25.286,5.94,0.208,0.213,33
0,40.295,10.953,0.242,0.245,26
0,24.897,5.191,0.178,0.248,26
1,47.394,5.546,0.067,0.782,11
1,811.213,43.245,0.014,0.951,11
0,21.115,4.526,0.195,0.282,18
1,39.744,8.252,0.181,0.475,17
1,365.328,34.194,0.05,0.627,19
0,287.806,23.753,0.042,0.852,12
0,47.261,7.795,0.125,0.577,14
1,293.147,18.827,0.019,0.924,13
1,20.998,4.721,0.186,0.312,19
0,20.849,4.287,0.181,0.272,16
0,43.231,7.896,0.16,0.264,24
1,20.898,3.812,0.162,0.323,15
0,20.469,5.177,0.23,0.234,29
0,25.409,5.3,0.179,0.285,17
1,71.847,13.902,0.174,0.269,29
0,28.61,5.431,0.165,0.445,12
1,93.745,13.743,0.111,0.419,20
1,364.466,21.184,0.018,0.941,10
0,26.087,4.252,0.12,0.408,13
0,119.722,9.702,0.041,0.773,10
1,199.489,11.063,0.02,0.901,12
1,57.546,10.854,0.157,0.449,16
0,27.211,6.844,0.24,0.327,18
1,45.355,9.347,0.175,0.281,18
0,20.36,3.926,0.151,0.357,15
0,29.607,8.038,0.253,0.276,22
1,207.944,17.622,0.053,0.786,16
1,116.195,19.933,0.132,0.264,33
1,317.397,13.603,0.01,0.95,12
0,20.103,4.235,0.196,0.313,14
1,66.23,13.461,0.16,0.33,23
0,23.454,6.116,0.242,0.307,18
0,21.107,4.607,0.186,0.25,22
1,232.45,16.346,0.021,0.909,12
1,108.581,7.806,0.033,0.671,7
1,114.568,9.433,0.025,0.905,4
1,74.189,10.257,0.111,0.619,13
0,27.108,5.726,0.2,0.514,11
1,34.321,8.553,0.229,0.256,30
1,100.481,11.171,0.081,0.51,17
0,27.207,6.139,0.214,0.229,23
0,27.416,4.029,0.119,0.324,17
0,21.525,5.346,0.229,0.34,14
1,26.282,4.896,0.165,0.317,18
0,23.831,6.109,0.234,0.253,19
0,26.859,5.403,0.178,0.282,18
0,36.803,9.178,0.227,0.215,33
1,22.624,4.568,0.179,0.409,12
1,108.132,9.099,0.034,0.883,7
1,161.786,14.544,0.044,0.838,15
1,99.323,11.397,0.068,0.601,14
0,22.227,4.478,0.177,0.271,18
1,240.989,20.396,0.03,0.906,13
0,24.562,5.411,0.201,0.291,18
1,593.108,32.313,0.018,0.936,14
0,22.502,5.717,0.227,0.28,25
0,24.459,3.509,0.098,0.574,12
0,20.14,4.266,0.193,0.27,19
1,189.114,11.495,0.022,0.9,10
0,27.269,5.509,0.181,0.438,15
0,22.509,5.432,0.224,0.315,19
1,124.294,7.479,0.038,0.585,12
1,128.568,14.331,0.074,0.555,21
0,103.428,23.514,0.206,0.287,35
1,34.563,3.579,0.071,0.638,8
1,223.256,10.917,0.01,0.959,5
1,252.053,28.877,0.077,0.606,17
1,394.372,31.927,0.027,0.921,12
1,134.409,10.876,0.045,0.876,13
0,21.372,3.729,0.166,0.367,16
0,20.139,4.253,0.192,0.312,15
0,30.282,6.237,0.184,0.27,21
0,29.284,7.848,0.24,0.224,26
1,60.793,9.873,0.117,0.726,11
0,33.691,6.044,0.163,0.484,9
1,183.065,18.183,0.053,0.544,20
0,21.877,4.976,0.213,0.342,17
0,20.96,5.154,0.222,0.243,22
0,24.106,5.576,0.203,0.365,13
1,187.502,15.978,0.036,0.896,13
1,57.391,9.899,0.15,0.462,17
0,20.935,5.048,0.216,0.291,17
0,22.303,5.364,0.222,0.262,22
1,32.598,0.89,0.015,0.898,4
1,161.055,19.397,0.067,0.832,15
0,21.466,5.68,0.237,0.302,23
0,21.88,3.313,0.121,0.433,11
1,20.116,1.887,0.074,0.589,6
0,21.311,5.355,0.231,0.246,23
1,23.242,4.916,0.19,0.383,16
0,24.159,4.399,0.156,0.358,14
0,268.178,25.134,0.042,0.833,16
0,29.149,6.415,0.193,0.304,15
1,41.333,9.561,0.21,0.29,23
1,68.352,6.716,0.045,0.845,11
1,430.643,36.647,0.033,0.903,13
1,63.715,8.856,0.097,0.554,15
1,190.893,11.36,0.019,0.891,8
1,286.398,21.036,0.024,0.943,9
0,27.105,4.642,0.142,0.455,12
0,24.454,5.958,0.222,0.26,21
0,24.783,5.357,0.2,0.315,14
1,93.806,6.634,0.027,0.899,8
0,25.266,6.429,0.212,0.304,20
0,24.855,5.193,0.178,0.324,17
1,67.255,13.825,0.194,0.386,17
1,50.509,8.502,0.129,0.624,12
1,329.312,20.094,0.025,0.895,8
1,202.848,21.648,0.059,0.818,16
1,49.438,2.536,0.022,0.746,5
1,576.64,36.386,0.019,0.935,20
0,28.705,6.869,0.224,0.257,21
1,311.692,21.314,0.026,0.917,11
0,20.016,4.194,0.198,0.277,18
1,75.25,12.183,0.127,0.494,12
1,217.436,19.836,0.04,0.855,15
0,26.741,3.644,0.117,0.395,12
0,22.377,4.243,0.173,0.512,8
1,134.158,13.634,0.065,0.604,8
1,33.815,5.287,0.123,0.379,18
1,245.895,25.746,0.052,0.891,12
0,23.375,5.08,0.204,0.263,20
1,76.665,11.46,0.122,0.292,25
1,123.348,15.465,0.072,0.838,13
1,41.179,6.947,0.124,0.72,13
0,20.488,4.793,0.207,0.307,16
0,23.344,5.969,0.232,0.231,24
1,379.971,20.144,0.014,0.967,6
1,140.129,27.762,0.165,0.395,22
0,30.596,6.304,0.192,0.304,17
1,371.54,17.582,0.011,0.971,9
1,84.516,12.663,0.108,0.407,19
1,297.08,13.632,0.014,0.924,7
0,35.81,6.761,0.163,0.35,18
1,64.617,12.195,0.149,0.353,25
0,22.64,2.718,0.096,0.419,9
1,231.057,32.613,0.107,0.399,16
0,21.894,5.307,0.222,0.256,22
1,152.828,16.685,0.058,0.695,19
0,22.634,4.489,0.165,0.255,21
0,32.357,7.389,0.198,0.247,25
0,37.933,6.143,0.135,0.57,9
0,27.521,5.71,0.188,0.439,16
1,47.385,10.022,0.191,0.226,26
0,29.132,7.11,0.225,0.25,20
0,25.171,5.486,0.201,0.289,17
1,102.811,10.333,0.061,0.609,12
0,29.656,6.769,0.206,0.257,21
1,20.584,3.657,0.172,0.474,8
